Gene,Cell,Subclass,Ensembl,Gene,Coefficient
Stmn2,AC,AC_45,ENSMUSG00000027500,Stmn2,0.247139744753695
Ralyl,AC,AC_45,ENSMUSG00000039717,Ralyl,0.264563509891309
Mgat4c,AC,AC_45,ENSMUSG00000019888,Mgat4c,0.3349432779208902
Pcdh15,AC,AC_45,ENSMUSG00000052613,Pcdh15,0.3365602614431526
Dpp10,AC,AC_45,ENSMUSG00000036815,Dpp10,0.2647088384163241
Kirrel3,AC,AC_45,ENSMUSG00000032036,Kirrel3,0.3540205292367513
Dmd,AC,AC_45,ENSMUSG00000045103,Dmd,0.3415570828118784
Zwint,AC,AC_45,ENSMUSG00000019923,Zwint,0.2430460455082033
Dcc,AC,AC_45,ENSMUSG00000060534,Dcc,0.2246438753182664
App,AC,AC_45,ENSMUSG00000022892,App,0.2213765953596558
Nefl,AC,AC_46,ENSMUSG00000022055,Nefl,0.3330505470422806
Rbfox1,AC,AC_46,ENSMUSG00000008658,Rbfox1,0.4479427933602497
Pde3a,AC,AC_46,ENSMUSG00000041741,Pde3a,0.243505469097904
Sdk1,AC,AC_46,ENSMUSG00000039683,Sdk1,0.3056355096578573
C1ql2,AC,AC_46,ENSMUSG00000036907,C1ql2,0.3805819198063561
Zfp804a,AC,AC_46,ENSMUSG00000070866,Zfp804a,0.2302850896626517
Kcnh7,AC,AC_46,ENSMUSG00000059742,Kcnh7,0.3180554494361828
Unc5c,AC,AC_46,ENSMUSG00000059921,Unc5c,0.2540839842781677
Prkca,AC,AC_46,ENSMUSG00000050965,Prkca,0.2229615448374243
Kcnip1,AC,AC_46,ENSMUSG00000053519,Kcnip1,0.2390890739561998
Filip1l,AC,AC_46,ENSMUSG00000043336,Filip1l,0.4786095625262244
C1ql1,AC,AC_46,ENSMUSG00000045532,C1ql1,0.6228309977275566
Cntn5,AC,AC_46,ENSMUSG00000039488,Cntn5,0.5988934246661224
Pcdh17,AC,AC_46,ENSMUSG00000035566,Pcdh17,0.3133881040554475
Tac2,AC,AC_47,ENSMUSG00000025400,Tac2,0.3770787830230808
Cbln2,AC,AC_47,ENSMUSG00000024647,Cbln2,0.378241940762698
Gucy1a1,AC,AC_47,ENSMUSG00000033910,Gucy1a1,0.3185099211808477
Cngb3,AC,AC_47,ENSMUSG00000056494,Cngb3,0.3535389757468654
Runx1t1,AC,AC_47,ENSMUSG00000006586,Runx1t1,0.3005215943346315
Tfap2b,AC,AC_47,ENSMUSG00000025927,Tfap2b,0.2903791923574437
Lrrtm4,AC,AC_47,ENSMUSG00000052581,Lrrtm4,0.6286945036751824
Csmd3,AC,AC_47,ENSMUSG00000022311,Csmd3,0.3218427897195388
Zmat4,AC,AC_47,ENSMUSG00000037492,Zmat4,0.2411406753827421
Grm7,AC,AC_47,ENSMUSG00000056755,Grm7,0.312148397890822
Galnt13,AC,AC_47,ENSMUSG00000060988,Galnt13,0.2760568285958236
Pcp4,AC,AC_47,ENSMUSG00000090223,Pcp4,0.5743578147913152
Lingo2,AC,AC_47,ENSMUSG00000045083,Lingo2,0.2644764664003531
Slit2,AC,AC_47,ENSMUSG00000031558,Slit2,0.4690088475647982
Lrrc4c,AC,AC_47,ENSMUSG00000050587,Lrrc4c,0.3287438393092562
Sorcs1,AC,AC_47,ENSMUSG00000043531,Sorcs1,0.2386987060200309
Map1b,AC,AC_48,ENSMUSG00000052727,Map1b,0.1867871770379437
Lrp1b,AC,AC_48,ENSMUSG00000049252,Lrp1b,0.438677554487309
C1ql1,AC,AC_48,ENSMUSG00000045532,C1ql1,0.3350415463507759
Tac2,AC,AC_48,ENSMUSG00000025400,Tac2,0.7333043306693467
Oxr1,AC,AC_48,ENSMUSG00000022307,Oxr1,0.2288549754312758
Stmn2,AC,AC_48,ENSMUSG00000027500,Stmn2,0.3265882924500289
Tmsb10,AC,AC_48,ENSMUSG00000079523,Tmsb10,0.2027950048546761
Cplx2,AC,AC_48,ENSMUSG00000025867,Cplx2,0.2517458236770487
Grm8,AC,AC_48,ENSMUSG00000024211,Grm8,0.2277970532808159
Sorcs1,AC,AC_48,ENSMUSG00000043531,Sorcs1,0.269971660658741
Lrrc4c,AC,AC_48,ENSMUSG00000050587,Lrrc4c,0.3365067175020179
6330403K07Rik,AC,AC_48,ENSMUSG00000018451,6330403K07Rik,0.2597385835351068
C1ql2,AC,AC_48,ENSMUSG00000036907,C1ql2,0.2060904278663656
Cxcl14,AC,AC_48,ENSMUSG00000021508,Cxcl14,0.2407487678109868
Grid2,AC,AC_48,ENSMUSG00000071424,Grid2,0.3118048773624
Sdk1,AC,AC_48,ENSMUSG00000039683,Sdk1,0.2434918422310427
Etl4,AC,AC_48,ENSMUSG00000036617,Etl4,0.1955840844898201
Nap1l5,AC,AC_48,ENSMUSG00000055430,Nap1l5,0.2067753257718177
Cdh20,AC,AC_49,ENSMUSG00000050840,Cdh20,0.2339487787611431
Pcdh17,AC,AC_49,ENSMUSG00000035566,Pcdh17,0.3024528631422777
Zfp804b,AC,AC_49,ENSMUSG00000092094,Zfp804b,0.406931618683851
Esrrg,AC,AC_49,ENSMUSG00000026610,Esrrg,0.3627654504716022
Vgf,AC,AC_49,ENSMUSG00000037428,Vgf,0.2932826412963166
Shisa8,AC,AC_49,ENSMUSG00000096883,Shisa8,0.3757481771200043
Zfhx3,AC,AC_49,ENSMUSG00000038872,Zfhx3,0.2758834092288627
Otx2os1,AC,AC_49,ENSMUSG00000098682,Otx2os1,0.3123298647805544
Luzp2,AC,AC_49,ENSMUSG00000063297,Luzp2,0.2419380722268587
Epha3,AC,AC_49,ENSMUSG00000052504,Epha3,0.2321337988473826
Zfp385b,AC,AC_49,ENSMUSG00000027016,Zfp385b,0.2646727858633408
Unc5d,AC,AC_49,ENSMUSG00000063626,Unc5d,0.2773650754501323
Gria1,AC,AC_49,ENSMUSG00000020524,Gria1,0.2428860171343163
Mgat4c,AC,AC_49,ENSMUSG00000019888,Mgat4c,0.2334028925139995
Phlda1,AC,AC_49,ENSMUSG00000020205,Phlda1,0.3199606806089957
Tafa1,AC,AC_5,ENSMUSG00000059187,Tafa1,0.2968710848654243
Mgat4c,AC,AC_5,ENSMUSG00000019888,Mgat4c,0.3281775018195945
Kcnip4,AC,AC_5,ENSMUSG00000029088,Kcnip4,0.4652554819059451
Chrm3,AC,AC_5,ENSMUSG00000046159,Chrm3,0.3335027512974717
Nckap5,AC,AC_5,ENSMUSG00000049690,Nckap5,0.4771191490222111
Ptprm,AC,AC_5,ENSMUSG00000033278,Ptprm,0.2960707480163396
Tenm3,AC,AC_5,ENSMUSG00000031561,Tenm3,0.2922140580624768
Kcnip1,AC,AC_5,ENSMUSG00000053519,Kcnip1,0.2827422013920551
Gucy1a1,AC,AC_5,ENSMUSG00000033910,Gucy1a1,0.2874119106798277
C1ql2,AC,AC_5,ENSMUSG00000036907,C1ql2,0.5378995877934933
Pantr1,AC,AC_5,ENSMUSG00000060424,Pantr1,0.5085501275909892
Scg2,AC,AC_5,ENSMUSG00000050711,Scg2,0.316572783895706
Six3,AC,AC_5,ENSMUSG00000038805,Six3,0.297592371410228
Hpgd,AC,AC_5,ENSMUSG00000031613,Hpgd,0.4242539262911857
Lingo2,AC,AC_5,ENSMUSG00000045083,Lingo2,0.4586023522459743
Dkk3,AC,AC_5,ENSMUSG00000030772,Dkk3,0.4862904832260989
Pcdh9,AC,AC_5,ENSMUSG00000055421,Pcdh9,0.4457497913466274
Pcp4,AC,AC_5,ENSMUSG00000090223,Pcp4,0.92674181797642
C1ql3,AC,AC_50,ENSMUSG00000049630,C1ql3,0.5081871796331328
Lingo2,AC,AC_50,ENSMUSG00000045083,Lingo2,0.2975873570309021
Dcc,AC,AC_50,ENSMUSG00000060534,Dcc,0.2458247534389279
Erbb4,AC,AC_50,ENSMUSG00000062209,Erbb4,0.4505054584464726
Zfhx3,AC,AC_50,ENSMUSG00000038872,Zfhx3,0.2333640569338102
Grm5,AC,AC_50,ENSMUSG00000049583,Grm5,0.2017331547634538
Cntnap5a,AC,AC_50,ENSMUSG00000070695,Cntnap5a,0.2743236355892152
Unc5c,AC,AC_50,ENSMUSG00000059921,Unc5c,0.2493516499136943
App,AC,AC_50,ENSMUSG00000022892,App,0.2228961681041051
Nrsn1,AC,AC_50,ENSMUSG00000048978,Nrsn1,0.2273245537138545
Ptprk,AC,AC_50,ENSMUSG00000019889,Ptprk,0.330430202314213
Pou6f2,AC,AC_50,ENSMUSG00000009734,Pou6f2,0.2102545843068836
Galntl6,AC,AC_50,ENSMUSG00000096914,Galntl6,0.3648246927072979
Nav2,AC,AC_50,ENSMUSG00000052512,Nav2,0.3792777809835749
Ldb2,AC,AC_50,ENSMUSG00000039706,Ldb2,0.4097433949208466
C1ql1,AC,AC_50,ENSMUSG00000045532,C1ql1,0.2571436112584503
Plcb1,AC,AC_50,ENSMUSG00000051177,Plcb1,0.2705860813593569
Adarb2,AC,AC_50,ENSMUSG00000052551,Adarb2,0.5544050679798627
Rnf220,AC,AC_51,ENSMUSG00000028677,Rnf220,0.2428671123031088
Gabra2,AC,AC_51,ENSMUSG00000000560,Gabra2,0.2046381090013646
Sema6a,AC,AC_51,ENSMUSG00000019647,Sema6a,0.1578594269179682
Lrp1b,AC,AC_51,ENSMUSG00000049252,Lrp1b,0.1913041997968156
Mast4,AC,AC_51,ENSMUSG00000034751,Mast4,0.1499749187841236
Tenm2,AC,AC_51,ENSMUSG00000049336,Tenm2,0.1500900988098195
Ralyl,AC,AC_51,ENSMUSG00000039717,Ralyl,0.2181159928146576
Hcn1,AC,AC_51,ENSMUSG00000021730,Hcn1,0.3057730374274817
Ntm,AC,AC_51,ENSMUSG00000059974,Ntm,0.1985250054623941
Nr4a2,AC,AC_51,ENSMUSG00000026826,Nr4a2,0.1453094059878747
Pcp4,AC,AC_51,ENSMUSG00000090223,Pcp4,0.208093149627524
Adamtsl1,AC,AC_51,ENSMUSG00000066113,Adamtsl1,0.2378328499206062
Zfhx3,AC,AC_51,ENSMUSG00000038872,Zfhx3,0.1855361910522296
Nnat,AC,AC_51,ENSMUSG00000067786,Nnat,0.3959162575769975
Tenm4,AC,AC_51,ENSMUSG00000048078,Tenm4,0.1707382822916663
Vsnl1,AC,AC_51,ENSMUSG00000054459,Vsnl1,0.1568919646693212
Pcdh17,AC,AC_51,ENSMUSG00000035566,Pcdh17,0.2274398615796063
Lrfn5,AC,AC_52,ENSMUSG00000035653,Lrfn5,0.2497101488244123
Stmn2,AC,AC_52,ENSMUSG00000027500,Stmn2,0.1998519302127227
Pcp4,AC,AC_52,ENSMUSG00000090223,Pcp4,0.3113840962675546
Rbfox1,AC,AC_52,ENSMUSG00000008658,Rbfox1,0.1567873629308098
Opcml,AC,AC_52,ENSMUSG00000062257,Opcml,0.2284822482015747
Stxbp6,AC,AC_52,ENSMUSG00000046314,Stxbp6,0.1950612100994441
Calb2,AC,AC_52,ENSMUSG00000003657,Calb2,0.2375776057397656
Nos1,AC,AC_52,ENSMUSG00000029361,Nos1,0.302672116016598
Zfhx3,AC,AC_52,ENSMUSG00000038872,Zfhx3,0.2124879063110329
Gap43,AC,AC_52,ENSMUSG00000047261,Gap43,0.16682559404372
Cngb3,AC,AC_52,ENSMUSG00000056494,Cngb3,0.1613366567230043
Galntl6,AC,AC_52,ENSMUSG00000096914,Galntl6,0.4250666556971876
Cntnap5b,AC,AC_52,ENSMUSG00000067028,Cntnap5b,0.1873338600304774
Rbms3,AC,AC_52,ENSMUSG00000039607,Rbms3,0.2163267178147462
C1ql3,AC,AC_52,ENSMUSG00000049630,C1ql3,0.3339498910039084
Cacna2d1,AC,AC_52,ENSMUSG00000040118,Cacna2d1,0.207777200047216
Esrrg,AC,AC_53,ENSMUSG00000026610,Esrrg,0.0918122868080204
Nrg1_ENSMUSG00000062991,AC,AC_53,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.128662118817817
Chga,AC,AC_53,ENSMUSG00000021194,Chga,0.0778890001528787
Igfbp2,AC,AC_53,ENSMUSG00000039323,Igfbp2,0.0856560827204998
Cbln2,AC,AC_53,ENSMUSG00000024647,Cbln2,0.1281669442145985
Prkca,AC,AC_53,ENSMUSG00000050965,Prkca,0.076519433631139
Olfm3,AC,AC_53,ENSMUSG00000027965,Olfm3,0.11296783005347
Sdk1,AC,AC_53,ENSMUSG00000039683,Sdk1,0.0882389283733743
Robo1,AC,AC_53,ENSMUSG00000022883,Robo1,0.1034360949267191
Ptpro,AC,AC_53,ENSMUSG00000030223,Ptpro,0.1150068047881422
Prkce,AC,AC_53,ENSMUSG00000045038,Prkce,0.0748869934585023
Sgcz,AC,AC_53,ENSMUSG00000039539,Sgcz,0.0761984417064456
P3h2,AC,AC_53,ENSMUSG00000038168,P3h2,0.0887596955010059
Kcnma1,AC,AC_53,ENSMUSG00000063142,Kcnma1,0.102681019315273
Tfap2b,AC,AC_53,ENSMUSG00000025927,Tfap2b,0.0764748597443498
Dab1,AC,AC_53,ENSMUSG00000028519,Dab1,0.1050956231558762
Pak5,AC,AC_53,ENSMUSG00000039913,Pak5,0.0956589830584628
Car2,AC,AC_53,ENSMUSG00000027562,Car2,0.1078305841553293
Serpine2,AC,AC_54,ENSMUSG00000026249,Serpine2,0.2604671867319896
Dlgap2,AC,AC_54,ENSMUSG00000047495,Dlgap2,0.2356386107775434
6330403K07Rik,AC,AC_54,ENSMUSG00000018451,6330403K07Rik,0.4818135040498003
Sorcs1,AC,AC_54,ENSMUSG00000043531,Sorcs1,0.2172896987173706
Ntng1,AC,AC_54,ENSMUSG00000059857,Ntng1,0.2855237049331728
Schip1,AC,AC_54,ENSMUSG00000027777,Schip1,0.3473661286070463
Ctnna2,AC,AC_54,ENSMUSG00000063063,Ctnna2,0.3401575224084296
Fxyd6,AC,AC_54,ENSMUSG00000066705,Fxyd6,0.3958160501713911
Dpp6,AC,AC_54,ENSMUSG00000061576,Dpp6,0.2603024523237013
Snca,AC,AC_54,ENSMUSG00000025889,Snca,0.4883062592490291
Khdrbs2,AC,AC_54,ENSMUSG00000026058,Khdrbs2,0.2157005838162464
Mgat4c,AC,AC_54,ENSMUSG00000019888,Mgat4c,0.344704107911681
Rmst,AC,AC_54,ENSMUSG00000112117,Rmst,0.2939123449438829
Nap1l5,AC,AC_54,ENSMUSG00000055430,Nap1l5,0.2406564640145796
Nav2,AC,AC_54,ENSMUSG00000052512,Nav2,0.2932797152975335
Tmsb10,AC,AC_54,ENSMUSG00000079523,Tmsb10,0.2144845231854228
Cntn5,AC,AC_54,ENSMUSG00000039488,Cntn5,0.4016485711071419
Marcksl1,AC,AC_54,ENSMUSG00000047945,Marcksl1,0.2074352467173605
Erbb4,AC,AC_54,ENSMUSG00000062209,Erbb4,0.224683264627489
Cbln2,AC,AC_55,ENSMUSG00000024647,Cbln2,0.2996713641847216
Six3,AC,AC_55,ENSMUSG00000038805,Six3,0.2335432110298183
Cngb3,AC,AC_55,ENSMUSG00000056494,Cngb3,0.2228924623689149
Gabra2,AC,AC_55,ENSMUSG00000000560,Gabra2,0.2496802095542051
Ralyl,AC,AC_55,ENSMUSG00000039717,Ralyl,0.2978268732622846
Nr4a2,AC,AC_55,ENSMUSG00000026826,Nr4a2,0.2866655156670223
Csmd1,AC,AC_55,ENSMUSG00000060924,Csmd1,0.4480515084256082
Lrrc4c,AC,AC_55,ENSMUSG00000050587,Lrrc4c,0.3506181489736047
Lingo2,AC,AC_55,ENSMUSG00000045083,Lingo2,0.2544368476602989
Calb2,AC,AC_55,ENSMUSG00000003657,Calb2,0.3260681861936775
Slc24a3,AC,AC_55,ENSMUSG00000063873,Slc24a3,0.2262579490442725
Pcdh7,AC,AC_55,ENSMUSG00000029108,Pcdh7,0.3836325439098416
Rnf220,AC,AC_55,ENSMUSG00000028677,Rnf220,0.2803367451275558
Sorcs3,AC,AC_55,ENSMUSG00000063434,Sorcs3,0.2634483456843675
Glul,AC,AC_55,ENSMUSG00000026473,Glul,0.3054135552870886
Lrrtm4,AC,AC_55,ENSMUSG00000052581,Lrrtm4,0.2849189715864541
Nnat,AC,AC_55,ENSMUSG00000067786,Nnat,0.2699534926012095
Csmd3,AC,AC_55,ENSMUSG00000022311,Csmd3,0.2476980806198966
Zfp804b,AC,AC_56,ENSMUSG00000092094,Zfp804b,0.6611021426891494
Kcnd2,AC,AC_56,ENSMUSG00000060882,Kcnd2,0.2421075413889679
Pantr1,AC,AC_56,ENSMUSG00000060424,Pantr1,0.2688330850584832
Nrg1_ENSMUSG00000062991,AC,AC_56,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.2083658966622749
Zfp385b,AC,AC_56,ENSMUSG00000027016,Zfp385b,0.3254152490115797
Kcnma1,AC,AC_56,ENSMUSG00000063142,Kcnma1,0.2013785309297729
Cntn5,AC,AC_56,ENSMUSG00000039488,Cntn5,0.2568220110432362
Otx2os1,AC,AC_56,ENSMUSG00000098682,Otx2os1,0.4880633162471476
Grid2,AC,AC_56,ENSMUSG00000071424,Grid2,0.2135996180239043
Gabrb3,AC,AC_56,ENSMUSG00000033676,Gabrb3,0.3421354039763919
Pcp2,AC,AC_56,ENSMUSG00000004630,Pcp2,0.2833913430233418
Pcdh9,AC,AC_56,ENSMUSG00000055421,Pcdh9,0.2107076521326718
Car10,AC,AC_56,ENSMUSG00000056158,Car10,0.3032821190202702
Sorcs1,AC,AC_57,ENSMUSG00000043531,Sorcs1,0.3892371282940228
Gabrg3,AC,AC_57,ENSMUSG00000055026,Gabrg3,0.2289802329030684
Tafa2,AC,AC_57,ENSMUSG00000044071,Tafa2,0.25368599906049
Stmn2,AC,AC_57,ENSMUSG00000027500,Stmn2,0.2267797805602867
Kirrel3,AC,AC_57,ENSMUSG00000032036,Kirrel3,0.204793652908153
Lingo2,AC,AC_57,ENSMUSG00000045083,Lingo2,0.1916069634747266
Fxyd6,AC,AC_57,ENSMUSG00000066705,Fxyd6,0.1775385867138342
Tmeff2,AC,AC_57,ENSMUSG00000026109,Tmeff2,0.3536857127281378
Serpine2,AC,AC_57,ENSMUSG00000026249,Serpine2,0.1777891596132857
Nap1l5,AC,AC_57,ENSMUSG00000055430,Nap1l5,0.1854926288680325
Zwint,AC,AC_57,ENSMUSG00000019923,Zwint,0.2099868075225401
Pcdh15,AC,AC_57,ENSMUSG00000052613,Pcdh15,0.5467778442974708
Plcb1,AC,AC_57,ENSMUSG00000051177,Plcb1,0.2513182682235578
Robo2,AC,AC_57,ENSMUSG00000052516,Robo2,0.2483082164977471
Sgcz,AC,AC_57,ENSMUSG00000039539,Sgcz,0.3994496725755532
Calb2,AC,AC_57,ENSMUSG00000003657,Calb2,0.2473760490810729
Galntl6,AC,AC_58,ENSMUSG00000096914,Galntl6,0.7384337909937687
Ptprd,AC,AC_58,ENSMUSG00000028399,Ptprd,0.2622453939079305
Prkg1,AC,AC_58,ENSMUSG00000052920,Prkg1,0.3887306366038415
Ralyl,AC,AC_58,ENSMUSG00000039717,Ralyl,0.3480034431246015
Tafa1,AC,AC_58,ENSMUSG00000059187,Tafa1,0.4384624883473061
Nrg1_ENSMUSG00000062991,AC,AC_58,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.2599735232969876
Pcdh9,AC,AC_58,ENSMUSG00000055421,Pcdh9,0.624205336632747
Adarb2,AC,AC_58,ENSMUSG00000052551,Adarb2,0.2882731367184494
Grm7,AC,AC_58,ENSMUSG00000056755,Grm7,0.2708250750526927
Cplx3,AC,AC_58,ENSMUSG00000039714,Cplx3,0.25573039437726
Fgf12,AC,AC_58,ENSMUSG00000022523,Fgf12,0.2522613742002268
Gpc6,AC,AC_58,ENSMUSG00000058571,Gpc6,0.3842551399905309
Pcdh17,AC,AC_58,ENSMUSG00000035566,Pcdh17,0.3247135303782619
Sorcs3,AC,AC_58,ENSMUSG00000063434,Sorcs3,0.2424230757699892
Dnm3,AC,AC_59,ENSMUSG00000040265,Dnm3,0.2620240722182465
Serpine2,AC,AC_59,ENSMUSG00000026249,Serpine2,0.2606464260325597
Rims2,AC,AC_59,ENSMUSG00000037386,Rims2,0.2788585512514981
Erbb4,AC,AC_59,ENSMUSG00000062209,Erbb4,0.3049337864997106
Cbln2,AC,AC_59,ENSMUSG00000024647,Cbln2,0.3372747391093492
Zfhx3,AC,AC_59,ENSMUSG00000038872,Zfhx3,0.3011482265857555
Tenm4,AC,AC_59,ENSMUSG00000048078,Tenm4,0.2768016882113213
Sorcs1,AC,AC_59,ENSMUSG00000043531,Sorcs1,0.3164016527040877
Inpp4b,AC,AC_59,ENSMUSG00000037940,Inpp4b,0.2733168706598475
Cngb3,AC,AC_59,ENSMUSG00000056494,Cngb3,0.2332012134074771
Asap1,AC,AC_59,ENSMUSG00000022377,Asap1,0.3323449502334301
Tafa1,AC,AC_59,ENSMUSG00000059187,Tafa1,0.2623107248641378
Unc5d,AC,AC_59,ENSMUSG00000063626,Unc5d,0.2988998021713243
Ptprt,AC,AC_59,ENSMUSG00000053141,Ptprt,0.2851420202738244
Sox5,AC,AC_59,ENSMUSG00000041540,Sox5,0.4582997681659523
Fxyd6,AC,AC_59,ENSMUSG00000066705,Fxyd6,0.3850715300719328
Ptprm,AC,AC_59,ENSMUSG00000033278,Ptprm,0.3418649910022703
Olfm3,AC,AC_6,ENSMUSG00000027965,Olfm3,0.7733152046360775
Lrrc4c,AC,AC_6,ENSMUSG00000050587,Lrrc4c,0.4823074387550004
Nav2,AC,AC_6,ENSMUSG00000052512,Nav2,0.3505576067906413
Astn2,AC,AC_6,ENSMUSG00000028373,Astn2,0.3518517022654987
Aldoc,AC,AC_6,ENSMUSG00000017390,Aldoc,0.541213677707124
Arhgef26,AC,AC_6,ENSMUSG00000036885,Arhgef26,0.3345572116704217
Chga,AC,AC_6,ENSMUSG00000021194,Chga,0.4235998058347801
Pde3a,AC,AC_6,ENSMUSG00000041741,Pde3a,0.38746514777041
Prkce,AC,AC_6,ENSMUSG00000045038,Prkce,0.3725656549402209
Prkca,AC,AC_6,ENSMUSG00000050965,Prkca,0.4554717934475808
Gfra1,AC,AC_6,ENSMUSG00000025089,Gfra1,0.3363084632331374
Robo1,AC,AC_6,ENSMUSG00000022883,Robo1,0.4795096175364571
Slc24a2,AC,AC_6,ENSMUSG00000037996,Slc24a2,0.5363139412399617
Gabra1,AC,AC_6,ENSMUSG00000010803,Gabra1,0.5165437535399179
Igfbp2,AC,AC_6,ENSMUSG00000039323,Igfbp2,0.746832094611549
Nrg1_ENSMUSG00000062991,AC,AC_6,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.3294919100537569
Oxr1,AC,AC_6,ENSMUSG00000022307,Oxr1,0.3740251615781079
Snhg11,AC,AC_6,ENSMUSG00000044349,Snhg11,0.3426225335942182
Cbln2,AC,AC_6,ENSMUSG00000024647,Cbln2,0.4160297216183478
Adarb2,AC,AC_60,ENSMUSG00000052551,Adarb2,0.055464120060395
Glul,AC,AC_60,ENSMUSG00000026473,Glul,0.060447994892953
Tafa2,AC,AC_60,ENSMUSG00000044071,Tafa2,0.0507188699483161
Grid2,AC,AC_60,ENSMUSG00000071424,Grid2,0.0494370378601552
Chgb,AC,AC_60,ENSMUSG00000027350,Chgb,0.0510358745919683
Zfp804b,AC,AC_60,ENSMUSG00000092094,Zfp804b,0.0553371378591846
Meis1,AC,AC_60,ENSMUSG00000020160,Meis1,0.0526681079354785
Caln1,AC,AC_60,ENSMUSG00000060371,Caln1,0.0497798936807972
Alk,AC,AC_60,ENSMUSG00000055471,Alk,0.0467305658218177
Camk4,AC,AC_60,ENSMUSG00000038128,Camk4,0.0478381218987533
Kctd16,AC,AC_60,ENSMUSG00000051401,Kctd16,0.0577568274101793
Gas7,AC,AC_60,ENSMUSG00000033066,Gas7,0.0810217408519938
Kcnh5,AC,AC_60,ENSMUSG00000034402,Kcnh5,0.0493089543785323
Pcdh15,AC,AC_60,ENSMUSG00000052613,Pcdh15,0.0796276876433616
Nkain3,AC,AC_61,ENSMUSG00000055761,Nkain3,0.2018219963426495
Epha3,AC,AC_61,ENSMUSG00000052504,Epha3,0.4708627844120185
Lingo2,AC,AC_61,ENSMUSG00000045083,Lingo2,0.2891461454900779
Lrrtm4,AC,AC_61,ENSMUSG00000052581,Lrrtm4,0.2974603787561621
Filip1l,AC,AC_61,ENSMUSG00000043336,Filip1l,0.2732151200511468
Dlgap2,AC,AC_61,ENSMUSG00000047495,Dlgap2,0.1998930032507997
Erbb4,AC,AC_61,ENSMUSG00000062209,Erbb4,0.2221027549068074
6330403K07Rik,AC,AC_61,ENSMUSG00000018451,6330403K07Rik,0.2037748865360156
Zfp804a,AC,AC_61,ENSMUSG00000070866,Zfp804a,0.2815299373901872
Pcdh9,AC,AC_61,ENSMUSG00000055421,Pcdh9,0.2695859023790212
Esrrg,AC,AC_61,ENSMUSG00000026610,Esrrg,0.2346661406401497
Cbln2,AC,AC_61,ENSMUSG00000024647,Cbln2,0.2869075730695706
Stmn2,AC,AC_61,ENSMUSG00000027500,Stmn2,0.238324980574152
Grid2,AC,AC_61,ENSMUSG00000071424,Grid2,0.3484462574695856
Gabrg3,AC,AC_61,ENSMUSG00000055026,Gabrg3,0.2456347693746081
Cdh20,AC,AC_61,ENSMUSG00000050840,Cdh20,0.4165491473791732
Zmat4,AC,AC_61,ENSMUSG00000037492,Zmat4,0.2231341605787844
Csmd1,AC,AC_61,ENSMUSG00000060924,Csmd1,0.2114691607692445
Zfp804b,AC,AC_61,ENSMUSG00000092094,Zfp804b,0.3495859084940491
Rnf220,AC,AC_62,ENSMUSG00000028677,Rnf220,0.0199554446584276
Gabrg3,AC,AC_62,ENSMUSG00000055026,Gabrg3,0.0361846350746779
Nnat,AC,AC_62,ENSMUSG00000067786,Nnat,0.0269381907491221
Gabrb1,AC,AC_62,ENSMUSG00000029212,Gabrb1,0.033889980357287
Gabra2,AC,AC_62,ENSMUSG00000000560,Gabra2,0.0229037756530707
Cpm,AC,AC_62,ENSMUSG00000020183,Cpm,0.0269506134343219
Phlda1,AC,AC_62,ENSMUSG00000020205,Phlda1,0.026574311577462
Pak5,AC,AC_62,ENSMUSG00000039913,Pak5,0.0278723458127892
Map1b,AC,AC_63,ENSMUSG00000052727,Map1b,0.1175044930989306
Cst3,AC,AC_63,ENSMUSG00000027447,Cst3,0.1088963019643374
Ctnna2,AC,AC_63,ENSMUSG00000063063,Ctnna2,0.1206563494259582
Schip1,AC,AC_63,ENSMUSG00000027777,Schip1,0.1171204482027928
Scg2,AC,AC_63,ENSMUSG00000050711,Scg2,0.2689152403364714
Vgf,AC,AC_63,ENSMUSG00000037428,Vgf,0.1396791788833403
Tenm1,AC,AC_63,ENSMUSG00000016150,Tenm1,0.174175037660513
Ahi1,AC,AC_63,ENSMUSG00000019986,Ahi1,0.1789842905703328
Galntl6,AC,AC_63,ENSMUSG00000096914,Galntl6,0.1172225094711387
Resp18,AC,AC_63,ENSMUSG00000033061,Resp18,0.2156340603368351
Dpp10,AC,AC_63,ENSMUSG00000036815,Dpp10,0.1928479218811606
Tac2,AC,AC_63,ENSMUSG00000025400,Tac2,0.2240210223674928
Fgf14,AC,AC_63,ENSMUSG00000025551,Fgf14,0.152991614653473
Nav3,AC,AC_63,ENSMUSG00000020181,Nav3,0.1421669923664147
AI593442,AC,AC_7,ENSMUSG00000078307,AI593442,0.5046282887794539
Pcdh9,AC,AC_7,ENSMUSG00000055421,Pcdh9,0.5289782510257816
Dnm3,AC,AC_7,ENSMUSG00000040265,Dnm3,0.4631072981342037
Pcdh17,AC,AC_7,ENSMUSG00000035566,Pcdh17,1.08007503793403
Pcsk2,AC,AC_7,ENSMUSG00000027419,Pcsk2,0.4853935879997492
Chst9,AC,AC_7,ENSMUSG00000047161,Chst9,0.947844382618093
