Gene,Cell,Subclass,Ensembl,Gene,Coefficient
Pvalb,RGC,43_AlphaONS,ENSMUSG00000005716,Pvalb,0.5777832799321658
Chchd10,RGC,43_AlphaONS,ENSMUSG00000049422,Chchd10,0.3483954892319963
Calb1,RGC,43_AlphaONS,ENSMUSG00000028222,Calb1,0.5074390087864461
Pcdh17,RGC,44_Novel,ENSMUSG00000035566,Pcdh17,0.3485013671832849
Cntnap2,RGC,44_Novel,ENSMUSG00000039419,Cntnap2,0.572853514566526
Pcdh9,RGC,44_Novel,ENSMUSG00000055421,Pcdh9,0.426222007515463
Edil3,RGC,44_Novel,ENSMUSG00000034488,Edil3,0.3363656396983487
Ly6h,RGC,44_Novel,ENSMUSG00000022577,Ly6h,0.3933890758495959
Grm5,RGC,44_Novel,ENSMUSG00000049583,Grm5,0.5355912002368226
Zfp804b,RGC,44_Novel,ENSMUSG00000092094,Zfp804b,0.4060442240298736
Rgs6,RGC,44_Novel,ENSMUSG00000021219,Rgs6,0.3234099950862286
Sdk1,RGC,44_Novel,ENSMUSG00000039683,Sdk1,0.6755172977182992
Ntng1,RGC,44_Novel,ENSMUSG00000059857,Ntng1,0.4455476187423186
Clu,RGC,44_Novel,ENSMUSG00000022037,Clu,0.5180019151357065
6330403K07Rik,RGC,44_Novel,ENSMUSG00000018451,6330403K07Rik,0.3247750172220051
Chrm3,RGC,44_Novel,ENSMUSG00000046159,Chrm3,0.4991891695514443
Resp18,RGC,44_Novel,ENSMUSG00000033061,Resp18,0.3464975178805882
Sorcs1,RGC,44_Novel,ENSMUSG00000043531,Sorcs1,0.3355488011485242
Spp1,RGC,45_AlphaOFFT,ENSMUSG00000029304,Spp1,0.2249175101077554
6330411D24Rik,RGC,45_AlphaOFFT,ENSMUSG00000110067,6330411D24Rik,0.0762925182817988
Mafb,RGC,45_AlphaOFFT,ENSMUSG00000074622,Mafb,0.0677528139125823
Etv1,RGC,45_AlphaOFFT,ENSMUSG00000004151,Etv1,0.0984228046641326
Pcdh7,RGC,45_AlphaOFFT,ENSMUSG00000029108,Pcdh7,0.0740058034292447
Cplx1,RGC,45_AlphaOFFT,ENSMUSG00000033615,Cplx1,0.0637650457637755
Nefm,RGC,45_AlphaOFFT,ENSMUSG00000022054,Nefm,0.1213923443170136
Pvalb,RGC,45_AlphaOFFT,ENSMUSG00000005716,Pvalb,0.1647779541683705
Ntng1,RGC,45_AlphaOFFT,ENSMUSG00000059857,Ntng1,0.0766616103619409
Ogfrl1,RGC,45_AlphaOFFT,ENSMUSG00000026158,Ogfrl1,0.1254356415134168
Ldhb,RGC,45_AlphaOFFT,ENSMUSG00000030246,Ldhb,0.1022986744870218
Coch,RGC,45_AlphaOFFT,ENSMUSG00000020953,Coch,0.1162664008628665
Tppp3,RGC,45_AlphaOFFT,ENSMUSG00000014846,Tppp3,0.0987621530969179
Cdkn1c,RGC,45_AlphaOFFT,ENSMUSG00000037664,Cdkn1c,0.0760100850964392
Aldoc,RGC,45_AlphaOFFT,ENSMUSG00000017390,Aldoc,0.0762639997512903
Clu,RGC,45_AlphaOFFT,ENSMUSG00000022037,Clu,0.0696902966553519
Scn1b,RGC,45_AlphaOFFT,ENSMUSG00000019194,Scn1b,0.1128928699518926
Clstn2,RGC,45_AlphaOFFT,ENSMUSG00000032452,Clstn2,0.0701177812635535
Fstl5,RGC,4_FminiOFF,ENSMUSG00000034098,Fstl5,0.4822269953131437
Csmd3,RGC,4_FminiOFF,ENSMUSG00000022311,Csmd3,0.5466327436060078
Dpp10,RGC,4_FminiOFF,ENSMUSG00000036815,Dpp10,0.5034946057736193
Six3,RGC,4_FminiOFF,ENSMUSG00000038805,Six3,0.4736895505746863
Lrrc4c,RGC,4_FminiOFF,ENSMUSG00000050587,Lrrc4c,0.6702948793522548
Rprm,RGC,4_FminiOFF,ENSMUSG00000075334,Rprm,0.8557169952578746
Tafa2,RGC,4_FminiOFF,ENSMUSG00000044071,Tafa2,0.4732279772626281
Foxp1,RGC,4_FminiOFF,ENSMUSG00000030067,Foxp1,0.5647824907178733
Scg2,RGC,4_FminiOFF,ENSMUSG00000050711,Scg2,0.5497216332606183
Tafa1,RGC,4_FminiOFF,ENSMUSG00000059187,Tafa1,0.7033989517137712
Sorcs3,RGC,4_FminiOFF,ENSMUSG00000063434,Sorcs3,0.49010745090894
Gria1,RGC,4_FminiOFF,ENSMUSG00000020524,Gria1,1.0315835820551138
Tshz2,RGC,5_J-RGC,ENSMUSG00000047907,Tshz2,0.5517903660644746
Tmsb4x,RGC,5_J-RGC,ENSMUSG00000049775,Tmsb4x,0.7496889915678868
Tubb5,RGC,5_J-RGC,ENSMUSG00000001525,Tubb5,0.5416697284473359
Zfhx3,RGC,5_J-RGC,ENSMUSG00000038872,Zfhx3,0.57669180191707
Cadm1,RGC,5_J-RGC,ENSMUSG00000032076,Cadm1,0.6002465718489721
Tenm2,RGC,5_J-RGC,ENSMUSG00000049336,Tenm2,0.7745284733921627
Pcsk2,RGC,5_J-RGC,ENSMUSG00000027419,Pcsk2,0.5388746426835683
Dcc,RGC,5_J-RGC,ENSMUSG00000060534,Dcc,0.7223591532149666
Lingo2,RGC,5_J-RGC,ENSMUSG00000045083,Lingo2,0.6706012926281923
Lrrc4c,RGC,5_J-RGC,ENSMUSG00000050587,Lrrc4c,0.7418165288688854
Spock3,RGC,5_J-RGC,ENSMUSG00000054162,Spock3,0.56081096129362
Kcnd2,RGC,5_J-RGC,ENSMUSG00000060882,Kcnd2,0.7284462226054068
Plcb1,RGC,5_J-RGC,ENSMUSG00000051177,Plcb1,0.611060534893476
Penk,RGC,6_W3B,ENSMUSG00000045573,Penk,1.4467077200075575
Pcdh17,RGC,6_W3B,ENSMUSG00000035566,Pcdh17,0.7133935749459736
Adgrb3,RGC,6_W3B,ENSMUSG00000033569,Adgrb3,0.9107474325731626
Ptchd4,RGC,6_W3B,ENSMUSG00000042256,Ptchd4,0.4602662124526206
Kcnh7,RGC,6_W3B,ENSMUSG00000059742,Kcnh7,0.6751697604883736
Uchl1,RGC,6_W3B,ENSMUSG00000029223,Uchl1,0.5949457669807852
Mdga2,RGC,6_W3B,ENSMUSG00000034912,Mdga2,0.4954320227053443
Runx1t1,RGC,6_W3B,ENSMUSG00000006586,Runx1t1,0.506229411316736
Ly6h,RGC,6_W3B,ENSMUSG00000022577,Ly6h,0.5101005196358938
Lrrc4c,RGC,6_W3B,ENSMUSG00000050587,Lrrc4c,0.587611239181461
Zfp804b,RGC,6_W3B,ENSMUSG00000092094,Zfp804b,0.7426306107389871
Pcp4,RGC,6_W3B,ENSMUSG00000090223,Pcp4,0.7976163033156942
Sgcd,RGC,6_W3B,ENSMUSG00000020354,Sgcd,0.7681337843276025
Ptn,RGC,6_W3B,ENSMUSG00000029838,Ptn,0.9926477949838886
Grin2a,RGC,6_W3B,ENSMUSG00000059003,Grin2a,0.525266723878239
Grm8,RGC,6_W3B,ENSMUSG00000024211,Grm8,0.5155991398922103
Sgcz,RGC,6_W3B,ENSMUSG00000039539,Sgcz,1.1964433820181912
Slc35f1,RGC,6_W3B,ENSMUSG00000038602,Slc35f1,0.5058734269902995
Ptms,RGC,7_Novel,ENSMUSG00000030122,Ptms,0.4508666382318871
Grid2,RGC,7_Novel,ENSMUSG00000071424,Grid2,0.5889314577285539
Rgs4,RGC,7_Novel,ENSMUSG00000038530,Rgs4,0.5848004230234943
Gas5,RGC,7_Novel,ENSMUSG00000053332,Gas5,0.4775219423385586
Rbpms2,RGC,7_Novel,ENSMUSG00000032387,Rbpms2,0.5491688007616534
Lrrc4c,RGC,7_Novel,ENSMUSG00000050587,Lrrc4c,1.1152050863665874
Synpr,RGC,7_Novel,ENSMUSG00000056296,Synpr,0.8940646917111004
Cdh6,RGC,7_Novel,ENSMUSG00000039385,Cdh6,0.5203337097971512
Tbx20,RGC,7_Novel,ENSMUSG00000031965,Tbx20,0.6167932025807371
Marchf1,RGC,7_Novel,ENSMUSG00000036469,Marchf1,0.5167577798887696
Gabrg3,RGC,7_Novel,ENSMUSG00000055026,Gabrg3,0.8200321805657325
Vsnl1,RGC,7_Novel,ENSMUSG00000054459,Vsnl1,0.5745182337267793
Prph,RGC,7_Novel,ENSMUSG00000023484,Prph,1.0098006495432472
Kitl,RGC,7_Novel,ENSMUSG00000019966,Kitl,0.6553038021772619
Pcdh9,RGC,7_Novel,ENSMUSG00000055421,Pcdh9,0.4528682988473856
Tenm3,RGC,7_Novel,ENSMUSG00000031561,Tenm3,0.5312896008784785
Unc5d,RGC,7_Novel,ENSMUSG00000063626,Unc5d,0.5096625802352324
Gap43,RGC,8_Novel,ENSMUSG00000047261,Gap43,0.604934686781554
Pcdh7,RGC,8_Novel,ENSMUSG00000029108,Pcdh7,0.6136608467662831
Tac1,RGC,8_Novel,ENSMUSG00000061762,Tac1,1.1421816495181811
Pcdh9,RGC,8_Novel,ENSMUSG00000055421,Pcdh9,0.8259938083635647
Gnas,RGC,8_Novel,ENSMUSG00000027523,Gnas,1.1593742163974332
Ebf1,RGC,8_Novel,ENSMUSG00000057098,Ebf1,0.7698445869523355
Tshz2,RGC,8_Novel,ENSMUSG00000047907,Tshz2,0.9087316392737104
Cdh18,RGC,8_Novel,ENSMUSG00000040420,Cdh18,0.6656990589712783
Macrod2,RGC,8_Novel,ENSMUSG00000068205,Macrod2,0.4909769571188527
Tecr,RGC,8_Novel,ENSMUSG00000031708,Tecr,0.5794867930274383
Clstn2,RGC,8_Novel,ENSMUSG00000032452,Clstn2,0.6315095025649785
Pcsk2,RGC,8_Novel,ENSMUSG00000027419,Pcsk2,0.5922198579349004
Lrrtm4,RGC,8_Novel,ENSMUSG00000052581,Lrrtm4,0.6316937339916814
Tppp3,RGC,8_Novel,ENSMUSG00000014846,Tppp3,0.5221696569512422
Kcnip1,RGC,8_Novel,ENSMUSG00000053519,Kcnip1,0.5158917850113289
Kirrel3,RGC,8_Novel,ENSMUSG00000032036,Kirrel3,0.5292465137998911
Cdh6,RGC,8_Novel,ENSMUSG00000039385,Cdh6,0.7139763578913633
Cntn5,RGC,8_Novel,ENSMUSG00000039488,Cntn5,0.7273312824123703
Csmd1,RGC,9_Tbr1_Novel,ENSMUSG00000060924,Csmd1,0.8923945685511007
Crhbp,RGC,9_Tbr1_Novel,ENSMUSG00000021680,Crhbp,0.9517207408950544
Sorcs3,RGC,9_Tbr1_Novel,ENSMUSG00000063434,Sorcs3,0.6416003810695078
Gabrb1,RGC,9_Tbr1_Novel,ENSMUSG00000029212,Gabrb1,0.6546512611426819
Alcam,RGC,9_Tbr1_Novel,ENSMUSG00000022636,Alcam,0.72551485668608
Lhfpl3,RGC,9_Tbr1_Novel,ENSMUSG00000106379,Lhfpl3,0.9308252723414586
Lrp1b,RGC,9_Tbr1_Novel,ENSMUSG00000049252,Lrp1b,0.7032622351073773
Cntn5,RGC,9_Tbr1_Novel,ENSMUSG00000039488,Cntn5,0.6064312621041316
Cdh8,RGC,9_Tbr1_Novel,ENSMUSG00000036510,Cdh8,0.569520662663136
Ntm,RGC,9_Tbr1_Novel,ENSMUSG00000059974,Ntm,0.5387634332208806
Ralyl,RGC,9_Tbr1_Novel,ENSMUSG00000039717,Ralyl,0.9493961476355788
Scg2,RGC,9_Tbr1_Novel,ENSMUSG00000050711,Scg2,0.9068345073510796
Unc13c,RGC,9_Tbr1_Novel,ENSMUSG00000062151,Unc13c,0.5403803981643394
Resp18,RGC,9_Tbr1_Novel,ENSMUSG00000033061,Resp18,0.5368940755069755
Mid1,RGC,9_Tbr1_Novel,ENSMUSG00000035299,Mid1,0.6279130186309926
Trnp1,RGC,9_Tbr1_Novel,ENSMUSG00000056596,Trnp1,0.6339161236856663
Calb1,RGC,9_Tbr1_Novel,ENSMUSG00000028222,Calb1,0.945303628531564
Camk2n1,RGC,9_Tbr1_Novel,ENSMUSG00000046447,Camk2n1,0.769885487664052
Isl1,RGC,9_Tbr1_Novel,ENSMUSG00000042258,Isl1,0.5547176818336239
