Gene,Cell,Subclass,Ensembl,Gene,Coefficient
Cdh20,AC,AC_49,ENSMUSG00000050840,Cdh20,0.3764102567662567
Phlda1,AC,AC_49,ENSMUSG00000020205,Phlda1,0.4972758413620803
C1ql2,AC,AC_5,ENSMUSG00000036907,C1ql2,0.7298681681538549
Kcnip4,AC,AC_5,ENSMUSG00000029088,Kcnip4,0.3464022555585089
Pcdh9,AC,AC_5,ENSMUSG00000055421,Pcdh9,0.3796014776147042
Mgat4c,AC,AC_5,ENSMUSG00000019888,Mgat4c,0.3125040604579597
Lingo2,AC,AC_5,ENSMUSG00000045083,Lingo2,0.4342001365488446
Dkk3,AC,AC_5,ENSMUSG00000030772,Dkk3,0.5084777194291024
Scg2,AC,AC_5,ENSMUSG00000050711,Scg2,0.3766861537971754
Tafa2,AC,AC_5,ENSMUSG00000044071,Tafa2,0.3127033561591084
Tenm3,AC,AC_5,ENSMUSG00000031561,Tenm3,0.3421971477304685
Tafa1,AC,AC_5,ENSMUSG00000059187,Tafa1,0.3912519937659202
Chrm3,AC,AC_5,ENSMUSG00000046159,Chrm3,0.4035550505239405
Hpgd,AC,AC_5,ENSMUSG00000031613,Hpgd,0.486298668977441
Kcnip1,AC,AC_5,ENSMUSG00000053519,Kcnip1,0.2905529819825784
Ptprm,AC,AC_5,ENSMUSG00000033278,Ptprm,0.3840467354012323
Pantr1,AC,AC_5,ENSMUSG00000060424,Pantr1,0.7482003887801568
Pcp4,AC,AC_5,ENSMUSG00000090223,Pcp4,0.7487679725977969
Nckap5,AC,AC_5,ENSMUSG00000049690,Nckap5,0.5291929701956902
Gabra2,AC,AC_50,ENSMUSG00000000560,Gabra2,0.2676686521187068
Nav2,AC,AC_50,ENSMUSG00000052512,Nav2,0.65960708717129
Unc5c,AC,AC_50,ENSMUSG00000059921,Unc5c,0.3287729732428102
Grm5,AC,AC_50,ENSMUSG00000049583,Grm5,0.3001995855838059
Adarb2,AC,AC_50,ENSMUSG00000052551,Adarb2,0.8048636476507119
Cntnap5a,AC,AC_50,ENSMUSG00000070695,Cntnap5a,0.3750216240686557
Erbb4,AC,AC_50,ENSMUSG00000062209,Erbb4,0.6130244520793665
Lingo2,AC,AC_50,ENSMUSG00000045083,Lingo2,0.3015986281789205
Ldb2,AC,AC_50,ENSMUSG00000039706,Ldb2,0.6736395702651418
Ptprk,AC,AC_50,ENSMUSG00000019889,Ptprk,0.4062241155631387
Galntl6,AC,AC_50,ENSMUSG00000096914,Galntl6,0.455993390623687
Cntn5,AC,AC_50,ENSMUSG00000039488,Cntn5,0.4053294774473305
C1ql3,AC,AC_50,ENSMUSG00000049630,C1ql3,0.7937889849931364
Plcb1,AC,AC_50,ENSMUSG00000051177,Plcb1,0.4536838260846593
Gabra2,AC,AC_51,ENSMUSG00000000560,Gabra2,0.2221584646846499
Pcp4,AC,AC_51,ENSMUSG00000090223,Pcp4,0.149710475876339
Rnf220,AC,AC_51,ENSMUSG00000028677,Rnf220,0.2577425983256655
Nr4a2,AC,AC_51,ENSMUSG00000026826,Nr4a2,0.1854231824247519
Mast4,AC,AC_51,ENSMUSG00000034751,Mast4,0.189452077184808
Epha3,AC,AC_51,ENSMUSG00000052504,Epha3,0.2072705341120145
Hcn1,AC,AC_51,ENSMUSG00000021730,Hcn1,0.470257989939868
Pcdh17,AC,AC_51,ENSMUSG00000035566,Pcdh17,0.3026506106915428
Ldb2,AC,AC_51,ENSMUSG00000039706,Ldb2,0.1525130139968126
Vsnl1,AC,AC_51,ENSMUSG00000054459,Vsnl1,0.1948422586701986
Sema6a,AC,AC_51,ENSMUSG00000019647,Sema6a,0.2503807762886443
Nnat,AC,AC_51,ENSMUSG00000067786,Nnat,0.5463808191544942
Lrp1b,AC,AC_51,ENSMUSG00000049252,Lrp1b,0.2615336503014946
Adamtsl1,AC,AC_51,ENSMUSG00000066113,Adamtsl1,0.3933811320573037
Ralyl,AC,AC_51,ENSMUSG00000039717,Ralyl,0.1894857750918247
Opcml,AC,AC_51,ENSMUSG00000062257,Opcml,0.1490916701173333
Dpp10,AC,AC_51,ENSMUSG00000036815,Dpp10,0.204870167651086
Cacna2d1,AC,AC_52,ENSMUSG00000040118,Cacna2d1,0.2999616188865291
Adamtsl1,AC,AC_52,ENSMUSG00000066113,Adamtsl1,0.2452140556930666
C1ql3,AC,AC_52,ENSMUSG00000049630,C1ql3,0.654549973761423
Galntl6,AC,AC_52,ENSMUSG00000096914,Galntl6,0.586227382302415
Pcp4,AC,AC_52,ENSMUSG00000090223,Pcp4,0.256063394499466
Cngb3,AC,AC_52,ENSMUSG00000056494,Cngb3,0.3451257204574596
Stmn2,AC,AC_52,ENSMUSG00000027500,Stmn2,0.3182970847056059
Cdh20,AC,AC_52,ENSMUSG00000050840,Cdh20,0.2334508164978738
Cntnap5b,AC,AC_52,ENSMUSG00000067028,Cntnap5b,0.3533358872155966
Lrfn5,AC,AC_52,ENSMUSG00000035653,Lrfn5,0.2852382393814688
Aldoc,AC,AC_52,ENSMUSG00000017390,Aldoc,0.2801680335449815
Stxbp6,AC,AC_52,ENSMUSG00000046314,Stxbp6,0.3613520728533289
Opcml,AC,AC_52,ENSMUSG00000062257,Opcml,0.3640814610750581
Rbfox1,AC,AC_52,ENSMUSG00000008658,Rbfox1,0.2484115134565029
Rbms3,AC,AC_52,ENSMUSG00000039607,Rbms3,0.4089716281491159
Vsnl1,AC,AC_52,ENSMUSG00000054459,Vsnl1,0.2243343544977902
Chst9,AC,AC_52,ENSMUSG00000047161,Chst9,0.2332363642718364
Esrrg,AC,AC_53,ENSMUSG00000026610,Esrrg,0.1675538480695566
Dpf3,AC,AC_53,ENSMUSG00000021221,Dpf3,0.1821285002572127
Adcy8,AC,AC_53,ENSMUSG00000022376,Adcy8,0.1833808546982321
Rbfox1,AC,AC_53,ENSMUSG00000008658,Rbfox1,0.191103035462851
P3h2,AC,AC_53,ENSMUSG00000038168,P3h2,0.1922375280535643
Sgcz,AC,AC_53,ENSMUSG00000039539,Sgcz,0.2133634210541656
Pak5,AC,AC_53,ENSMUSG00000039913,Pak5,0.1566781578043806
Filip1l,AC,AC_53,ENSMUSG00000043336,Filip1l,0.1994871357409542
Adarb2,AC,AC_53,ENSMUSG00000052551,Adarb2,0.1424155314003653
Nrg1_ENSMUSG00000062991,AC,AC_53,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.2273519159441417
Ptpro,AC,AC_53,ENSMUSG00000030223,Ptpro,0.2766336188735639
Robo1,AC,AC_53,ENSMUSG00000022883,Robo1,0.1670766988252347
Dab1,AC,AC_53,ENSMUSG00000028519,Dab1,0.2005498879506679
Cbln2,AC,AC_53,ENSMUSG00000024647,Cbln2,0.2238335421254444
Olfm3,AC,AC_53,ENSMUSG00000027965,Olfm3,0.1535004979172664
Stmn2,AC,AC_54,ENSMUSG00000027500,Stmn2,0.3455080472840759
Sorcs1,AC,AC_54,ENSMUSG00000043531,Sorcs1,0.3007676150411182
Ntng1,AC,AC_54,ENSMUSG00000059857,Ntng1,0.3662805284563961
Tac2,AC,AC_54,ENSMUSG00000025400,Tac2,0.4487096631495924
Cntn5,AC,AC_54,ENSMUSG00000039488,Cntn5,0.5510573309542699
Nnat,AC,AC_54,ENSMUSG00000067786,Nnat,0.3345049962541557
Khdrbs2,AC,AC_54,ENSMUSG00000026058,Khdrbs2,0.3124145569230068
Serpine2,AC,AC_54,ENSMUSG00000026249,Serpine2,0.3777851793904865
Zfp804b,AC,AC_54,ENSMUSG00000092094,Zfp804b,0.2973664721293603
Mgat4c,AC,AC_54,ENSMUSG00000019888,Mgat4c,0.4315757367557984
Erbb4,AC,AC_54,ENSMUSG00000062209,Erbb4,0.307220197955988
Nav2,AC,AC_54,ENSMUSG00000052512,Nav2,0.4367766226009184
Dlgap2,AC,AC_54,ENSMUSG00000047495,Dlgap2,0.3284430265266067
Schip1,AC,AC_54,ENSMUSG00000027777,Schip1,0.4435725852312215
Fxyd6,AC,AC_54,ENSMUSG00000066705,Fxyd6,0.6211764497629777
Gabrb1,AC,AC_54,ENSMUSG00000029212,Gabrb1,0.3550762599968113
Sorcs3,AC,AC_55,ENSMUSG00000063434,Sorcs3,0.3742159518364807
Slc24a3,AC,AC_55,ENSMUSG00000063873,Slc24a3,0.26440062807872
Lrrtm4,AC,AC_55,ENSMUSG00000052581,Lrrtm4,0.3066531287003346
Csmd1,AC,AC_55,ENSMUSG00000060924,Csmd1,0.5267791511192087
Gabra2,AC,AC_55,ENSMUSG00000000560,Gabra2,0.238541088594486
Camk4,AC,AC_55,ENSMUSG00000038128,Camk4,0.2261729049405461
Pcdh7,AC,AC_55,ENSMUSG00000029108,Pcdh7,0.4470993795900388
Calb2,AC,AC_55,ENSMUSG00000003657,Calb2,0.2880325156258694
Csmd3,AC,AC_55,ENSMUSG00000022311,Csmd3,0.3587100733427991
Rnf220,AC,AC_55,ENSMUSG00000028677,Rnf220,0.2887413224688862
Chst9,AC,AC_55,ENSMUSG00000047161,Chst9,0.2654109637709596
Lrrc4c,AC,AC_55,ENSMUSG00000050587,Lrrc4c,0.3791549461108238
Cbln2,AC,AC_55,ENSMUSG00000024647,Cbln2,0.2829450731045523
Nnat,AC,AC_55,ENSMUSG00000067786,Nnat,0.3567133130457104
Nr4a2,AC,AC_55,ENSMUSG00000026826,Nr4a2,0.3769266982535603
Glul,AC,AC_55,ENSMUSG00000026473,Glul,0.3723953120192462
Cngb3,AC,AC_55,ENSMUSG00000056494,Cngb3,0.2490306449916799
Pcp2,AC,AC_56,ENSMUSG00000004630,Pcp2,0.4105870951692368
Pcdh9,AC,AC_56,ENSMUSG00000055421,Pcdh9,0.3195821552562278
Cntn5,AC,AC_56,ENSMUSG00000039488,Cntn5,0.4029001199818319
Ptprm,AC,AC_56,ENSMUSG00000033278,Ptprm,0.2872941241895259
Zfp804b,AC,AC_56,ENSMUSG00000092094,Zfp804b,0.8927061347315954
Pantr1,AC,AC_56,ENSMUSG00000060424,Pantr1,0.3916117824153931
Grm5,AC,AC_56,ENSMUSG00000049583,Grm5,0.2601936538970413
Kcnd2,AC,AC_56,ENSMUSG00000060882,Kcnd2,0.3117178092113024
Tmeff2,AC,AC_57,ENSMUSG00000026109,Tmeff2,0.5295152106623557
Fxyd6,AC,AC_57,ENSMUSG00000066705,Fxyd6,0.2061827802189977
Plcb1,AC,AC_57,ENSMUSG00000051177,Plcb1,0.3120834218038045
Pcdh15,AC,AC_57,ENSMUSG00000052613,Pcdh15,0.7774531676070845
Stmn2,AC,AC_57,ENSMUSG00000027500,Stmn2,0.3136483428473868
Sgcz,AC,AC_57,ENSMUSG00000039539,Sgcz,0.5037083661827843
Gabrg3,AC,AC_57,ENSMUSG00000055026,Gabrg3,0.317129512427503
Serpine2,AC,AC_57,ENSMUSG00000026249,Serpine2,0.2591307562680692
Sorcs1,AC,AC_57,ENSMUSG00000043531,Sorcs1,0.5108362652820831
Tafa2,AC,AC_57,ENSMUSG00000044071,Tafa2,0.3883553628513149
Lingo2,AC,AC_57,ENSMUSG00000045083,Lingo2,0.189532126061299
Calb2,AC,AC_57,ENSMUSG00000003657,Calb2,0.1975915881918593
Pcdh17,AC,AC_58,ENSMUSG00000035566,Pcdh17,0.3042875422132532
Pcdh9,AC,AC_58,ENSMUSG00000055421,Pcdh9,0.717026907890673
Adarb2,AC,AC_58,ENSMUSG00000052551,Adarb2,0.3136101854350395
Grm7,AC,AC_58,ENSMUSG00000056755,Grm7,0.3267186303375727
Hcn1,AC,AC_58,ENSMUSG00000021730,Hcn1,0.2618707580174756
Galntl6,AC,AC_58,ENSMUSG00000096914,Galntl6,0.788919833579947
Gpc6,AC,AC_58,ENSMUSG00000058571,Gpc6,0.3533443840908314
Prkg1,AC,AC_58,ENSMUSG00000052920,Prkg1,0.4036239136840656
Lrp1b,AC,AC_58,ENSMUSG00000049252,Lrp1b,0.2494820398088619
Ralyl,AC,AC_58,ENSMUSG00000039717,Ralyl,0.3183648284161908
Sorcs3,AC,AC_58,ENSMUSG00000063434,Sorcs3,0.2439724695266565
Tafa1,AC,AC_58,ENSMUSG00000059187,Tafa1,0.5377322216355381
Inpp4b,AC,AC_59,ENSMUSG00000037940,Inpp4b,0.3030830950530526
Igfbp2,AC,AC_59,ENSMUSG00000039323,Igfbp2,0.2442289145905108
Fxyd6,AC,AC_59,ENSMUSG00000066705,Fxyd6,0.4433512956930657
Erbb4,AC,AC_59,ENSMUSG00000062209,Erbb4,0.3349281684582048
Mgat4c,AC,AC_59,ENSMUSG00000019888,Mgat4c,0.2739522982082445
Tafa1,AC,AC_59,ENSMUSG00000059187,Tafa1,0.3588402081688197
Serpine2,AC,AC_59,ENSMUSG00000026249,Serpine2,0.3831104351491216
Cbln2,AC,AC_59,ENSMUSG00000024647,Cbln2,0.395307625846639
Unc5d,AC,AC_59,ENSMUSG00000063626,Unc5d,0.3850787573813703
Cngb3,AC,AC_59,ENSMUSG00000056494,Cngb3,0.3384736320345612
Ptprm,AC,AC_59,ENSMUSG00000033278,Ptprm,0.464640625653307
Sox5,AC,AC_59,ENSMUSG00000041540,Sox5,0.597239560934905
Sorcs1,AC,AC_59,ENSMUSG00000043531,Sorcs1,0.3938681921005305
Ptprt,AC,AC_59,ENSMUSG00000053141,Ptprt,0.28185503789154
Astn2,AC,AC_6,ENSMUSG00000028373,Astn2,0.3740276474159064
Arhgef26,AC,AC_6,ENSMUSG00000036885,Arhgef26,0.5335918758011337
Robo1,AC,AC_6,ENSMUSG00000022883,Robo1,0.3957522967765159
Stxbp6,AC,AC_6,ENSMUSG00000046314,Stxbp6,0.3784549600651997
Id4,AC,AC_6,ENSMUSG00000021379,Id4,0.4048493635482476
Sdk1,AC,AC_6,ENSMUSG00000039683,Sdk1,0.3207058120637494
Aldoc,AC,AC_6,ENSMUSG00000017390,Aldoc,0.6093052285553897
Slc24a2,AC,AC_6,ENSMUSG00000037996,Slc24a2,0.7006347735225387
Igfbp2,AC,AC_6,ENSMUSG00000039323,Igfbp2,0.8846729794540119
Gfra1,AC,AC_6,ENSMUSG00000025089,Gfra1,0.4324399018371306
Olfm3,AC,AC_6,ENSMUSG00000027965,Olfm3,0.8452643936154344
Nav2,AC,AC_6,ENSMUSG00000052512,Nav2,0.3447515055390237
Prkca,AC,AC_6,ENSMUSG00000050965,Prkca,0.4198263354170153
Gabra1,AC,AC_6,ENSMUSG00000010803,Gabra1,0.6656757344934767
Cbln2,AC,AC_6,ENSMUSG00000024647,Cbln2,0.3988655606464999
P3h2,AC,AC_6,ENSMUSG00000038168,P3h2,0.3618931893520871
Lrrc4c,AC,AC_6,ENSMUSG00000050587,Lrrc4c,0.4418960501863492
Nrg1_ENSMUSG00000062991,AC,AC_6,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.3451140819630504
Tafa2,AC,AC_60,ENSMUSG00000044071,Tafa2,0.2019253222786759
Camk4,AC,AC_60,ENSMUSG00000038128,Camk4,0.1878975683354742
Zfp804b,AC,AC_60,ENSMUSG00000092094,Zfp804b,0.2092609788883736
Alk,AC,AC_60,ENSMUSG00000055471,Alk,0.181873334892706
Adarb2,AC,AC_60,ENSMUSG00000052551,Adarb2,0.2180822894146384
Glul,AC,AC_60,ENSMUSG00000026473,Glul,0.1816418601235761
Gas7,AC,AC_60,ENSMUSG00000033066,Gas7,0.2796849236207459
Cntn5,AC,AC_60,ENSMUSG00000039488,Cntn5,0.1690240673518381
Grid2,AC,AC_60,ENSMUSG00000071424,Grid2,0.2122526484552798
Pcdh15,AC,AC_60,ENSMUSG00000052613,Pcdh15,0.3186587281274508
Kcnh5,AC,AC_60,ENSMUSG00000034402,Kcnh5,0.1963585160083285
Meis1,AC,AC_60,ENSMUSG00000020160,Meis1,0.1974236773962937
Kctd16,AC,AC_60,ENSMUSG00000051401,Kctd16,0.2176481703012444
Zmat4,AC,AC_61,ENSMUSG00000037492,Zmat4,0.3017608845946581
Filip1l,AC,AC_61,ENSMUSG00000043336,Filip1l,0.3371903605250161
Esrrg,AC,AC_61,ENSMUSG00000026610,Esrrg,0.2709269031876591
Cdh20,AC,AC_61,ENSMUSG00000050840,Cdh20,0.5396798394929107
Lrrtm4,AC,AC_61,ENSMUSG00000052581,Lrrtm4,0.2910679681700244
Epha3,AC,AC_61,ENSMUSG00000052504,Epha3,0.6494095102020823
Bhlhe22,AC,AC_61,ENSMUSG00000025128,Bhlhe22,0.2495620265648405
C1ql2,AC,AC_61,ENSMUSG00000036907,C1ql2,0.2987174554480948
Csmd1,AC,AC_61,ENSMUSG00000060924,Csmd1,0.2443649321802799
Grid2,AC,AC_61,ENSMUSG00000071424,Grid2,0.5184135224306803
Cbln2,AC,AC_61,ENSMUSG00000024647,Cbln2,0.3764484388314976
Lingo2,AC,AC_61,ENSMUSG00000045083,Lingo2,0.3415209294609906
Stmn2,AC,AC_61,ENSMUSG00000027500,Stmn2,0.314858132547247
Erbb4,AC,AC_61,ENSMUSG00000062209,Erbb4,0.3788934263254017
Zfp804b,AC,AC_61,ENSMUSG00000092094,Zfp804b,0.6700398337504095
Gabrg3,AC,AC_61,ENSMUSG00000055026,Gabrg3,0.3479448948729904
Kctd16,AC,AC_61,ENSMUSG00000051401,Kctd16,0.2702522009701943
Gabrb1,AC,AC_62,ENSMUSG00000029212,Gabrb1,0.0042832486873241
Etv1,AC,AC_62,ENSMUSG00000004151,Etv1,0.0102856013224855
Cpm,AC,AC_62,ENSMUSG00000020183,Cpm,0.0145205056448068
Nav3,AC,AC_63,ENSMUSG00000020181,Nav3,0.2011844452928385
Sorcs1,AC,AC_63,ENSMUSG00000043531,Sorcs1,0.1689199374148408
Cacna2d1,AC,AC_63,ENSMUSG00000040118,Cacna2d1,0.1582499820036799
Vgf,AC,AC_63,ENSMUSG00000037428,Vgf,0.1941473928850055
Dmd,AC,AC_63,ENSMUSG00000045103,Dmd,0.1484199681752326
Opcml,AC,AC_63,ENSMUSG00000062257,Opcml,0.138630280447064
Dpp10,AC,AC_63,ENSMUSG00000036815,Dpp10,0.2458896206129063
Scg2,AC,AC_63,ENSMUSG00000050711,Scg2,0.3351845536637705
Zfp804b,AC,AC_63,ENSMUSG00000092094,Zfp804b,0.1448421643816815
Tac2,AC,AC_63,ENSMUSG00000025400,Tac2,0.3459421167091083
Fgf14,AC,AC_63,ENSMUSG00000025551,Fgf14,0.189580079396727
Resp18,AC,AC_63,ENSMUSG00000033061,Resp18,0.2656174634905064
Galntl6,AC,AC_63,ENSMUSG00000096914,Galntl6,0.1778246181035734
Tenm1,AC,AC_63,ENSMUSG00000016150,Tenm1,0.2237475663874565
Stxbp6,AC,AC_7,ENSMUSG00000046314,Stxbp6,0.9093402418161576
Cntn5,AC,AC_7,ENSMUSG00000039488,Cntn5,0.8290346247544363
Kcnip4,AC,AC_7,ENSMUSG00000029088,Kcnip4,1.3027952973438697
Reln,AC,AC_7,ENSMUSG00000042453,Reln,0.8956488771417864
Sema6a,AC,AC_7,ENSMUSG00000019647,Sema6a,0.6564532897068087
Robo1,AC,AC_7,ENSMUSG00000022883,Robo1,0.9180708471092652
Chst9,AC,AC_7,ENSMUSG00000047161,Chst9,0.6353822769807419
Cxcl14,AC,AC_7,ENSMUSG00000021508,Cxcl14,1.5432271050797068
Prkg1,AC,AC_7,ENSMUSG00000052920,Prkg1,0.6616357695780339
Pcdh17,AC,AC_7,ENSMUSG00000035566,Pcdh17,0.9023691065800968
Sdk1,AC,AC_8,ENSMUSG00000039683,Sdk1,0.458188347957509
Car2,AC,AC_8,ENSMUSG00000027562,Car2,0.7377144361450747
C1ql1,AC,AC_8,ENSMUSG00000045532,C1ql1,0.3846521928847091
Atp2b1,AC,AC_8,ENSMUSG00000019943,Atp2b1,0.3932946115170251
Rnf220,AC,AC_8,ENSMUSG00000028677,Rnf220,0.4739676408358126
Sema6a,AC,AC_8,ENSMUSG00000019647,Sema6a,0.2863844037731362
Cdkn1c,AC,AC_8,ENSMUSG00000037664,Cdkn1c,0.3181412188371219
Glul,AC,AC_8,ENSMUSG00000026473,Glul,0.2862483499388262
Chrm3,AC,AC_8,ENSMUSG00000046159,Chrm3,0.3266039452506439
Kirrel3,AC,AC_8,ENSMUSG00000032036,Kirrel3,1.0099644414295552
Galnt17,AC,AC_8,ENSMUSG00000034040,Galnt17,0.3159818010132936
Lrrc4c,AC,AC_8,ENSMUSG00000050587,Lrrc4c,0.4147326297908085
Tfap2b,AC,AC_8,ENSMUSG00000025927,Tfap2b,0.4031389161714294
Chgb,AC,AC_8,ENSMUSG00000027350,Chgb,0.2955390555737345
Unc13c,AC,AC_8,ENSMUSG00000062151,Unc13c,0.7909432965913575
Cpne5,AC,AC_8,ENSMUSG00000024008,Cpne5,0.3161756989367156
Cntnap2,AC,AC_8,ENSMUSG00000039419,Cntnap2,0.313228023139337
Sox5,AC,AC_8,ENSMUSG00000041540,Sox5,0.334576628325938
Unc5c,AC,AC_8,ENSMUSG00000059921,Unc5c,0.294070045282443
Prkg1,AC,AC_9,ENSMUSG00000052920,Prkg1,0.2858506051878551
A930001A20Rik,AC,AC_9,ENSMUSG00000098008,A930001A20Rik,0.4251575251429159
Grid2,AC,AC_9,ENSMUSG00000071424,Grid2,0.3848792246417143
Tafa1,AC,AC_9,ENSMUSG00000059187,Tafa1,0.3482285397109522
Kcnip4,AC,AC_9,ENSMUSG00000029088,Kcnip4,0.538367679287663
Ntrk3,AC,AC_9,ENSMUSG00000059146,Ntrk3,0.2459109271193054
Kirrel3,AC,AC_9,ENSMUSG00000032036,Kirrel3,0.352092514904171
Slc6a1,AC,AC_9,ENSMUSG00000030310,Slc6a1,0.4133363808084203
Lamp5,AC,AC_9,ENSMUSG00000027270,Lamp5,0.34264421865571
Sorcs1,AC,AC_9,ENSMUSG00000043531,Sorcs1,0.3657957225617976
Tfap2b,AC,AC_9,ENSMUSG00000025927,Tfap2b,0.2482781739408302
Car2,AC,AC_9,ENSMUSG00000027562,Car2,0.48418491752493
Mgat4c,AC,AC_9,ENSMUSG00000019888,Mgat4c,0.2641435703299621
Trhde,AC,AC_9,ENSMUSG00000050663,Trhde,0.6283744593516021
Spock3,AC,AC_9,ENSMUSG00000054162,Spock3,0.2660838713207903
Nfia,AC,AC_9,ENSMUSG00000028565,Nfia,0.3612038740053548
Nnat,AC,AC_9,ENSMUSG00000067786,Nnat,0.3345083718782892
Egfem1,AC,AC_9,ENSMUSG00000063600,Egfem1,0.3224081482280477
