Gene,Cell Type,Gene,Coefficient
Ralyl,AC_18,Ralyl,0.2980398789776607
Nrg1_ENSMUSG00000062991,AC_18,Nrg1_ENSMUSG00000062991,0.2983381464531652
Phactr1,AC_18,Phactr1,0.2865924687374644
Cbln2,AC_18,Cbln2,0.2979475876755107
Dpp10,AC_18,Dpp10,0.2116234221797103
Brinp3,AC_18,Brinp3,0.1912820613207314
C130073E24Rik,AC_18,C130073E24Rik,0.2089145927595846
Hs6st3,AC_18,Hs6st3,0.3428242427216685
Cck,AC_18,Cck,0.3424767759428199
Galntl6,AC_18,Galntl6,0.3668669668650982
Cntnap2,AC_19,Cntnap2,0.306083753842182
Efna5,AC_19,Efna5,0.1878253659753855
Lhfp,AC_19,Lhfp,0.211931310309465
Adarb2,AC_19,Adarb2,0.3088082995237092
Hs6st3,AC_19,Hs6st3,0.2848905966981338
Zfp804a,AC_19,Zfp804a,0.1604382842310353
Pcdh15,AC_19,Pcdh15,0.2409032942261703
Nrg1_ENSMUSG00000062991,AC_19,Nrg1_ENSMUSG00000062991,0.1728818469981528
Dab1,AC_19,Dab1,0.285108581494493
Wwox,AC_19,Wwox,0.376396937524958
Gabrg3,AC_19,Gabrg3,0.1605587316651464
Col25a1,AC_19,Col25a1,0.2805848223884851
Ptprk,AC_19,Ptprk,0.3382285082932743
Tfap2b,AC_19,Tfap2b,0.2153567913941953
Resp18,AC_2,Resp18,0.4603517476629781
Lhfp,AC_2,Lhfp,0.528020847121603
Pde4b,AC_2,Pde4b,0.4917937358043371
Kcna6,AC_2,Kcna6,0.4920853311069784
C1ql1,AC_2,C1ql1,0.7493139913529642
Stxbp6,AC_2,Stxbp6,0.5065266691641689
Gabrg3,AC_2,Gabrg3,1.222176711019676
Luzp2,AC_2,Luzp2,0.492358239460906
Tafa1,AC_2,Tafa1,0.5147162016500052
Cntn6,AC_2,Cntn6,0.4853237027796289
Maf,AC_2,Maf,1.7896166778240317
Pcdh7,AC_2,Pcdh7,1.5087034797788634
Id4,AC_2,Id4,0.494054534806382
Gabra2,AC_20,Gabra2,0.2782494894240606
Asic2,AC_20,Asic2,0.2212309322695165
Cdh20,AC_20,Cdh20,0.2533467348319642
Ralyl,AC_20,Ralyl,0.3026609851699389
Gabrg3,AC_20,Gabrg3,0.4559716968383593
Il1rapl2,AC_20,Il1rapl2,0.2891143293614777
Frmd5,AC_20,Frmd5,0.2595548656444556
Pcdh9,AC_20,Pcdh9,0.4963310316623142
Dpf3,AC_20,Dpf3,0.3166141575736691
Sema3a,AC_20,Sema3a,0.3960789685283707
Ncam2,AC_20,Ncam2,0.3090086509699774
Pcdh7,AC_20,Pcdh7,0.2944706352097804
Shisa8,AC_20,Shisa8,0.295690295457283
Grm8,AC_20,Grm8,0.3657530158576045
Gad1,AC_20,Gad1,0.460580017076699
Zmat4,AC_20,Zmat4,0.4027275707957179
Tafa1,AC_20,Tafa1,0.2856656113372092
Tkt,AC_20,Tkt,0.2868707342176583
Pou6f2,AC_20,Pou6f2,0.2165562033709062
Vgf,AC_20,Vgf,0.3065535051294418
Tfap2b,AC_21,Tfap2b,0.2321083618176359
C1ql1,AC_21,C1ql1,0.314816231968662
C1ql3,AC_21,C1ql3,0.3888231618994519
Dgkb,AC_21,Dgkb,0.2425410600410721
Kcnq5,AC_21,Kcnq5,0.2619901458274998
Pcdh9,AC_21,Pcdh9,0.3862328390503841
Tac1,AC_21,Tac1,0.5101725532093769
AI593442,AC_21,AI593442,0.3465074401783392
Robo1,AC_21,Robo1,0.5091143222888259
Cpne5,AC_21,Cpne5,0.3472567844528131
Fgf13,AC_21,Fgf13,0.2138227401302238
Cntn5,AC_21,Cntn5,0.3876396549555825
Lmo4,AC_21,Lmo4,0.3153516055003635
Stmn2,AC_21,Stmn2,0.3818954379094967
Scg2,AC_21,Scg2,0.2739657977020749
Ncam2,AC_21,Ncam2,0.3059787842613222
Fxyd6,AC_21,Fxyd6,0.2144297905732322
Lrrc4c,AC_21,Lrrc4c,0.2602114605715224
Gpc5,AC_21,Gpc5,0.26776047776068
Cbln2,AC_22,Cbln2,0.2779484738485118
Sorcs1,AC_22,Sorcs1,0.1985241218258802
Meis2,AC_22,Meis2,0.249128702127971
Schip1,AC_22,Schip1,0.2463677512788703
Ralyl,AC_22,Ralyl,0.264561823008576
C1ql1,AC_22,C1ql1,0.3540792935156086
C1ql2,AC_22,C1ql2,0.1732745312640263
Opcml,AC_22,Opcml,0.3082488479851752
Rnf220,AC_22,Rnf220,0.2537758485133553
Kirrel3,AC_22,Kirrel3,0.2561799674957571
Tenm1,AC_22,Tenm1,0.211866711155828
Vip,AC_22,Vip,0.9063021778534232
Gabrb1,AC_22,Gabrb1,0.2233072687368671
Egfem1,AC_22,Egfem1,0.2413015338403989
Erbb4,AC_22,Erbb4,0.3236293521448076
Cbln4,AC_22,Cbln4,0.518505204712665
Csmd1,AC_22,Csmd1,0.2868419681771483
Mgat4c,AC_23,Mgat4c,0.2320362131598377
Slc8a1,AC_23,Slc8a1,0.2265299805729693
Sorcs3,AC_23,Sorcs3,0.2052607257472626
Kcnip1,AC_23,Kcnip1,0.2488195747751599
Tenm1,AC_23,Tenm1,0.3035641036281736
Scg2,AC_23,Scg2,0.4261536248585893
P3h2,AC_23,P3h2,0.3019980761294893
Nrg1_ENSMUSG00000062991,AC_23,Nrg1_ENSMUSG00000062991,0.4129799513603209
Pcdh9,AC_23,Pcdh9,0.2596033837230119
Opcml,AC_23,Opcml,0.4824484610839586
Lamp5,AC_23,Lamp5,0.3731926005379172
Tfap2b,AC_23,Tfap2b,0.2168038778252587
Pcdh17,AC_23,Pcdh17,0.33593847324402
Gad1,AC_23,Gad1,0.2233586940858996
Aldoc,AC_23,Aldoc,0.2930728976916799
Sorcs1,AC_23,Sorcs1,0.230796191877868
Robo1,AC_23,Robo1,0.3542800213107267
Ptprm,AC_23,Ptprm,0.3333730810987994
Prkca,AC_23,Prkca,0.3317279665424243
AI593442,AC_23,AI593442,0.2636128217460081
Egfem1,AC_24,Egfem1,0.1940172395801592
Pcdh9,AC_24,Pcdh9,0.2162453179790839
Ebf3,AC_24,Ebf3,0.1741988510576862
C130073E24Rik,AC_24,C130073E24Rik,0.2182395120515151
Ebf1,AC_24,Ebf1,0.2031690482187111
Kctd16,AC_24,Kctd16,0.1772955972113853
Cntnap5b,AC_24,Cntnap5b,0.3087701037110292
Sorcs3,AC_24,Sorcs3,0.2246629486527425
Kcnb2,AC_24,Kcnb2,0.1884908224224004
Zfp804a,AC_24,Zfp804a,0.1813515181629748
Ppp1r17,AC_24,Ppp1r17,0.623185971624453
Prkg1,AC_24,Prkg1,0.2539024790231934
Gpc6,AC_24,Gpc6,0.2039298345014472
Lgr5,AC_24,Lgr5,0.2029702237648584
Lrfn5,AC_24,Lrfn5,0.2945286419187307
Lrp1b,AC_24,Lrp1b,0.2138703329317822
Pcdh10,AC_25,Pcdh10,0.2220308508396579
Shisa8,AC_25,Shisa8,0.1783923072777279
Opcml,AC_25,Opcml,0.29066726939324
Hs6st3,AC_25,Hs6st3,0.268089508502404
C1ql1,AC_25,C1ql1,0.2723007774271795
Adamtsl1,AC_25,Adamtsl1,0.4164029984248264
AI593442,AC_25,AI593442,0.1909400470175108
Stxbp6,AC_25,Stxbp6,0.1560962665196967
Tpbg,AC_25,Tpbg,0.2313324593802359
Il1rapl2,AC_25,Il1rapl2,0.264522066542416
Nwd2,AC_25,Nwd2,0.1604427235409272
Dlgap2,AC_25,Dlgap2,0.2377026544238386
Chgb,AC_25,Chgb,0.1615771714478506
Ptprk,AC_25,Ptprk,0.1557471585380276
Galntl6,AC_25,Galntl6,0.5426437478745442
Calb1,AC_25,Calb1,0.210208264264176
Gpc6,AC_25,Gpc6,0.1592751753125403
Pou6f2,AC_25,Pou6f2,0.2006945842926991
Nnat,AC_26,Nnat,0.1870014015474784
Alcam,AC_26,Alcam,0.1963955462948118
Cacng3,AC_26,Cacng3,0.2285136916159234
Plcb1,AC_26,Plcb1,0.2359626758449531
Kcnip1,AC_26,Kcnip1,0.242153657886191
Vip,AC_26,Vip,0.357247510820823
Gad1,AC_26,Gad1,0.1863689119432909
Nfia,AC_26,Nfia,0.3142013584485784
Mgat4c,AC_26,Mgat4c,0.454255205869086
Scg2,AC_26,Scg2,0.5758161117650322
Ralyl,AC_26,Ralyl,0.3074043382656729
Ntrk3,AC_26,Ntrk3,0.2044554398607345
Pcdh11x,AC_26,Pcdh11x,0.3027747024021905
Galnt17,AC_26,Galnt17,0.1915095719307801
Nr4a2,AC_26,Nr4a2,0.2288280456040501
Nrg1_ENSMUSG00000062991,AC_26,Nrg1_ENSMUSG00000062991,0.5500942245219436
Il1rapl2,AC_26,Il1rapl2,0.2030988348190653
Csmd1,AC_26,Csmd1,0.5528452193883923
Lrrtm4,AC_27,Lrrtm4,0.2638638904151664
Pde4b,AC_27,Pde4b,0.2155385630028662
Kirrel3,AC_27,Kirrel3,0.279259400484882
Cntnap2,AC_27,Cntnap2,0.2392636241012873
Cdh8,AC_27,Cdh8,0.2309735679567234
Dmd,AC_27,Dmd,0.203695622099771
Inpp4b,AC_27,Inpp4b,0.2443457833528509
Galntl6,AC_27,Galntl6,0.7335291646933723
Sorcs3,AC_27,Sorcs3,0.2058669939197304
Nrg1_ENSMUSG00000062991,AC_27,Nrg1_ENSMUSG00000062991,0.2318064524160078
Fxyd6,AC_27,Fxyd6,0.2570505444098066
Unc13c,AC_27,Unc13c,0.2908992631587
Synpr,AC_27,Synpr,0.2686295830400142
Filip1l,AC_27,Filip1l,0.2515000840562407
Pcp4,AC_27,Pcp4,0.3968005608354061
Unc5d,AC_27,Unc5d,0.3655106551329538
Fgf13,AC_27,Fgf13,0.2171298071951414
Hs3st4,AC_27,Hs3st4,0.2154793724515506
Pex5l,AC_27,Pex5l,0.2034055087060744
Megf11,AC_28,Megf11,0.1940098562364009
Csmd3,AC_28,Csmd3,0.1832294368138297
Ntng1,AC_28,Ntng1,0.2100927340423648
Opcml,AC_28,Opcml,0.3141938644091286
Erbb4,AC_28,Erbb4,0.2275491537995028
Sgcd,AC_28,Sgcd,0.4404435420994266
Pcdh17,AC_28,Pcdh17,0.4611162635335096
Fgf14,AC_28,Fgf14,0.5136223894608535
Nfib,AC_28,Nfib,0.345859412562551
Hs6st3,AC_28,Hs6st3,0.3857851578573666
Brinp3,AC_28,Brinp3,0.5287578005461214
Pitpnc1,AC_28,Pitpnc1,0.1798124697495902
Lrrtm3,AC_28,Lrrtm3,0.2086428697952884
Dab1,AC_28,Dab1,0.3210510315018536
Kalrn,AC_29,Kalrn,0.1456306167893312
Dab1,AC_29,Dab1,0.1589588084867827
Meis2,AC_29,Meis2,0.1853604487040823
Galntl6,AC_29,Galntl6,0.2820474536670314
Nell1,AC_29,Nell1,0.3095442137290728
Glra1,AC_29,Glra1,0.2581872889829611
Dlgap2,AC_29,Dlgap2,0.1526613186852296
Cntnap5a,AC_29,Cntnap5a,0.175798403961721
Pcdh9,AC_29,Pcdh9,0.2621943208043746
Lrp1b,AC_29,Lrp1b,0.2314164399171187
Csmd1,AC_29,Csmd1,0.3300376571838864
Tfap2b,AC_29,Tfap2b,0.169163014942458
Esrrg,AC_29,Esrrg,0.2078720105960434
Id4,AC_29,Id4,0.209956155759273
Shisa8,AC_29,Shisa8,0.2666600177156222
Igfbp2,AC_29,Igfbp2,0.1740936847361951
Tmem108,AC_29,Tmem108,0.154864764834377
Vstm2b,AC_29,Vstm2b,0.2284549692751404
Ptprt,AC_29,Ptprt,0.1490761050068521
Opcml,AC_29,Opcml,0.1842848930457246
Nfia,AC_3,Nfia,0.1641720144822239
Gabrg3,AC_3,Gabrg3,0.2143402568235821
Pde8b,AC_3,Pde8b,0.2432938700120219
Calb1,AC_3,Calb1,0.1897530298508527
Nrg1_ENSMUSG00000062991,AC_3,Nrg1_ENSMUSG00000062991,0.5689739601977555
Nebl,AC_3,Nebl,0.1910639994670257
Cntnap2,AC_3,Cntnap2,0.1689832276760964
Sdk1,AC_3,Sdk1,0.1771773802013552
Pak5,AC_3,Pak5,0.2729014888794233
Tfap2b,AC_3,Tfap2b,0.1751613946549138
Galnt18,AC_3,Galnt18,0.2114339931453096
Csmd3,AC_3,Csmd3,0.2988122912340857
Dlgap1,AC_3,Dlgap1,0.1812190582399181
Dab1,AC_3,Dab1,0.3706287191430247
Lamp5,AC_3,Lamp5,0.1690712404480552
Rbfox1,AC_3,Rbfox1,0.3222973852971941
Car2,AC_3,Car2,0.3087242448616932
Grid2,AC_30,Grid2,0.3336919558549487
Kctd16,AC_30,Kctd16,0.183503787731196
Lgr5,AC_30,Lgr5,0.2483826060256544
Cdh8,AC_30,Cdh8,0.1973488730327578
Egfem1,AC_30,Egfem1,0.3202767420005994
Lrp1b,AC_30,Lrp1b,0.2019181788736564
Igfbp5,AC_30,Igfbp5,0.2136116326904731
Kcnd3,AC_30,Kcnd3,0.2591302614783607
Dgkb,AC_30,Dgkb,0.1731929085013714
Lrfn5,AC_30,Lrfn5,0.3762427331552414
Ptprt,AC_30,Ptprt,0.1833919903163412
Zmat4,AC_30,Zmat4,0.1700350152578419
Ppp1r17,AC_30,Ppp1r17,0.358332283586243
Cntn5,AC_30,Cntn5,0.5057590244715037
Tshz2,AC_30,Tshz2,0.181936881085081
Kcnmb2,AC_30,Kcnmb2,0.2880572555593848
Tshz2,AC_31,Tshz2,0.1989580302723102
Cacng3,AC_31,Cacng3,0.2571476751742549
Filip1l,AC_31,Filip1l,0.2541621706399589
Cdh20,AC_31,Cdh20,0.3784380646238834
Csmd1,AC_31,Csmd1,0.4374123131207241
Il1rapl2,AC_31,Il1rapl2,0.3001566161111036
Stxbp6,AC_31,Stxbp6,0.2800017079535925
Tpbg,AC_31,Tpbg,0.5734490112968011
Tafa2,AC_31,Tafa2,0.2311629019574851
Gpc6,AC_31,Gpc6,0.1745039100793485
Tac1,AC_31,Tac1,0.7501136337777794
Chrm3,AC_31,Chrm3,0.2341884121261372
Tenm1,AC_31,Tenm1,0.1900139604202364
Zmat4,AC_31,Zmat4,0.2403054872775153
Hs6st3,AC_31,Hs6st3,0.3087563514873438
Gad1,AC_31,Gad1,0.1782133640592315
Chgb,AC_31,Chgb,0.2161390059622916
Cxcl14,AC_31,Cxcl14,0.4317335407745001
Robo1,AC_31,Robo1,0.1880915355897694
Tac1,AC_32,Tac1,0.5753138950038518
Maf,AC_32,Maf,0.6878144437302464
Sorcs3,AC_32,Sorcs3,0.4073408208960772
Astn2,AC_32,Astn2,0.2952723534701205
Zeb2,AC_32,Zeb2,0.3043946289052402
Cntnap5a,AC_32,Cntnap5a,0.4867265348295896
Slc24a3,AC_32,Slc24a3,0.3110185491542371
Kcna6,AC_32,Kcna6,0.3989816501692588
Pcdh9,AC_32,Pcdh9,0.3419071045740829
Lingo2,AC_32,Lingo2,0.4706497112953185
Ncam2,AC_32,Ncam2,0.3141632739655935
Kcnip1,AC_32,Kcnip1,0.3476498360034934
AI593442,AC_32,AI593442,0.3480496101578339
Adarb2,AC_32,Adarb2,0.6626039289018578
Pcdh7,AC_32,Pcdh7,0.5674749994152971
Tfap2b,AC_32,Tfap2b,0.3992238708667925
Spock1,AC_33,Spock1,0.2739252774607754
Lamp5,AC_33,Lamp5,0.3456415885059086
Gabrg3,AC_33,Gabrg3,0.2483099867871178
Rbfox1,AC_33,Rbfox1,0.3632618403401588
Frmpd4,AC_33,Frmpd4,0.1748714635557476
Pde1a,AC_33,Pde1a,0.1841057291543345
Kirrel3,AC_33,Kirrel3,0.1763032684790704
Kctd8,AC_33,Kctd8,0.1943387325402323
Tfap2b,AC_33,Tfap2b,0.248161284485992
Asic2,AC_33,Asic2,0.2543965075064902
Csmd1,AC_33,Csmd1,0.2240547496287636
Tafa1,AC_33,Tafa1,0.4554735173318691
Sorcs3,AC_33,Sorcs3,0.1947653140016199
Grid2,AC_33,Grid2,0.2053805875136657
Alk,AC_33,Alk,0.2519140033351432
Spon1,AC_33,Spon1,0.1953778652408703
Efna5,AC_33,Efna5,0.2512007504383961
Mast4,AC_33,Mast4,0.2390459709527348
Grin2a,AC_34,Grin2a,0.1364918482878017
Sox5,AC_34,Sox5,0.1682715655402057
Ralyl,AC_34,Ralyl,0.218270296658857
Cdkn1c,AC_34,Cdkn1c,0.2924745538574128
Kirrel3,AC_34,Kirrel3,0.1982471348360827
Cdh20,AC_34,Cdh20,0.2628977549710586
C1ql2,AC_34,C1ql2,0.1424768985249444
Stxbp6,AC_34,Stxbp6,0.1530618930823208
Nav3,AC_34,Nav3,0.1684445297371447
Cbln2,AC_34,Cbln2,0.3218669007706279
Pcdh15,AC_34,Pcdh15,0.1567366044729466
Rbfox1,AC_34,Rbfox1,0.3417058978219984
Cntn4,AC_34,Cntn4,0.1411167744268588
Pcdh7,AC_34,Pcdh7,0.4634700208894009
Pcp4,AC_34,Pcp4,0.1803271583546874
Phactr1,AC_34,Phactr1,0.1647396575305847
C1ql1,AC_34,C1ql1,0.2595255326391741
Csmd1,AC_34,Csmd1,0.2401282908463798
Serpine2,AC_34,Serpine2,0.2459356077170586
Grm7,AC_35,Grm7,0.1602780756016529
Cdh6,AC_35,Cdh6,0.1345149544433236
Ralyl,AC_35,Ralyl,0.3647911881368245
Kctd8,AC_35,Kctd8,0.1300438068599033
Hpgd,AC_35,Hpgd,0.1663000022654636
Kirrel3,AC_35,Kirrel3,0.1934533831777845
Brinp3,AC_35,Brinp3,0.1874680467798347
Opcml,AC_35,Opcml,0.3363306929925333
Penk,AC_35,Penk,0.207497133185239
Nell1,AC_35,Nell1,0.1275472753849834
Sgcz,AC_35,Sgcz,0.6325058023079122
Car3,AC_35,Car3,0.3968790820673529
Ppp1r17,AC_35,Ppp1r17,0.2984600403380276
Glra3,AC_35,Glra3,0.1990763263676982
Trhde,AC_35,Trhde,0.2688386800062998
Pcdh17,AC_35,Pcdh17,0.1427000485440213
Adamtsl1,AC_35,Adamtsl1,0.294539724618289
A930001A20Rik,AC_35,A930001A20Rik,0.3679620331115912
Galntl6,AC_36,Galntl6,0.2350187415619245
Dmd,AC_36,Dmd,0.2079495060942844
Tac1,AC_36,Tac1,0.331486470163846
Lrrtm4,AC_36,Lrrtm4,0.2626251856057611
Tafa1,AC_36,Tafa1,0.3766412261063561
Col25a1,AC_36,Col25a1,0.4646680123168602
Brinp3,AC_36,Brinp3,0.245898276009514
Erbb4,AC_36,Erbb4,0.2221792542895888
Igfbp7,AC_36,Igfbp7,0.2663528333589229
Nkain3,AC_36,Nkain3,0.2645161421867242
Atrnl1,AC_36,Atrnl1,0.2173755394375219
Pcdh7,AC_36,Pcdh7,0.1950662086562684
Spock3,AC_36,Spock3,0.2517095564146479
Mgat4c,AC_36,Mgat4c,0.2982666510895828
Reln,AC_37,Reln,0.3937908929853723
Dab1,AC_37,Dab1,0.1863694063678525
Mgat4c,AC_37,Mgat4c,0.2089115463888655
Gria3,AC_37,Gria3,0.1793430940071964
Lmo4,AC_37,Lmo4,0.1734728559430616
Gabrb1,AC_37,Gabrb1,0.3768822071556781
Sema6a,AC_37,Sema6a,0.3147906277772636
Robo1,AC_37,Robo1,0.3429595086495628
Kirrel3,AC_37,Kirrel3,0.2349753972281892
Chrm3,AC_37,Chrm3,0.1794516598163448
Adcy8,AC_37,Adcy8,0.2441711270521532
Plcb1,AC_37,Plcb1,0.2331413925459251
Hs6st3,AC_37,Hs6st3,0.4868191833040021
Mast4,AC_37,Mast4,0.1793187739708552
Tshz2,AC_37,Tshz2,0.2265407982097113
Kcnip1,AC_37,Kcnip1,0.2528236929332
Efna5,AC_37,Efna5,0.2278589483226812
Nr4a2,AC_37,Nr4a2,0.2291237706473825
Nnat,AC_37,Nnat,0.5354468465977879
Mgat4c,AC_38,Mgat4c,0.3843628083748228
Ncam2,AC_38,Ncam2,0.1742663869033149
Plcb1,AC_38,Plcb1,0.1716205195630145
Kcnd2,AC_38,Kcnd2,0.3685739633682429
Erbb4,AC_38,Erbb4,0.5836840157745483
Pcdh7,AC_38,Pcdh7,0.2147146081629747
Kcnip1,AC_38,Kcnip1,0.3121155844010066
Id4,AC_38,Id4,0.2435162241600757
Meis2,AC_38,Meis2,0.162451332493121
Ptprt,AC_38,Ptprt,0.2047644709938654
Pcdh17,AC_38,Pcdh17,0.3763796531039958
Sorcs1,AC_38,Sorcs1,0.3290874934962043
Pcp4,AC_38,Pcp4,0.473053580449791
Frmd5,AC_38,Frmd5,0.2309344297832789
Chrm2,AC_38,Chrm2,0.2315940582124306
Car8,AC_38,Car8,0.1858747061757615
Rgs5,AC_38,Rgs5,0.2673989673382239
Gfra1,AC_38,Gfra1,0.1935775273188691
Lrrtm3,AC_38,Lrrtm3,0.2483184292025033
Epha3,AC_39,Epha3,0.219266521885442
Zfp804a,AC_39,Zfp804a,0.2356857934357362
Pcdh7,AC_39,Pcdh7,0.184254779789944
Stmn2,AC_39,Stmn2,0.3033334773494529
Stxbp6,AC_39,Stxbp6,0.2311159591731098
Shisa8,AC_39,Shisa8,0.1824523340869573
Sdk1,AC_39,Sdk1,0.2785763905601172
C1ql1,AC_39,C1ql1,0.1983074458929357
Slc32a1,AC_39,Slc32a1,0.2253150913558892
Nrg1_ENSMUSG00000062991,AC_39,Nrg1_ENSMUSG00000062991,0.4058825589586977
Lrrtm4,AC_39,Lrrtm4,0.3559031710812468
Coch,AC_39,Coch,0.2517091486500643
Nkain3,AC_39,Nkain3,0.420931092974518
Esrrg,AC_39,Esrrg,0.2006745688119236
Pcdh9,AC_39,Pcdh9,0.3003489925470987
Galntl6,AC_39,Galntl6,0.1967546917583792
Spock1,AC_39,Spock1,0.2758186391103539
Cdh20,AC_39,Cdh20,0.2524233846749807
Kirrel3,AC_4,Kirrel3,0.230841343381405
Gabrg3,AC_4,Gabrg3,0.2642414584133492
Kcnb2,AC_4,Kcnb2,0.2710679089967396
Ebf3,AC_4,Ebf3,0.2303426771440377
Slc6a9,AC_4,Slc6a9,0.3868186978452457
Kcnh7,AC_4,Kcnh7,0.2885232292168956
Ptprt,AC_4,Ptprt,0.2999751990793958
Lamp5,AC_4,Lamp5,0.2590435176959337
Hs6st3,AC_4,Hs6st3,0.4691289589133631
Filip1l,AC_4,Filip1l,0.2423905622849635
Sorcs1,AC_40,Sorcs1,0.2144607079082462
Galntl6,AC_40,Galntl6,0.246008671808443
Kirrel3,AC_40,Kirrel3,0.1959334569489513
Efna5,AC_40,Efna5,0.1709137441136494
Ptprk,AC_40,Ptprk,0.1777072036834819
Tac1,AC_40,Tac1,0.5296778019757993
Cngb3,AC_40,Cngb3,0.2310413023135887
Hs6st3,AC_40,Hs6st3,0.229476103135553
Tenm1,AC_40,Tenm1,0.1766857943932566
Kctd8,AC_40,Kctd8,0.2072678164064495
Grm1,AC_40,Grm1,0.1999831883115297
Grm5,AC_40,Grm5,0.1616556013111509
Csmd1,AC_40,Csmd1,0.2312921102664455
Lrrc4c,AC_40,Lrrc4c,0.4906377018569327
Ncam2,AC_40,Ncam2,0.308370702225275
Nfia,AC_40,Nfia,0.1977052596497641
Cbln2,AC_40,Cbln2,0.278389306040071
Tmem132d,AC_40,Tmem132d,0.1607051267360597
Car8,AC_41,Car8,0.3457698972857475
Pcdh17,AC_41,Pcdh17,0.2353847012477967
Adarb2,AC_41,Adarb2,0.2782163617705836
C1ql2,AC_41,C1ql2,0.3232478901852225
Cdh6,AC_41,Cdh6,0.2303992482685092
Grm7,AC_41,Grm7,0.210025364315175
Kcnd2,AC_41,Kcnd2,0.2192234395401549
Nrg1_ENSMUSG00000062991,AC_41,Nrg1_ENSMUSG00000062991,0.3544736870635022
Tfap2b,AC_41,Tfap2b,0.227763241483119
Lingo2,AC_41,Lingo2,0.2242863189937779
Grid2,AC_41,Grid2,0.3652985995772035
Meis2,AC_41,Meis2,0.2214084312790884
Tafa2,AC_41,Tafa2,0.3030699501098341
Mgat4c,AC_41,Mgat4c,0.2819424829523994
Sgcd,AC_41,Sgcd,0.3628478586413345
Ntng1,AC_41,Ntng1,0.4379623637276717
Rgs2,AC_42,Rgs2,0.2247898252849691
Gad1,AC_42,Gad1,0.386064993072148
Etv1,AC_42,Etv1,0.3938255962748846
Lingo2,AC_42,Lingo2,0.203781578227595
Nr4a2,AC_42,Nr4a2,0.2176468102431261
Gabra2,AC_42,Gabra2,0.3500409064778166
Spock1,AC_42,Spock1,0.2644006775239036
Gabrg3,AC_42,Gabrg3,0.2329658420084887
Cntn5,AC_42,Cntn5,0.2470611285833517
Sox5,AC_42,Sox5,0.2881342901706071
Rgs6,AC_42,Rgs6,0.2735891297042423
Ptprm,AC_42,Ptprm,0.3240711775490539
Rbms3,AC_42,Rbms3,0.2579511276542903
Cpm,AC_42,Cpm,0.3615145407677426
Rnf220,AC_42,Rnf220,0.4192788868423404
Tmem132d,AC_42,Tmem132d,0.2163159576919191
Pcdh7,AC_42,Pcdh7,0.2764974082772872
Nrg1_ENSMUSG00000062991,AC_42,Nrg1_ENSMUSG00000062991,0.2473213666541532
Nnat,AC_42,Nnat,0.1885552626133589
Tafa1,AC_42,Tafa1,0.228770340104848
Sema6a,AC_43,Sema6a,0.2448200048157331
Ralyl,AC_43,Ralyl,0.4578843359708121
Gabrb1,AC_43,Gabrb1,0.475976575201073
Chgb,AC_43,Chgb,0.3271045220533056
Ptprk,AC_43,Ptprk,0.1948257218748194
Rnf220,AC_43,Rnf220,0.3224737761443011
Robo1,AC_43,Robo1,0.2524258644347079
Dpp10,AC_43,Dpp10,0.2691107797082835
Dach1,AC_43,Dach1,0.1779045172308387
Unc5c,AC_43,Unc5c,0.2050880910716539
Prkg1,AC_43,Prkg1,0.1905037405946001
Sgcd,AC_43,Sgcd,0.2484938684897742
Cntnap2,AC_43,Cntnap2,0.2041677513488971
Nrg1_ENSMUSG00000062991,AC_43,Nrg1_ENSMUSG00000062991,0.164484911069679
Cbln4,AC_43,Cbln4,0.3221017006726358
C1ql1,AC_43,C1ql1,0.1774235823067785
Nr4a2,AC_43,Nr4a2,0.2604014392828229
Man1a,AC_43,Man1a,0.1672317639714435
Lrrtm4,AC_43,Lrrtm4,0.3576174954321423
Lrrc4c,AC_44,Lrrc4c,0.2203364523584429
Kirrel3,AC_44,Kirrel3,0.1731588250376045
Cntnap5b,AC_44,Cntnap5b,0.1804182737442408
Tac2,AC_44,Tac2,0.4362343728091585
Tac1,AC_44,Tac1,0.3121496661613889
Schip1,AC_44,Schip1,0.1676588005358451
Fstl5,AC_44,Fstl5,0.1545760049422172
Nrg1_ENSMUSG00000062991,AC_44,Nrg1_ENSMUSG00000062991,0.2603487473223289
Grid2,AC_44,Grid2,0.2059588630977222
Cxcl14,AC_44,Cxcl14,0.5106921409437737
Fxyd6,AC_44,Fxyd6,0.1919726911154827
Robo1,AC_44,Robo1,0.1796018188429936
Sorcs1,AC_44,Sorcs1,0.2565483452183267
Ptprt,AC_44,Ptprt,0.1666583526032929
Pcdh11x,AC_44,Pcdh11x,0.1585115981468383
Dpp10,AC_44,Dpp10,0.2063269301992104
Mgat4c,AC_44,Mgat4c,0.3384737577664441
Spock1,AC_45,Spock1,0.4378495152306301
Hs6st3,AC_45,Hs6st3,0.2665020468139602
Fat3,AC_45,Fat3,0.2521894852259657
Nell1,AC_45,Nell1,0.2577845208979113
Mgat4c,AC_45,Mgat4c,0.4740124344212215
Vsnl1,AC_45,Vsnl1,0.2640747407158238
Dpp10,AC_45,Dpp10,0.313481680724708
Nr4a2,AC_45,Nr4a2,0.3226984601532668
Kirrel3,AC_45,Kirrel3,0.4591833116487913
Pcdh15,AC_45,Pcdh15,0.3600518716432753
Nlgn1,AC_45,Nlgn1,0.2351027073423496
Nnat,AC_45,Nnat,0.4091427515244762
Kcnip1,AC_45,Kcnip1,0.2749528205012544
