Major_Name	Name	Ensembl	Marker	Coefficient
AC	AC_17	ENSMUSG00000028832	Stmn1	-0.09184203812405582
AC	AC_17	ENSMUSG00000052387	Trpm3	-0.09086111681656107
AC	AC_17	ENSMUSG00000052581	Lrrtm4	-0.08931855959637255
AC	AC_17	ENSMUSG00000034813	Grip1	-0.08850340772582586
AC	AC_17	ENSMUSG00000064351	mt-Co1	-0.08760417512897374
AC	AC_17	ENSMUSG00000037940	Inpp4b	-0.08694479072805077
AC	AC_17	ENSMUSG00000024109	Nrxn1	-0.08653832677067136
AC	AC_17	ENSMUSG00000027210	Meis2	-0.08643428801135869
AC	AC_17	ENSMUSG00000063887	Nlgn1	-0.08342323441994907
AC	AC_18	ENSMUSG00000032564	Cpne4	0.44393903063582596
AC	AC_18	ENSMUSG00000096914	Galntl6	0.33588378485919046
AC	AC_18	ENSMUSG00000002107	Celf2	0.3121085112647793
AC	AC_18	ENSMUSG00000052372	Il1rapl1	0.29662635414108324
AC	AC_18	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	0.29523025395349695
AC	AC_18	ENSMUSG00000054728	Phactr1	0.2815038149544345
AC	AC_18	ENSMUSG00000032532	Cck	0.28023601868196557
AC	AC_18	ENSMUSG00000059203	Il1rapl2	0.28006748964492384
AC	AC_18	ENSMUSG00000053465	Hs6st3	0.2642465808312139
AC	AC_18	ENSMUSG00000039717	Ralyl	0.2563436722373479
AC	AC_18	ENSMUSG00000087516	Tbx3os1	0.2523496921743697
AC	AC_18	ENSMUSG00000024647	Cbln2	0.251804269771626
AC	AC_18	ENSMUSG00000049775	Tmsb4x	0.23912997757276677
AC	AC_18	ENSMUSG00000040037	Negr1	0.22868518471288912
AC	AC_18	ENSMUSG00000027827	Kcnab1	0.22332993874971405
AC	AC_18	ENSMUSG00000110246	C130073E24Rik	0.21171473861022255
AC	AC_18	ENSMUSG00000045103	Dmd	0.20479578505768198
AC	AC_18	ENSMUSG00000055540	Epha6	0.20448802088320936
AC	AC_18	ENSMUSG00000036295	Lrrn3	0.20345683168973672
AC	AC_18	ENSMUSG00000035131	Brinp3	0.19315732995176568
AC	AC_18	ENSMUSG00000090223	Pcp4	-0.4151183474191346
AC	AC_18	ENSMUSG00000092341	Malat1	-0.3670172586235018
AC	AC_18	ENSMUSG00000029108	Pcdh7	-0.31438638820923104
AC	AC_18	ENSMUSG00000069601	Ank3	-0.2734476864055331
AC	AC_18	ENSMUSG00000020704	Asic2	-0.2718475767747099
AC	AC_18	ENSMUSG00000039714	Cplx3	-0.2715969209469733
AC	AC_18	ENSMUSG00000048078	Tenm4	-0.25271277830665656
AC	AC_18	ENSMUSG00000008658	Rbfox1	-0.24121183436901195
AC	AC_18	ENSMUSG00000021508	Cxcl14	-0.22415925351029783
AC	AC_18	ENSMUSG00000037940	Inpp4b	-0.21976747891541595
AC	AC_18	ENSMUSG00000032036	Kirrel3	-0.21619109365622702
AC	AC_18	ENSMUSG00000050587	Lrrc4c	-0.20572472485555726
AC	AC_18	ENSMUSG00000003657	Calb2	-0.1918866352050572
AC	AC_18	ENSMUSG00000044349	Snhg11	-0.1886688651918626
AC	AC_18	ENSMUSG00000052581	Lrrtm4	-0.1808120132516225
AC	AC_18	ENSMUSG00000021699	Pde4d	-0.17714804495867378
AC	AC_18	ENSMUSG00000029819	Npy	-0.16893917585042845
AC	AC_18	ENSMUSG00000043336	Filip1l	-0.1673479345091332
AC	AC_18	ENSMUSG00000046314	Stxbp6	-0.15753476954691173
AC	AC_18	ENSMUSG00000023868	Pde10a	-0.15440418480343837
AC	AC_19	ENSMUSG00000004637	Wwox	0.3450882287967724
AC	AC_19	ENSMUSG00000039419	Cntnap2	0.3013378985685253
AC	AC_19	ENSMUSG00000028519	Dab1	0.27577910262423333
AC	AC_19	ENSMUSG00000019889	Ptprk	0.2612248886699854
AC	AC_19	ENSMUSG00000053465	Hs6st3	0.25789783523046794
AC	AC_19	ENSMUSG00000052613	Pcdh15	0.25613538424852517
AC	AC_19	ENSMUSG00000052551	Adarb2	0.2517449587032989
AC	AC_19	ENSMUSG00000058897	Col25a1	0.22668704425475636
AC	AC_19	ENSMUSG00000048332	Lhfp	0.2035143690650776
AC	AC_19	ENSMUSG00000052560	Cpne8	0.18515450971520384
AC	AC_19	ENSMUSG00000069132	Nxph2	0.18088504142026002
AC	AC_19	ENSMUSG00000034324	Tmem132c	0.179885190249124
AC	AC_19	ENSMUSG00000052920	Prkg1	0.16522882454557236
AC	AC_19	ENSMUSG00000048915	Efna5	0.16244785498423142
AC	AC_19	ENSMUSG00000025576	Rbfox3	0.16130320580491786
AC	AC_19	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	0.1590507690030745
AC	AC_19	ENSMUSG00000022332	Khdrbs3	0.15184688359726453
AC	AC_19	ENSMUSG00000038255	Neurod2	0.14831057641796896
AC	AC_19	ENSMUSG00000025927	Tfap2b	0.1424219440938447
AC	AC_19	ENSMUSG00000029544	Cabp1	0.13567411701015913
AC	AC_19	ENSMUSG00000044349	Snhg11	-0.2824522517391155
AC	AC_19	ENSMUSG00000092341	Malat1	-0.28191814387621716
AC	AC_19	ENSMUSG00000008658	Rbfox1	-0.23827497508138779
AC	AC_19	ENSMUSG00000061080	Lsamp	-0.23715904046601857
AC	AC_19	ENSMUSG00000027238	Frmd5	-0.21589701205342723
AC	AC_19	ENSMUSG00000049336	Tenm2	-0.1998778924360012
AC	AC_19	ENSMUSG00000037161	Mgarp	-0.18786648612873086
AC	AC_19	ENSMUSG00000066392	Nrxn3	-0.1715602168105683
AC	AC_19	ENSMUSG00000056296	Synpr	-0.1513067575564523
AC	AC_19	ENSMUSG00000024211	Grm8	-0.13965321877298
AC	AC_19	ENSMUSG00000063626	Unc5d	-0.1374243144122183
AC	AC_19	ENSMUSG00000050272	Dscam	-0.1354213691959743
AC	AC_19	ENSMUSG00000025551	Fgf14	-0.13316457762452608
AC	AC_19	ENSMUSG00000049252	Lrp1b	-0.13056912434463294
AC	AC_19	ENSMUSG00000064293	Cntn4	-0.12882930958109934
AC	AC_19	ENSMUSG00000021957	Tkt	-0.12663819737342033
AC	AC_19	ENSMUSG00000064115	Cadm2	-0.1262926996287759
AC	AC_19	ENSMUSG00000039717	Ralyl	-0.12388726782890117
AC	AC_19	ENSMUSG00000034912	Mdga2	-0.12207512721666149
AC	AC_19	ENSMUSG00000037605	Adgrl3	-0.12038739076570565
AC	AC_2	ENSMUSG00000055435	Maf	1.3505042936524774
AC	AC_2	ENSMUSG00000029108	Pcdh7	1.3104466660701266
AC	AC_2	ENSMUSG00000055026	Gabrg3	0.7457164712468773
AC	AC_2	ENSMUSG00000027674	Pex5l	0.6971704451924817
AC	AC_2	ENSMUSG00000028399	Ptprd	0.6950978137761629
AC	AC_2	ENSMUSG00000038077	Kcna6	0.6633765076440601
AC	AC_2	ENSMUSG00000041112	Elmo1	0.6270373318791976
AC	AC_2	ENSMUSG00000021379	Id4	0.6227348584512047
AC	AC_2	ENSMUSG00000048332	Lhfp	0.5253479940779164
AC	AC_2	ENSMUSG00000017737	Mmp9	0.4681008811604066
AC	AC_2	ENSMUSG00000028194	Ddah1	0.4606754179845426
AC	AC_2	ENSMUSG00000029352	Crybb3	0.44024569680679704
AC	AC_2	ENSMUSG00000029838	Ptn	0.4395940093487686
AC	AC_2	ENSMUSG00000045532	C1ql1	0.42405744462561246
AC	AC_2	ENSMUSG00000046314	Stxbp6	0.4102821135665249
AC	AC_2	ENSMUSG00000021477	Ctsl	0.3880706799843515
AC	AC_2	ENSMUSG00000056755	Grm7	0.3852444095334758
AC	AC_2	ENSMUSG00000008658	Rbfox1	0.38058701456934735
AC	AC_2	ENSMUSG00000070695	Cntnap5a	0.37785998926376274
AC	AC_2	ENSMUSG00000000120	Ngfr	0.376653208691138
AC	AC_2	ENSMUSG00000047161	Chst9	-0.6772447676914013
AC	AC_2	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	-0.6084617691791021
AC	AC_2	ENSMUSG00000022762	Ncam2	-0.6012406807358065
AC	AC_2	ENSMUSG00000029819	Npy	-0.4675626269734451
AC	AC_2	ENSMUSG00000021699	Pde4d	-0.4609959998962429
AC	AC_2	ENSMUSG00000020704	Asic2	-0.4587999652637118
AC	AC_2	ENSMUSG00000025927	Tfap2b	-0.4540876143007178
AC	AC_2	ENSMUSG00000055421	Pcdh9	-0.45405660478759435
AC	AC_2	ENSMUSG00000021268	Meg3	-0.429352939517422
AC	AC_2	ENSMUSG00000060924	Csmd1	-0.4246704804549399
AC	AC_2	ENSMUSG00000048078	Tenm4	-0.4201201303502332
AC	AC_2	ENSMUSG00000049422	Chchd10	-0.4179452278493786
AC	AC_2	ENSMUSG00000006586	Runx1t1	-0.41071245558555014
AC	AC_2	ENSMUSG00000035566	Pcdh17	-0.39260520983891445
AC	AC_2	ENSMUSG00000026872	Zeb2	-0.375440816244036
AC	AC_2	ENSMUSG00000050587	Lrrc4c	-0.36014559611687774
AC	AC_2	ENSMUSG00000059003	Grin2a	-0.3530184055963853
AC	AC_2	ENSMUSG00000061762	Tac1	-0.34687914348673465
AC	AC_2	ENSMUSG00000025892	Gria4	-0.34290087991071355
AC	AC_2	ENSMUSG00000040037	Negr1	-0.3376712666940393
AC	AC_20	ENSMUSG00000055421	Pcdh9	0.6554320380615306
AC	AC_20	ENSMUSG00000038872	Zfhx3	0.4144197926389426
AC	AC_20	ENSMUSG00000055026	Gabrg3	0.3906295951071289
AC	AC_20	ENSMUSG00000028883	Sema3a	0.39033854310459226
AC	AC_20	ENSMUSG00000070880	Gad1	0.34755611527164865
AC	AC_20	ENSMUSG00000037492	Zmat4	0.3300362690939632
AC	AC_20	ENSMUSG00000033910	Gucy1a1	0.3229541599451503
AC	AC_20	ENSMUSG00000024211	Grm8	0.31292710749852803
AC	AC_20	ENSMUSG00000022762	Ncam2	0.30758931873307777
AC	AC_20	ENSMUSG00000039717	Ralyl	0.30499241787133835
AC	AC_20	ENSMUSG00000059203	Il1rapl2	0.2806256445868411
AC	AC_20	ENSMUSG00000021221	Dpf3	0.2691807866952983
AC	AC_20	ENSMUSG00000029108	Pcdh7	0.25987940382060304
AC	AC_20	ENSMUSG00000031491	Chrna6	0.25395401136196255
AC	AC_20	ENSMUSG00000033721	Vav3	0.2534837822325012
AC	AC_20	ENSMUSG00000059187	Tafa1	0.2500298441632789
AC	AC_20	ENSMUSG00000061080	Lsamp	0.24921247353435436
AC	AC_20	ENSMUSG00000023868	Pde10a	0.24692004002230344
AC	AC_20	ENSMUSG00000096883	Shisa8	0.24187774063586573
AC	AC_20	ENSMUSG00000063887	Nlgn1	0.23205906138389992
AC	AC_20	ENSMUSG00000029088	Kcnip4	-0.6266324694004284
AC	AC_20	ENSMUSG00000039419	Cntnap2	-0.4273718941613756
AC	AC_20	ENSMUSG00000027210	Meis2	-0.3490587542989692
AC	AC_20	ENSMUSG00000032036	Kirrel3	-0.3474316379699598
AC	AC_20	ENSMUSG00000059974	Ntm	-0.3423064554681829
AC	AC_20	ENSMUSG00000064115	Cadm2	-0.33290063311329804
AC	AC_20	ENSMUSG00000008658	Rbfox1	-0.3019660050408467
AC	AC_20	ENSMUSG00000022883	Robo1	-0.3010633760637421
AC	AC_20	ENSMUSG00000053465	Hs6st3	-0.29326080321165376
AC	AC_20	ENSMUSG00000049690	Nckap5	-0.26863642086891165
AC	AC_20	ENSMUSG00000058571	Gpc6	-0.2608938955794709
AC	AC_20	ENSMUSG00000092341	Malat1	-0.2487670826154922
AC	AC_20	ENSMUSG00000053477	Tcf4	-0.24752812623781542
AC	AC_20	ENSMUSG00000028525	Pde4b	-0.24749792842682092
AC	AC_20	ENSMUSG00000089809	Rasgef1b	-0.23723730381194766
AC	AC_20	ENSMUSG00000039488	Cntn5	-0.2361198963579924
AC	AC_20	ENSMUSG00000074505	Fat3	-0.22195285167801346
AC	AC_20	ENSMUSG00000063873	Slc24a3	-0.21958995113653004
AC	AC_20	ENSMUSG00000032238	Rora	-0.2194786360180577
AC	AC_20	ENSMUSG00000033278	Ptprm	-0.218072836418113
AC	AC_21	ENSMUSG00000022883	Robo1	0.44276752372467026
AC	AC_21	ENSMUSG00000061762	Tac1	0.4359900875088927
AC	AC_21	ENSMUSG00000055421	Pcdh9	0.40562888395349456
AC	AC_21	ENSMUSG00000050587	Lrrc4c	0.3205002630402018
AC	AC_21	ENSMUSG00000039488	Cntn5	0.3204630007859505
AC	AC_21	ENSMUSG00000008489	Elavl2	0.3164812587783216
AC	AC_21	ENSMUSG00000028266	Lmo4	0.2885155616846311
AC	AC_21	ENSMUSG00000049630	C1ql3	0.2694159734582357
AC	AC_21	ENSMUSG00000022762	Ncam2	0.23991874651423933
AC	AC_21	ENSMUSG00000078307	AI593442	0.23262486405525862
AC	AC_21	ENSMUSG00000050711	Scg2	0.22718234617663963
AC	AC_21	ENSMUSG00000024511	Rab27b	0.2248108972749519
AC	AC_21	ENSMUSG00000045532	C1ql1	0.22300030204991214
AC	AC_21	ENSMUSG00000027966	Col11a1	0.21618573298097282
AC	AC_21	ENSMUSG00000024008	Cpne5	0.2136670924333732
AC	AC_21	ENSMUSG00000027500	Stmn2	0.20658753396049917
AC	AC_21	ENSMUSG00000022112	Gpc5	0.20608185338235832
AC	AC_21	ENSMUSG00000016150	Tenm1	0.20546867663968094
AC	AC_21	ENSMUSG00000027965	Olfm3	0.20163133182093465
AC	AC_21	ENSMUSG00000025889	Snca	0.1933224416532865
AC	AC_21	ENSMUSG00000029088	Kcnip4	-0.44493493321559324
AC	AC_21	ENSMUSG00000092341	Malat1	-0.43644630123546146
AC	AC_21	ENSMUSG00000035864	Syt1	-0.4009638011923762
AC	AC_21	ENSMUSG00000032036	Kirrel3	-0.30625024237268417
AC	AC_21	ENSMUSG00000045083	Lingo2	-0.2991547810186615
AC	AC_21	ENSMUSG00000028399	Ptprd	-0.2885527077050681
AC	AC_21	ENSMUSG00000056755	Grm7	-0.26549659980263907
AC	AC_21	ENSMUSG00000024211	Grm8	-0.2561742845507924
AC	AC_21	ENSMUSG00000090223	Pcp4	-0.24676551570677013
AC	AC_21	ENSMUSG00000058589	Anks1b	-0.24438394817413514
AC	AC_21	ENSMUSG00000052581	Lrrtm4	-0.2434424777569792
AC	AC_21	ENSMUSG00000039717	Ralyl	-0.21931222725684463
AC	AC_21	ENSMUSG00000056073	Grik2	-0.21035553352355688
AC	AC_21	ENSMUSG00000041014	Nrg3	-0.20568009855469763
AC	AC_21	ENSMUSG00000037940	Inpp4b	-0.1980495055298875
AC	AC_21	ENSMUSG00000064115	Cadm2	-0.19286450504480834
AC	AC_21	ENSMUSG00000020814	Mxra7	-0.19151988055628943
AC	AC_21	ENSMUSG00000039714	Cplx3	-0.1865227926680371
AC	AC_21	ENSMUSG00000032238	Rora	-0.18556902397865604
AC	AC_21	ENSMUSG00000086503	Xist	-0.1805496463602083
AC	AC_22	ENSMUSG00000019772	Vip	0.9172172388240762
AC	AC_22	ENSMUSG00000067578	Cbln4	0.5113096946205775
AC	AC_22	ENSMUSG00000021647	Cartpt	0.5063033210036868
AC	AC_22	ENSMUSG00000045532	C1ql1	0.38804505863377947
AC	AC_22	ENSMUSG00000039717	Ralyl	0.3541333194839357
AC	AC_22	ENSMUSG00000062257	Opcml	0.34469197643047234
AC	AC_22	ENSMUSG00000027777	Schip1	0.34381657106615704
AC	AC_22	ENSMUSG00000028677	Rnf220	0.3331528801360333
AC	AC_22	ENSMUSG00000060924	Csmd1	0.32718126186914365
AC	AC_22	ENSMUSG00000032036	Kirrel3	0.3062094685956827
AC	AC_22	ENSMUSG00000062209	Erbb4	0.3041964493602587
AC	AC_22	ENSMUSG00000027210	Meis2	0.289167270312043
AC	AC_22	ENSMUSG00000029212	Gabrb1	0.28895992898900774
AC	AC_22	ENSMUSG00000024647	Cbln2	0.25138195700143945
AC	AC_22	ENSMUSG00000063600	Egfem1	0.23569896483441782
AC	AC_22	ENSMUSG00000016386	Mpped2	0.2345316510845301
AC	AC_22	ENSMUSG00000016150	Tenm1	0.22626150657782174
AC	AC_22	ENSMUSG00000028565	Nfia	0.22467945886110466
AC	AC_22	ENSMUSG00000043531	Sorcs1	0.2201846709626445
AC	AC_22	ENSMUSG00000008658	Rbfox1	0.2198039795352508
AC	AC_22	ENSMUSG00000092341	Malat1	-0.4243491302272509
AC	AC_22	ENSMUSG00000020704	Asic2	-0.3552802799379574
AC	AC_22	ENSMUSG00000029088	Kcnip4	-0.313202657214605
AC	AC_22	ENSMUSG00000050711	Scg2	-0.30666220016164697
AC	AC_22	ENSMUSG00000022762	Ncam2	-0.26760819288728604
AC	AC_22	ENSMUSG00000022883	Robo1	-0.25097194741916307
AC	AC_22	ENSMUSG00000041014	Nrg3	-0.2339368951840038
AC	AC_22	ENSMUSG00000061080	Lsamp	-0.22405736277698357
AC	AC_22	ENSMUSG00000059974	Ntm	-0.21721259682042743
AC	AC_22	ENSMUSG00000055421	Pcdh9	-0.21622460073893718
AC	AC_22	ENSMUSG00000029819	Npy	-0.21539107520302359
AC	AC_22	ENSMUSG00000024109	Nrxn1	-0.2130273870828314
AC	AC_22	ENSMUSG00000022240	Ctnnd2	-0.19215346765615213
AC	AC_22	ENSMUSG00000028399	Ptprd	-0.18743315918629516
AC	AC_22	ENSMUSG00000066392	Nrxn3	-0.1823877458870905
AC	AC_22	ENSMUSG00000074505	Fat3	-0.17879131239969592
AC	AC_22	ENSMUSG00000032238	Rora	-0.178350306901504
AC	AC_22	ENSMUSG00000064357	mt-Atp6	-0.1756060060784334
AC	AC_22	ENSMUSG00000034098	Fstl5	-0.17151985284642524
AC	AC_22	ENSMUSG00000034040	Galnt17	-0.17069634704737627
AC	AC_23	ENSMUSG00000050711	Scg2	0.49488060571239195
AC	AC_23	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	0.39926708825105356
AC	AC_23	ENSMUSG00000062257	Opcml	0.39319094976054153
AC	AC_23	ENSMUSG00000055421	Pcdh9	0.3612954517014019
AC	AC_23	ENSMUSG00000069601	Ank3	0.33749236328874416
AC	AC_23	ENSMUSG00000035566	Pcdh17	0.33266977881910686
AC	AC_23	ENSMUSG00000050965	Prkca	0.32864886154670775
AC	AC_23	ENSMUSG00000033278	Ptprm	0.3148443316734029
AC	AC_23	ENSMUSG00000032826	Ank2	0.311108908172282
AC	AC_23	ENSMUSG00000022883	Robo1	0.3094664577354697
AC	AC_23	ENSMUSG00000017390	Aldoc	0.30883644304198854
AC	AC_23	ENSMUSG00000060371	Caln1	0.3083335778662975
AC	AC_23	ENSMUSG00000027270	Lamp5	0.28127761800011497
AC	AC_23	ENSMUSG00000016150	Tenm1	0.2775427127273024
AC	AC_23	ENSMUSG00000038168	P3h2	0.23747588587759377
AC	AC_23	ENSMUSG00000019888	Mgat4c	0.23747257459981277
AC	AC_23	ENSMUSG00000053519	Kcnip1	0.22689161496212054
AC	AC_23	ENSMUSG00000054640	Slc8a1	0.21451980420048616
AC	AC_23	ENSMUSG00000043531	Sorcs1	0.2024324376262855
AC	AC_23	ENSMUSG00000078307	AI593442	0.19351023233792086
AC	AC_23	ENSMUSG00000092341	Malat1	-0.4024277982778028
AC	AC_23	ENSMUSG00000039717	Ralyl	-0.3323671655502379
AC	AC_23	ENSMUSG00000050587	Lrrc4c	-0.27742129657198034
AC	AC_23	ENSMUSG00000027210	Meis2	-0.25960002202768845
AC	AC_23	ENSMUSG00000066392	Nrxn3	-0.22707028334714943
AC	AC_23	ENSMUSG00000029088	Kcnip4	-0.22551932923727888
AC	AC_23	ENSMUSG00000049252	Lrp1b	-0.22372985128812098
AC	AC_23	ENSMUSG00000045083	Lingo2	-0.21170342926859415
AC	AC_23	ENSMUSG00000034040	Galnt17	-0.21006933864239363
AC	AC_23	ENSMUSG00000048332	Lhfp	-0.20752022034663092
AC	AC_23	ENSMUSG00000050272	Dscam	-0.20642706633818322
AC	AC_23	ENSMUSG00000021647	Cartpt	-0.20025178254726414
AC	AC_23	ENSMUSG00000049336	Tenm2	-0.19761148607135173
AC	AC_23	ENSMUSG00000024109	Nrxn1	-0.195252731366124
AC	AC_23	ENSMUSG00000036907	C1ql2	-0.19103710937297627
AC	AC_23	ENSMUSG00000053465	Hs6st3	-0.19021318352763392
AC	AC_23	ENSMUSG00000031517	Gpm6a	-0.18986430248120026
AC	AC_23	ENSMUSG00000033569	Adgrb3	-0.1877816509858903
AC	AC_23	ENSMUSG00000049690	Nckap5	-0.18756485616872137
AC	AC_23	ENSMUSG00000032076	Cadm1	-0.17868562344605288
AC	AC_24	ENSMUSG00000002930	Ppp1r17	0.36202112383533797
AC	AC_24	ENSMUSG00000032291	Crabp1	0.34088443376571487
AC	AC_24	ENSMUSG00000055421	Pcdh9	0.23085198345110836
AC	AC_24	ENSMUSG00000052920	Prkg1	0.21766237122651963
AC	AC_24	ENSMUSG00000110246	C130073E24Rik	0.1934322593064025
AC	AC_24	ENSMUSG00000067028	Cntnap5b	0.18893540856734187
AC	AC_24	ENSMUSG00000021109	Hif1a	0.1876225987420484
AC	AC_24	ENSMUSG00000092083	Kcnb2	0.17603607258612838
AC	AC_24	ENSMUSG00000035653	Lrfn5	0.15843491530546733
AC	AC_24	ENSMUSG00000020913	Krt24	0.1567034805122886
AC	AC_24	ENSMUSG00000058571	Gpc6	0.15614659384668855
AC	AC_24	ENSMUSG00000057098	Ebf1	0.1558603891362409
AC	AC_24	ENSMUSG00000032006	Pdgfd	0.14646919466360322
AC	AC_24	ENSMUSG00000049252	Lrp1b	0.14107838997507346
AC	AC_24	ENSMUSG00000071679	Rtl4	0.1388244044151652
AC	AC_24	ENSMUSG00000063434	Sorcs3	0.13593407323020765
AC	AC_24	ENSMUSG00000051401	Kctd16	0.1356448823310083
AC	AC_24	ENSMUSG00000033061	Resp18	0.13022460785471004
AC	AC_24	ENSMUSG00000079418	Atg4a	0.12959368242353278
AC	AC_24	ENSMUSG00000030209	Grin2b	0.11997061209605997
AC	AC_24	ENSMUSG00000061080	Lsamp	-0.3659225827155007
AC	AC_24	ENSMUSG00000092341	Malat1	-0.24571811206777777
AC	AC_24	ENSMUSG00000039419	Cntnap2	-0.2235597039856146
AC	AC_24	ENSMUSG00000039488	Cntn5	-0.18688538404192018
AC	AC_24	ENSMUSG00000029673	Auts2	-0.18042276566708987
AC	AC_24	ENSMUSG00000039714	Cplx3	-0.1742980815974432
AC	AC_24	ENSMUSG00000032036	Kirrel3	-0.15705862510222676
AC	AC_24	ENSMUSG00000049690	Nckap5	-0.15346461097894862
AC	AC_24	ENSMUSG00000052387	Trpm3	-0.15136656638637136
AC	AC_24	ENSMUSG00000027273	Snap25	-0.14898019436317653
AC	AC_24	ENSMUSG00000028519	Dab1	-0.14494168549275113
AC	AC_24	ENSMUSG00000063626	Unc5d	-0.14195905637185635
AC	AC_24	ENSMUSG00000020704	Asic2	-0.13457503998045217
AC	AC_24	ENSMUSG00000024109	Nrxn1	-0.1325924123856905
AC	AC_24	ENSMUSG00000048540	Nhlh2	-0.1321165376901508
AC	AC_24	ENSMUSG00000071424	Grid2	-0.13096366334828058
AC	AC_24	ENSMUSG00000064357	mt-Atp6	-0.12896517353035927
AC	AC_24	ENSMUSG00000022883	Robo1	-0.12661893468656185
AC	AC_24	ENSMUSG00000066392	Nrxn3	-0.12647134442522742
AC	AC_24	ENSMUSG00000052572	Dlg2	-0.12323098703514503
AC	AC_25	ENSMUSG00000003657	Calb2	0.8022902783004985
AC	AC_25	ENSMUSG00000096914	Galntl6	0.6015999619039762
AC	AC_25	ENSMUSG00000066113	Adamtsl1	0.4645458749233819
AC	AC_25	ENSMUSG00000062257	Opcml	0.2955582636396053
AC	AC_25	ENSMUSG00000059203	Il1rapl2	0.285197308744463
AC	AC_25	ENSMUSG00000090223	Pcp4	0.28490357562733026
AC	AC_25	ENSMUSG00000049100	Pcdh10	0.25621894251082317
AC	AC_25	ENSMUSG00000022332	Khdrbs3	0.2502506248318448
AC	AC_25	ENSMUSG00000052516	Robo2	0.24578879695821573
AC	AC_25	ENSMUSG00000047495	Dlgap2	0.23612809384356506
AC	AC_25	ENSMUSG00000070695	Cntnap5a	0.22906231739481878
AC	AC_25	ENSMUSG00000026347	Tmem163	0.22358447236561765
AC	AC_25	ENSMUSG00000009734	Pou6f2	0.22296037561486073
AC	AC_25	ENSMUSG00000053465	Hs6st3	0.22183046359752273
AC	AC_25	ENSMUSG00000033569	Adgrb3	0.22111274484048835
AC	AC_25	ENSMUSG00000045532	C1ql1	0.21782704057036964
AC	AC_25	ENSMUSG00000027350	Chgb	0.21457157697164572
AC	AC_25	ENSMUSG00000058571	Gpc6	0.20452345687962423
AC	AC_25	ENSMUSG00000053819	Camk2d	0.2005458889251393
AC	AC_25	ENSMUSG00000027500	Stmn2	0.20009830658746816
AC	AC_25	ENSMUSG00000092341	Malat1	-0.390236682689254
AC	AC_25	ENSMUSG00000008658	Rbfox1	-0.35279569641358294
AC	AC_25	ENSMUSG00000022883	Robo1	-0.33762456475640107
AC	AC_25	ENSMUSG00000021699	Pde4d	-0.3016901763259419
AC	AC_25	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	-0.26667792764321124
AC	AC_25	ENSMUSG00000028399	Ptprd	-0.25725598113585757
AC	AC_25	ENSMUSG00000041014	Nrg3	-0.24733684398346556
AC	AC_25	ENSMUSG00000079157	Nalf1	-0.24131408539824972
AC	AC_25	ENSMUSG00000002107	Celf2	-0.22580440137283148
AC	AC_25	ENSMUSG00000032036	Kirrel3	-0.22112914903706132
AC	AC_25	ENSMUSG00000025927	Tfap2b	-0.21053615622799232
AC	AC_25	ENSMUSG00000050587	Lrrc4c	-0.20361088783842618
AC	AC_25	ENSMUSG00000051951	Xkr4	-0.20154437035150544
AC	AC_25	ENSMUSG00000036438	Calm2	-0.1951619779624861
AC	AC_25	ENSMUSG00000052387	Trpm3	-0.18356706657633545
AC	AC_25	ENSMUSG00000037653	Kctd8	-0.17948018806985552
AC	AC_25	ENSMUSG00000050840	Cdh20	-0.16820920094244118
AC	AC_25	ENSMUSG00000033910	Gucy1a1	-0.16738672796164702
AC	AC_25	ENSMUSG00000058589	Anks1b	-0.1660282255092993
AC	AC_25	ENSMUSG00000030246	Ldhb	-0.16233530086262407
AC	AC_26	ENSMUSG00000050711	Scg2	0.4656761485477644
AC	AC_26	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	0.4316306854835878
AC	AC_26	ENSMUSG00000060924	Csmd1	0.3735403802715889
AC	AC_26	ENSMUSG00000060534	Dcc	0.34523307358983174
AC	AC_26	ENSMUSG00000019888	Mgat4c	0.2952578592170532
AC	AC_26	ENSMUSG00000028565	Nfia	0.24475193809378637
AC	AC_26	ENSMUSG00000048978	Nrsn1	0.2242423748418644
AC	AC_26	ENSMUSG00000039717	Ralyl	0.2143459123396813
AC	AC_26	ENSMUSG00000029245	Epha5	0.19964613774542087
AC	AC_26	ENSMUSG00000034755	Pcdh11x	0.1967153544569065
AC	AC_26	ENSMUSG00000019772	Vip	0.19659221616459124
AC	AC_26	ENSMUSG00000031129	Slc9a9	0.1919872239249511
AC	AC_26	ENSMUSG00000053519	Kcnip1	0.17898641631935153
AC	AC_26	ENSMUSG00000035258	Abi3bp	0.17470716029886205
AC	AC_26	ENSMUSG00000037747	Phyhipl	0.17069520686285236
AC	AC_26	ENSMUSG00000051177	Plcb1	0.1692017178210321
AC	AC_26	ENSMUSG00000021728	Emb	0.16877811242720106
AC	AC_26	ENSMUSG00000033278	Ptprm	0.16229886237952734
AC	AC_26	ENSMUSG00000059146	Ntrk3	0.15763121586395373
AC	AC_26	ENSMUSG00000022636	Alcam	0.1567900801831374
AC	AC_26	ENSMUSG00000029088	Kcnip4	-0.29219652835014015
