Major_Name	Name	Ensembl	Marker	Coefficient
AC	AC_35	ENSMUSG00000045573	Penk	0.1461538722078545
AC	AC_35	ENSMUSG00000060988	Galnt13	0.14098859744687314
AC	AC_35	ENSMUSG00000031613	Hpgd	0.13694051954142517
AC	AC_35	ENSMUSG00000017493	Igfbp4	0.13690162872220268
AC	AC_35	ENSMUSG00000035131	Brinp3	0.13510127910986436
AC	AC_35	ENSMUSG00000035566	Pcdh17	0.12301123109055732
AC	AC_35	ENSMUSG00000044349	Snhg11	0.12215929258236276
AC	AC_35	ENSMUSG00000029088	Kcnip4	-0.363339354792734
AC	AC_35	ENSMUSG00000092341	Malat1	-0.22906427756109016
AC	AC_35	ENSMUSG00000019888	Mgat4c	-0.1663779481469984
AC	AC_35	ENSMUSG00000049336	Tenm2	-0.1634762357613823
AC	AC_35	ENSMUSG00000050587	Lrrc4c	-0.14684433652311513
AC	AC_35	ENSMUSG00000064115	Cadm2	-0.14119799938316313
AC	AC_35	ENSMUSG00000063873	Slc24a3	-0.1388634537531239
AC	AC_35	ENSMUSG00000054162	Spock3	-0.13444127402415823
AC	AC_35	ENSMUSG00000036019	Tmtc2	-0.13394468165686182
AC	AC_35	ENSMUSG00000063887	Nlgn1	-0.1305226979553132
AC	AC_35	ENSMUSG00000043531	Sorcs1	-0.12976244245647459
AC	AC_35	ENSMUSG00000060534	Dcc	-0.12857845996320422
AC	AC_35	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	-0.12537900098407034
AC	AC_35	ENSMUSG00000037605	Adgrl3	-0.12436406508322025
AC	AC_35	ENSMUSG00000052581	Lrrtm4	-0.12426452253968581
AC	AC_35	ENSMUSG00000048332	Lhfp	-0.12274081574928081
AC	AC_35	ENSMUSG00000049252	Lrp1b	-0.12250351202132324
AC	AC_35	ENSMUSG00000037940	Inpp4b	-0.11996829741705675
AC	AC_35	ENSMUSG00000059742	Kcnh7	-0.11976931735139532
AC	AC_35	ENSMUSG00000002107	Celf2	-0.11861456334715115
AC	AC_36	ENSMUSG00000029088	Kcnip4	0.41248465038971277
AC	AC_36	ENSMUSG00000003657	Calb2	0.3286905129312562
AC	AC_36	ENSMUSG00000058897	Col25a1	0.3175966482884423
AC	AC_36	ENSMUSG00000059187	Tafa1	0.26682477652460224
AC	AC_36	ENSMUSG00000061762	Tac1	0.2461038248932806
AC	AC_36	ENSMUSG00000090223	Pcp4	0.24379959372994922
AC	AC_36	ENSMUSG00000019888	Mgat4c	0.21212953745776503
AC	AC_36	ENSMUSG00000045103	Dmd	0.2101437926043054
AC	AC_36	ENSMUSG00000052581	Lrrtm4	0.20228489683602097
AC	AC_36	ENSMUSG00000096914	Galntl6	0.20015939450230585
AC	AC_36	ENSMUSG00000055761	Nkain3	0.19730949206116577
AC	AC_36	ENSMUSG00000036256	Igfbp7	0.1947906721729507
AC	AC_36	ENSMUSG00000038872	Zfhx3	0.19301331244191708
AC	AC_36	ENSMUSG00000054843	Atrnl1	0.18615516644058897
AC	AC_36	ENSMUSG00000054162	Spock3	0.18196010653038697
AC	AC_36	ENSMUSG00000035131	Brinp3	0.17831157603750095
AC	AC_36	ENSMUSG00000062209	Erbb4	0.16791809545229705
AC	AC_36	ENSMUSG00000029108	Pcdh7	0.16472098887468697
AC	AC_36	ENSMUSG00000066842	Hmcn1	0.15777227366609228
AC	AC_36	ENSMUSG00000030209	Grin2b	0.14727819544241855
AC	AC_36	ENSMUSG00000061080	Lsamp	-0.37928364906285084
AC	AC_36	ENSMUSG00000045083	Lingo2	-0.2636881686152919
AC	AC_36	ENSMUSG00000049336	Tenm2	-0.2552129259690975
AC	AC_36	ENSMUSG00000032036	Kirrel3	-0.2113995774860336
AC	AC_36	ENSMUSG00000024211	Grm8	-0.21025406462534776
AC	AC_36	ENSMUSG00000033569	Adgrb3	-0.20519931608834402
AC	AC_36	ENSMUSG00000092341	Malat1	-0.18695441295476592
AC	AC_36	ENSMUSG00000070866	Zfp804a	-0.17559684704239406
AC	AC_36	ENSMUSG00000056073	Grik2	-0.17284847562970096
AC	AC_36	ENSMUSG00000066392	Nrxn3	-0.16853218298490116
AC	AC_36	ENSMUSG00000035864	Syt1	-0.15775680316699447
AC	AC_36	ENSMUSG00000049690	Nckap5	-0.15452230717505694
AC	AC_36	ENSMUSG00000023868	Pde10a	-0.1539033352739246
AC	AC_36	ENSMUSG00000056296	Synpr	-0.1536153214716448
AC	AC_36	ENSMUSG00000008658	Rbfox1	-0.1494682253816516
AC	AC_36	ENSMUSG00000048332	Lhfp	-0.13580496001619888
AC	AC_36	ENSMUSG00000053477	Tcf4	-0.1339892362817629
AC	AC_36	ENSMUSG00000037940	Inpp4b	-0.13301182057451225
AC	AC_36	ENSMUSG00000045532	C1ql1	-0.12582825674239004
AC	AC_36	ENSMUSG00000019889	Ptprk	-0.12500265919053952
AC	AC_37	ENSMUSG00000067786	Nnat	0.3909228184307144
AC	AC_37	ENSMUSG00000042453	Reln	0.3709182187095373
AC	AC_37	ENSMUSG00000053465	Hs6st3	0.37066348466972293
AC	AC_37	ENSMUSG00000028399	Ptprd	0.3511510382148215
AC	AC_37	ENSMUSG00000029212	Gabrb1	0.3010245670577854
AC	AC_37	ENSMUSG00000022883	Robo1	0.2780254493909169
AC	AC_37	ENSMUSG00000019647	Sema6a	0.2740683104382683
AC	AC_37	ENSMUSG00000030067	Foxp1	0.22988543298269165
AC	AC_37	ENSMUSG00000047907	Tshz2	0.20997774770601008
AC	AC_37	ENSMUSG00000022376	Adcy8	0.2037263006433336
AC	AC_37	ENSMUSG00000026473	Glul	0.19710116051268217
AC	AC_37	ENSMUSG00000029245	Epha5	0.19181921532725912
AC	AC_37	ENSMUSG00000022076	Klhl1	0.18997872941887678
AC	AC_37	ENSMUSG00000092094	Zfp804b	0.18957092382105986
AC	AC_37	ENSMUSG00000051177	Plcb1	0.18845942792786174
AC	AC_37	ENSMUSG00000028266	Lmo4	0.1876762797083758
AC	AC_37	ENSMUSG00000032036	Kirrel3	0.18709443713403365
AC	AC_37	ENSMUSG00000053519	Kcnip1	0.18631837732637588
AC	AC_37	ENSMUSG00000048915	Efna5	0.18586588647395985
AC	AC_37	ENSMUSG00000048078	Tenm4	0.17721725368521435
AC	AC_37	ENSMUSG00000029088	Kcnip4	-0.36993921284217046
AC	AC_37	ENSMUSG00000092341	Malat1	-0.3129960734502411
AC	AC_37	ENSMUSG00000045083	Lingo2	-0.2920129887597815
AC	AC_37	ENSMUSG00000008658	Rbfox1	-0.26371891595806246
AC	AC_37	ENSMUSG00000056755	Grm7	-0.24071272954797282
AC	AC_37	ENSMUSG00000066392	Nrxn3	-0.23623744591655602
AC	AC_37	ENSMUSG00000025927	Tfap2b	-0.21397118602815565
AC	AC_37	ENSMUSG00000064357	mt-Atp6	-0.21379292055913757
AC	AC_37	ENSMUSG00000045532	C1ql1	-0.19439656919895157
AC	AC_37	ENSMUSG00000064358	mt-Co3	-0.18313852664699187
AC	AC_37	ENSMUSG00000023868	Pde10a	-0.175156715589389
AC	AC_37	ENSMUSG00000052581	Lrrtm4	-0.17429718107588474
AC	AC_37	ENSMUSG00000027273	Snap25	-0.17396610920924505
AC	AC_37	ENSMUSG00000037492	Zmat4	-0.17314572607698375
AC	AC_37	ENSMUSG00000021647	Cartpt	-0.17067750343318275
AC	AC_37	ENSMUSG00000064370	mt-Cytb	-0.16767967821235188
AC	AC_37	ENSMUSG00000064351	mt-Co1	-0.16717620848847412
AC	AC_37	ENSMUSG00000064293	Cntn4	-0.16217398595443372
AC	AC_37	ENSMUSG00000043531	Sorcs1	-0.15789432368720463
AC	AC_37	ENSMUSG00000038872	Zfhx3	-0.157589257490709
AC	AC_38	ENSMUSG00000090223	Pcp4	0.5877392186168169
AC	AC_38	ENSMUSG00000062209	Erbb4	0.5738876057680349
AC	AC_38	ENSMUSG00000035566	Pcdh17	0.3836958422075762
AC	AC_38	ENSMUSG00000043531	Sorcs1	0.3731660491572726
AC	AC_38	ENSMUSG00000060882	Kcnd2	0.364389614570637
AC	AC_38	ENSMUSG00000019888	Mgat4c	0.30204619180439124
AC	AC_38	ENSMUSG00000053519	Kcnip1	0.298181272391446
AC	AC_38	ENSMUSG00000026678	Rgs5	0.29562995846820467
AC	AC_38	ENSMUSG00000029108	Pcdh7	0.2528549782659496
AC	AC_38	ENSMUSG00000021379	Id4	0.2469016423729012
AC	AC_38	ENSMUSG00000042846	Lrrtm3	0.23550128502351933
AC	AC_38	ENSMUSG00000045613	Chrm2	0.22390532050783826
AC	AC_38	ENSMUSG00000027238	Frmd5	0.2234718302892163
AC	AC_38	ENSMUSG00000049252	Lrp1b	0.21065396479185544
AC	AC_38	ENSMUSG00000061080	Lsamp	0.1995005811686401
AC	AC_38	ENSMUSG00000025089	Gfra1	0.1960800483752707
AC	AC_38	ENSMUSG00000046982	Tshz1	0.1950403831174951
AC	AC_38	ENSMUSG00000052534	Pbx1	0.18763397952056454
AC	AC_38	ENSMUSG00000061576	Dpp6	0.18370844436906447
AC	AC_38	ENSMUSG00000041261	Car8	0.17936674810459707
AC	AC_38	ENSMUSG00000029088	Kcnip4	-0.5027447190284212
AC	AC_38	ENSMUSG00000092341	Malat1	-0.4127933652096443
AC	AC_38	ENSMUSG00000052920	Prkg1	-0.30077843875456617
AC	AC_38	ENSMUSG00000049690	Nckap5	-0.2601689331596849
AC	AC_38	ENSMUSG00000022883	Robo1	-0.23410793529191187
AC	AC_38	ENSMUSG00000024211	Grm8	-0.2286956919499596
AC	AC_38	ENSMUSG00000048332	Lhfp	-0.20943563088668274
AC	AC_38	ENSMUSG00000063626	Unc5d	-0.2066870520476977
AC	AC_38	ENSMUSG00000052581	Lrrtm4	-0.19930494047490058
AC	AC_38	ENSMUSG00000032238	Rora	-0.19892093328430568
AC	AC_38	ENSMUSG00000036192	Rorb	-0.19644020802178022
AC	AC_38	ENSMUSG00000055409	Nell1	-0.1926986688482541
AC	AC_38	ENSMUSG00000041741	Pde3a	-0.18953479341307325
AC	AC_38	ENSMUSG00000036907	C1ql2	-0.18473314249549816
AC	AC_38	ENSMUSG00000059974	Ntm	-0.18284451577181038
AC	AC_38	ENSMUSG00000056755	Grm7	-0.18107253741148083
AC	AC_38	ENSMUSG00000033569	Adgrb3	-0.16814735198889794
AC	AC_38	ENSMUSG00000058571	Gpc6	-0.16753731247716944
AC	AC_38	ENSMUSG00000026335	Pam	-0.16642071810647105
AC	AC_38	ENSMUSG00000064351	mt-Co1	-0.1641135902751979
AC	AC_39	ENSMUSG00000052581	Lrrtm4	0.28227151221145164
AC	AC_39	ENSMUSG00000055761	Nkain3	0.27946364756738945
AC	AC_39	ENSMUSG00000055421	Pcdh9	0.27592010785916726
AC	AC_39	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	0.21926685636525756
AC	AC_39	ENSMUSG00000039683	Sdk1	0.21576766956410556
AC	AC_39	ENSMUSG00000059974	Ntm	0.2046617273709634
AC	AC_39	ENSMUSG00000050840	Cdh20	0.19885198319415098
AC	AC_39	ENSMUSG00000027500	Stmn2	0.194169448612024
AC	AC_39	ENSMUSG00000056222	Spock1	0.19002342840315087
AC	AC_39	ENSMUSG00000040998	Npnt	0.18169785512784145
AC	AC_39	ENSMUSG00000070866	Zfp804a	0.17832737529568762
AC	AC_39	ENSMUSG00000026610	Esrrg	0.17040457318292637
AC	AC_39	ENSMUSG00000052504	Epha3	0.17001276734701726
AC	AC_39	ENSMUSG00000020953	Coch	0.15939944745274243
AC	AC_39	ENSMUSG00000092083	Kcnb2	0.1512605119892731
AC	AC_39	ENSMUSG00000021701	Plk2	0.1501629068985435
AC	AC_39	ENSMUSG00000029838	Ptn	0.1448657565227926
AC	AC_39	ENSMUSG00000046314	Stxbp6	0.13684650612182583
AC	AC_39	ENSMUSG00000022594	Lynx1	0.13530599814523997
AC	AC_39	ENSMUSG00000032878	Ccdc85a	0.13395958244020786
AC	AC_39	ENSMUSG00000092341	Malat1	-0.27958323423179604
AC	AC_39	ENSMUSG00000028399	Ptprd	-0.25587847614228165
AC	AC_39	ENSMUSG00000019888	Mgat4c	-0.2499042663780024
AC	AC_39	ENSMUSG00000061080	Lsamp	-0.23538578730621262
AC	AC_39	ENSMUSG00000049336	Tenm2	-0.23390266939675844
AC	AC_39	ENSMUSG00000037161	Mgarp	-0.2327995125530428
AC	AC_39	ENSMUSG00000029088	Kcnip4	-0.23152098729120651
AC	AC_39	ENSMUSG00000064115	Cadm2	-0.20448745714163585
AC	AC_39	ENSMUSG00000052387	Trpm3	-0.20069067365971532
AC	AC_39	ENSMUSG00000057455	Rit2	-0.17095220263771385
AC	AC_39	ENSMUSG00000079157	Nalf1	-0.16552489200296883
AC	AC_39	ENSMUSG00000063626	Unc5d	-0.15888772297276024
AC	AC_39	ENSMUSG00000054728	Phactr1	-0.15814449741756
AC	AC_39	ENSMUSG00000039717	Ralyl	-0.157942623306198
AC	AC_39	ENSMUSG00000049252	Lrp1b	-0.15774043337412139
AC	AC_39	ENSMUSG00000046447	Camk2n1	-0.157587617083618
AC	AC_39	ENSMUSG00000027273	Snap25	-0.15360519038010076
AC	AC_39	ENSMUSG00000016559	H3f3b	-0.15186811365834965
AC	AC_39	ENSMUSG00000040003	Magi2	-0.15115698474296718
AC	AC_39	ENSMUSG00000032238	Rora	-0.14857875063416823
AC	AC_4	ENSMUSG00000053465	Hs6st3	0.48438685455660996
AC	AC_4	ENSMUSG00000029086	Prom1	0.4511804957517344
AC	AC_4	ENSMUSG00000021647	Cartpt	0.4166601275538445
AC	AC_4	ENSMUSG00000092083	Kcnb2	0.3887921404803667
AC	AC_4	ENSMUSG00000031451	Gas6	0.38059205212990543
AC	AC_4	ENSMUSG00000028542	Slc6a9	0.3492092831184793
AC	AC_4	ENSMUSG00000059742	Kcnh7	0.3340765717790666
AC	AC_4	ENSMUSG00000015806	Qdpr	0.3237081844541688
AC	AC_4	ENSMUSG00000037161	Mgarp	0.32267072037773703
AC	AC_4	ENSMUSG00000031765	Mt1	0.2952474374783542
AC	AC_4	ENSMUSG00000053141	Ptprt	0.29005423602528
AC	AC_4	ENSMUSG00000033653	Vps8	0.286157152430499
AC	AC_4	ENSMUSG00000056158	Car10	0.2801393454569977
AC	AC_4	ENSMUSG00000019768	Esr1	0.27988968929136737
AC	AC_4	ENSMUSG00000035653	Lrfn5	0.2798840396725911
AC	AC_4	ENSMUSG00000033295	Ptprf	0.2750887951750455
AC	AC_4	ENSMUSG00000010476	Ebf3	0.27353446418670735
AC	AC_4	ENSMUSG00000115783	Bc1	0.27222603467376605
AC	AC_4	ENSMUSG00000055026	Gabrg3	0.2651845015005051
AC	AC_4	ENSMUSG00000048978	Nrsn1	0.2613106496359801
AC	AC_4	ENSMUSG00000020704	Asic2	-0.5323291721416066
AC	AC_4	ENSMUSG00000025551	Fgf14	-0.39323880406851264
AC	AC_4	ENSMUSG00000035131	Brinp3	-0.2868683945828392
AC	AC_4	ENSMUSG00000025927	Tfap2b	-0.27156670338274497
AC	AC_4	ENSMUSG00000040003	Magi2	-0.2674990887334999
AC	AC_4	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	-0.26239443549903235
AC	AC_4	ENSMUSG00000045083	Lingo2	-0.24692823180977966
AC	AC_4	ENSMUSG00000030092	Cntn6	-0.23557491804232744
AC	AC_4	ENSMUSG00000035566	Pcdh17	-0.2331474337071008
AC	AC_4	ENSMUSG00000063887	Nlgn1	-0.23233869450149228
AC	AC_4	ENSMUSG00000022311	Csmd3	-0.2318047599247399
AC	AC_4	ENSMUSG00000034912	Mdga2	-0.22305881557824836
AC	AC_4	ENSMUSG00000024109	Nrxn1	-0.22111707652431659
AC	AC_4	ENSMUSG00000006586	Runx1t1	-0.22007591968481313
AC	AC_4	ENSMUSG00000041571	Selenow	-0.21919766146948017
AC	AC_4	ENSMUSG00000056296	Synpr	-0.21604886402715504
AC	AC_4	ENSMUSG00000041014	Nrg3	-0.200394991953219
AC	AC_4	ENSMUSG00000025909	Sntg1	-0.19317640292123725
AC	AC_4	ENSMUSG00000060534	Dcc	-0.19078163002918927
AC	AC_4	ENSMUSG00000036438	Calm2	-0.18991410974482364
AC	AC_40	ENSMUSG00000029819	Npy	0.8279455995728074
AC	AC_40	ENSMUSG00000050587	Lrrc4c	0.5490599417798778
AC	AC_40	ENSMUSG00000061762	Tac1	0.5321616437082902
AC	AC_40	ENSMUSG00000022762	Ncam2	0.327196217773955
AC	AC_40	ENSMUSG00000024647	Cbln2	0.2963867286741081
AC	AC_40	ENSMUSG00000028565	Nfia	0.2908416981069725
AC	AC_40	ENSMUSG00000096914	Galntl6	0.26229187310202356
AC	AC_40	ENSMUSG00000025592	Dach2	0.229321574198831
AC	AC_40	ENSMUSG00000037653	Kctd8	0.2230382782819344
AC	AC_40	ENSMUSG00000032036	Kirrel3	0.22173340463136348
AC	AC_40	ENSMUSG00000043531	Sorcs1	0.21934145581741465
AC	AC_40	ENSMUSG00000053465	Hs6st3	0.21097293124009275
AC	AC_40	ENSMUSG00000034310	Tmem132d	0.2033477166131631
AC	AC_40	ENSMUSG00000048078	Tenm4	0.20270271879752041
AC	AC_40	ENSMUSG00000048915	Efna5	0.20037285014376588
AC	AC_40	ENSMUSG00000019828	Grm1	0.19813629833945678
AC	AC_40	ENSMUSG00000006586	Runx1t1	0.19675422341258514
AC	AC_40	ENSMUSG00000056494	Cngb3	0.1943907977132259
AC	AC_40	ENSMUSG00000049583	Grm5	0.19333371620873888
AC	AC_40	ENSMUSG00000050711	Scg2	0.19292238927039768
AC	AC_40	ENSMUSG00000020704	Asic2	-0.28545745972455955
AC	AC_40	ENSMUSG00000024211	Grm8	-0.24489865420131454
AC	AC_40	ENSMUSG00000092341	Malat1	-0.23341456603788124
AC	AC_40	ENSMUSG00000022883	Robo1	-0.2208450886718885
AC	AC_40	ENSMUSG00000029673	Auts2	-0.2146246319517899
AC	AC_40	ENSMUSG00000029088	Kcnip4	-0.2107972209794452
AC	AC_40	ENSMUSG00000028399	Ptprd	-0.20848924309041977
AC	AC_40	ENSMUSG00000032826	Ank2	-0.2032671300732602
AC	AC_40	ENSMUSG00000069601	Ank3	-0.19960512102250955
AC	AC_40	ENSMUSG00000049336	Tenm2	-0.19398955388169303
AC	AC_40	ENSMUSG00000061080	Lsamp	-0.18762853184677536
AC	AC_40	ENSMUSG00000041014	Nrg3	-0.17652034726456464
AC	AC_40	ENSMUSG00000051951	Xkr4	-0.17044070335004155
AC	AC_40	ENSMUSG00000020814	Mxra7	-0.16316671646642197
AC	AC_40	ENSMUSG00000039488	Cntn5	-0.160716131035364
AC	AC_40	ENSMUSG00000024109	Nrxn1	-0.158946136163304
AC	AC_40	ENSMUSG00000037940	Inpp4b	-0.15877457879923895
AC	AC_40	ENSMUSG00000064358	mt-Co3	-0.15797251867008233
AC	AC_40	ENSMUSG00000063626	Unc5d	-0.1573913343642561
AC	AC_40	ENSMUSG00000028266	Lmo4	-0.15374734129966233
AC	AC_41	ENSMUSG00000029088	Kcnip4	0.40081526489559105
AC	AC_41	ENSMUSG00000059857	Ntng1	0.36633101698260906
AC	AC_41	ENSMUSG00000071424	Grid2	0.2929250971822624
AC	AC_41	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	0.2843007727710731
AC	AC_41	ENSMUSG00000020354	Sgcd	0.27941001632345297
AC	AC_41	ENSMUSG00000041261	Car8	0.2628049427168973
AC	AC_41	ENSMUSG00000045083	Lingo2	0.23795455006685487
AC	AC_41	ENSMUSG00000019888	Mgat4c	0.23580450561884012
AC	AC_41	ENSMUSG00000035566	Pcdh17	0.22094961046202635
AC	AC_41	ENSMUSG00000090125	Pou3f1	0.2203391508022716
AC	AC_41	ENSMUSG00000044071	Tafa2	0.21254111072761656
AC	AC_41	ENSMUSG00000052551	Adarb2	0.20918368315506547
AC	AC_41	ENSMUSG00000090223	Pcp4	0.20675074263853155
AC	AC_41	ENSMUSG00000036907	C1ql2	0.20530378030926053
AC	AC_41	ENSMUSG00000045103	Dmd	0.20267535415368232
AC	AC_41	ENSMUSG00000060882	Kcnd2	0.1925467192379779
AC	AC_41	ENSMUSG00000051401	Kctd16	0.18211099473196904
AC	AC_41	ENSMUSG00000027210	Meis2	0.17546005354669464
AC	AC_41	ENSMUSG00000056755	Grm7	0.17439249849411279
AC	AC_41	ENSMUSG00000079523	Tmsb10	0.17355865194042738
AC	AC_41	ENSMUSG00000092341	Malat1	-0.34649570401812424
AC	AC_41	ENSMUSG00000061080	Lsamp	-0.23532795989786887
AC	AC_41	ENSMUSG00000008658	Rbfox1	-0.19415402123740513
AC	AC_41	ENSMUSG00000050587	Lrrc4c	-0.18822851399728738
AC	AC_41	ENSMUSG00000032036	Kirrel3	-0.17760224349350112
AC	AC_41	ENSMUSG00000020704	Asic2	-0.16942000428129625
AC	AC_41	ENSMUSG00000019889	Ptprk	-0.164388589801098
AC	AC_41	ENSMUSG00000045532	C1ql1	-0.16084154727512642
AC	AC_41	ENSMUSG00000055421	Pcdh9	-0.15077552579267706
AC	AC_41	ENSMUSG00000048332	Lhfp	-0.14841434347062868
AC	AC_41	ENSMUSG00000031561	Tenm3	-0.13787490119935783
AC	AC_41	ENSMUSG00000039714	Cplx3	-0.13778348085064046
AC	AC_41	ENSMUSG00000027168	Pax6	-0.1361569751415503
AC	AC_41	ENSMUSG00000064358	mt-Co3	-0.13269659171581002
AC	AC_41	ENSMUSG00000053465	Hs6st3	-0.13175677343011996
AC	AC_41	ENSMUSG00000002107	Celf2	-0.12805935883069652
AC	AC_41	ENSMUSG00000021508	Cxcl14	-0.1273569426473155
AC	AC_41	ENSMUSG00000032076	Cadm1	-0.12659410932323337
AC	AC_41	ENSMUSG00000032238	Rora	-0.12546976986918104
AC	AC_41	ENSMUSG00000026872	Zeb2	-0.12278507812621982
AC	AC_42	ENSMUSG00000004151	Etv1	0.38519783626996645
AC	AC_42	ENSMUSG00000028677	Rnf220	0.347094038149278
AC	AC_42	ENSMUSG00000020183	Cpm	0.3069865996995835
AC	AC_42	ENSMUSG00000039488	Cntn5	0.28696629851055877
AC	AC_42	ENSMUSG00000033278	Ptprm	0.2832854993045127
AC	AC_42	ENSMUSG00000070880	Gad1	0.2716686417336707
AC	AC_42	ENSMUSG00000073530	Pappa2	0.266388116292275
AC	AC_42	ENSMUSG00000032355	Mlip	0.2488804789133805
AC	AC_42	ENSMUSG00000000560	Gabra2	0.24587893873310132
AC	AC_42	ENSMUSG00000059187	Tafa1	0.24255798051804303
AC	AC_42	ENSMUSG00000021728	Emb	0.24003405181500448
AC	AC_42	ENSMUSG00000059974	Ntm	0.23808680493166004
AC	AC_42	ENSMUSG00000039607	Rbms3	0.2341069294565688
AC	AC_42	ENSMUSG00000021219	Rgs6	0.23381058546204156
AC	AC_42	ENSMUSG00000041540	Sox5	0.23288941668958005
AC	AC_42	ENSMUSG00000029108	Pcdh7	0.22444237233618564
AC	AC_42	ENSMUSG00000056222	Spock1	0.21798036968531292
AC	AC_42	ENSMUSG00000026360	Rgs2	0.20776654084933374
AC	AC_42	ENSMUSG00000030075	Cntn3	0.20490248064045938
AC	AC_42	ENSMUSG00000055026	Gabrg3	0.1964195631148451
AC	AC_42	ENSMUSG00000049336	Tenm2	-0.2974468077415537
AC	AC_42	ENSMUSG00000092341	Malat1	-0.25533932092342987
AC	AC_42	ENSMUSG00000060924	Csmd1	-0.22860801436881972
AC	AC_42	ENSMUSG00000050587	Lrrc4c	-0.20462017274345476
AC	AC_42	ENSMUSG00000027210	Meis2	-0.19869843611659693
AC	AC_42	ENSMUSG00000020704	Asic2	-0.19402495823843216
AC	AC_42	ENSMUSG00000052387	Trpm3	-0.17963198555147536
AC	AC_42	ENSMUSG00000090223	Pcp4	-0.1767804885272275
AC	AC_42	ENSMUSG00000054459	Vsnl1	-0.16770110481980638
AC	AC_42	ENSMUSG00000052581	Lrrtm4	-0.15999598584737407
AC	AC_42	ENSMUSG00000021730	Hcn1	-0.15206123521111078
AC	AC_42	ENSMUSG00000063626	Unc5d	-0.15159396597460548
AC	AC_42	ENSMUSG00000064357	mt-Atp6	-0.14546461849740525
AC	AC_42	ENSMUSG00000064115	Cadm2	-0.14400279991308293
AC	AC_42	ENSMUSG00000019889	Ptprk	-0.1419071703781231
AC	AC_42	ENSMUSG00000028519	Dab1	-0.13811932375548322
AC	AC_42	ENSMUSG00000003657	Calb2	-0.13646992202361388
AC	AC_42	ENSMUSG00000064358	mt-Co3	-0.1358121315059377
AC	AC_42	ENSMUSG00000031561	Tenm3	-0.13019258451527518
AC	AC_42	ENSMUSG00000053141	Ptprt	-0.12475152462743799
AC	AC_43	ENSMUSG00000029212	Gabrb1	0.4418026414984152
AC	AC_43	ENSMUSG00000039717	Ralyl	0.41705572377074307
AC	AC_43	ENSMUSG00000029088	Kcnip4	0.3778878993824974
AC	AC_43	ENSMUSG00000027350	Chgb	0.37718547985096706
AC	AC_43	ENSMUSG00000052581	Lrrtm4	0.37574176713618274
AC	AC_43	ENSMUSG00000067578	Cbln4	0.2726155759991919
AC	AC_43	ENSMUSG00000028677	Rnf220	0.26973625401515333
AC	AC_43	ENSMUSG00000036815	Dpp10	0.2573725192862151
AC	AC_43	ENSMUSG00000020354	Sgcd	0.222768654898497
AC	AC_43	ENSMUSG00000052920	Prkg1	0.21807379764834836
AC	AC_43	ENSMUSG00000049336	Tenm2	0.21660126963274356
AC	AC_43	ENSMUSG00000022883	Robo1	0.21452402271597273
AC	AC_43	ENSMUSG00000039419	Cntnap2	0.21417675618709722
AC	AC_43	ENSMUSG00000019647	Sema6a	0.2105252605941494
AC	AC_43	ENSMUSG00000026826	Nr4a2	0.1998792128343697
AC	AC_43	ENSMUSG00000059921	Unc5c	0.19238551091272046
AC	AC_43	ENSMUSG00000031824	6430548M08Rik	0.1916526611949958
AC	AC_43	ENSMUSG00000031841	Cdh13	0.19086456852879916
AC	AC_43	ENSMUSG00000055639	Dach1	0.18837150574449663
AC	AC_43	ENSMUSG00000028525	Pde4b	0.18572225708994033
AC	AC_43	ENSMUSG00000050587	Lrrc4c	-0.29328839485793756
AC	AC_43	ENSMUSG00000092341	Malat1	-0.2898018519317071
AC	AC_43	ENSMUSG00000064115	Cadm2	-0.2731813409771595
AC	AC_43	ENSMUSG00000090223	Pcp4	-0.24828447445883248
AC	AC_43	ENSMUSG00000008658	Rbfox1	-0.24297839028149565
AC	AC_43	ENSMUSG00000020704	Asic2	-0.21519039128341158
AC	AC_43	ENSMUSG00000069601	Ank3	-0.2083052889073121
AC	AC_43	ENSMUSG00000021699	Pde4d	-0.20367200344745767
AC	AC_43	ENSMUSG00000039714	Cplx3	-0.20091389988148112
AC	AC_43	ENSMUSG00000022240	Ctnnd2	-0.19028073415297642
AC	AC_43	ENSMUSG00000041014	Nrg3	-0.18063161646152376
AC	AC_43	ENSMUSG00000032036	Kirrel3	-0.17239830012674476
AC	AC_43	ENSMUSG00000054728	Phactr1	-0.17083821022394527
AC	AC_43	ENSMUSG00000064358	mt-Co3	-0.16861972544273926
AC	AC_43	ENSMUSG00000053519	Kcnip1	-0.16493347118856982
AC	AC_43	ENSMUSG00000043531	Sorcs1	-0.16329130237784223
AC	AC_43	ENSMUSG00000026872	Zeb2	-0.1604534249246364
AC	AC_43	ENSMUSG00000038872	Zfhx3	-0.1565981306823625
AC	AC_43	ENSMUSG00000064351	mt-Co1	-0.1561598192805993
AC	AC_43	ENSMUSG00000070866	Zfp804a	-0.15385320220499665
AC	AC_44	ENSMUSG00000021508	Cxcl14	0.36045657815436194
AC	AC_44	ENSMUSG00000025400	Tac2	0.26582853511984006
AC	AC_44	ENSMUSG00000019888	Mgat4c	0.23929920649553077
AC	AC_44	ENSMUSG00000068696	Gpr88	0.23149865015976037
AC	AC_44	ENSMUSG00000061762	Tac1	0.22207398106685966
