Name	Marker	Curated	Queried	Minor_Coefficient	Major_Name	Major_Coefficient
AC17	Zmat4		Queried	0.127652646869868	AC	
AC18	Brinp3		Queried	0.193157329951766	AC	
AC18	Cbln2		Queried	0.251804269771626	AC	
AC18	Celf2		Queried	0.312108511264779	AC	
AC18	Cpne4	Curated	Queried	0.443939030635826	AC	
AC18	Dmd		Queried	0.204795785057682	AC	
AC18	Galntl6		Queried	0.33588378485919	AC	
AC18	Hs6st3		Queried	0.264246580831214	AC	
AC18	Il1rapl1		Queried	0.296626354141083	AC	
AC18	Il1rapl2		Queried	0.280067489644924	AC	
AC18	Kcnab1		Queried	0.223329938749714	AC	
AC18	Negr1		Queried	0.228685184712889	AC	
AC18	Nrg1_ensmusg00000062991		Queried	0.295230253953497	AC	
AC18	Phactr1		Queried	0.281503814954435	AC	
AC18	Ralyl		Queried	0.256343672237348	AC	
AC18	Tmsb4x		Queried	0.239129977572767	AC	
AC19	Adarb2		Queried	0.251744958703299	AC	
AC19	Cabp1		Queried	0.135674117010159	AC	
AC19	Cntnap2		Queried	0.301337898568525	AC	
AC19	Col25a1		Queried	0.226687044254756	AC	
AC19	Cpne8		Queried	0.185154509715204	AC	
AC19	Dab1		Queried	0.275779102624233	AC	
AC19	Efna5		Queried	0.162447854984231	AC	
AC19	Hs6st3		Queried	0.257897835230468	AC	
AC19	Khdrbs3		Queried	0.151846883597265	AC	
AC19	Lhfp		Queried	0.203514369065078	AC	
AC19	Nrg1_ensmusg00000062991		Queried	0.159050769003075	AC	
AC19	Nxph2	Curated			AC	
AC19	Pcdh15		Queried	0.256135384248525	AC	
AC19	Prkg1		Queried	0.165228824545572	AC	
AC19	Ptprk		Queried	0.261224888669985	AC	
AC19	Tfap2b		Queried	0.142421944093845	AC	
AC19	Wwox		Queried	0.345088228796772	AC	
AC2	C1ql1		Queried	0.424057444625612	AC	
AC2	Cntnap5a		Queried	0.377859989263763	AC	
AC2	Crybb3	Curated			AC	
AC2	Gabrg3		Queried	0.745716471246877	AC	
AC2	Grm7		Queried	0.385244409533476	AC	
AC2	Id4		Queried	0.622734858451205	AC	
AC2	Kcna6		Queried	0.66337650764406	AC	
AC2	Lhfp		Queried	0.525347994077916	AC	
AC2	Maf		Queried	1.35050429365248	AC	
AC2	Pcdh7		Queried	1.31044666607013	AC	
AC2	Pex5l		Queried	0.697170445192482	AC	
AC2	Ptn		Queried	0.439594009348769	AC	
AC2	Ptprd		Queried	0.695097813776163	AC	
AC2	Rbfox1		Queried	0.380587014569347	AC	
AC2	Stxbp6		Queried	0.410282113566525	AC	
AC20	Dpf3		Queried	0.269180786695298	AC	
AC20	Gabrg3		Queried	0.390629595107129	AC	
AC20	Gad1		Queried	0.347556115271649	AC	
AC20	Grm8		Queried	0.312927107498528	AC	
AC20	Gucy1a1		Queried	0.32295415994515	AC	
AC20	Il1rapl2		Queried	0.280625644586841	AC	
AC20	Lsamp		Queried	0.249212473534354	AC	
AC20	Ncam2		Queried	0.307589318733078	AC	
AC20	Nlgn1		Queried	0.2320590613839	AC	
AC20	Pcdh7		Queried	0.259879403820603	AC	
AC20	Pcdh9		Queried	0.655432038061531	AC	
AC20	Pde10a		Queried	0.246920040022303	AC	
AC20	Ralyl		Queried	0.304992417871338	AC	
AC20	Sema3a	Curated			AC	
AC20	Shisa8		Queried	0.241877740635866	AC	
AC20	Tafa1		Queried	0.250029844163279	AC	
AC20	Zfhx3		Queried	0.414419792638943	AC	
AC20	Zmat4		Queried	0.330036269093963	AC	
AC21	Ai593442		Queried	0.232624864055259	AC	
AC21	C1ql1		Queried	0.223000302049912	AC	
AC21	C1ql3		Queried	0.269415973458236	AC	
AC21	Cntn5		Queried	0.320463000785951	AC	
AC21	Cpne5		Queried	0.213667092433373	AC	
AC21	Elavl2	Curated	Queried	0.316481258778322	AC	
AC21	Lmo4		Queried	0.288515561684631	AC	
AC21	Lrrc4c		Queried	0.320500263040202	AC	
AC21	Ncam2		Queried	0.239918746514239	AC	
AC21	Olfm3		Queried	0.201631331820935	AC	
AC21	Pcdh9		Queried	0.405628883953495	AC	
AC21	Robo1		Queried	0.44276752372467	AC	
AC21	Scg2		Queried	0.22718234617664	AC	
AC21	Snca		Queried	0.193322441653287	AC	
AC21	Stmn2		Queried	0.206587533960499	AC	
AC21	Tac1		Queried	0.435990087508893	AC	
AC21	Tenm1		Queried	0.205468676639681	AC	
AC22	C1ql1		Queried	0.388045058633779	AC	
AC22	Cbln2		Queried	0.251381957001439	AC	
AC22	Cbln4	Curated	Queried	0.511309694620578	AC	
AC22	Csmd1		Queried	0.327181261869144	AC	
AC22	Egfem1		Queried	0.235698964834418	AC	
AC22	Erbb4		Queried	0.304196449360259	AC	
AC22	Gabrb1		Queried	0.288959928989008	AC	
AC22	Kirrel3		Queried	0.306209468595683	AC	
AC22	Meis2		Queried	0.289167270312043	AC	
AC22	Nfia		Queried	0.224679458861105	AC	
AC22	Opcml		Queried	0.344691976430472	AC	
AC22	Ralyl		Queried	0.354133319483936	AC	
AC22	Rbfox1		Queried	0.219803979535251	AC	
AC22	Rnf220		Queried	0.333152880136033	AC	
AC22	Schip1		Queried	0.343816571066157	AC	
AC22	Sorcs1		Queried	0.220184670962645	AC	
AC22	Tenm1		Queried	0.226261506577822	AC	
AC22	Vip		Queried	0.917217238824076	AC	
AC23	Ai593442		Queried	0.193510232337921	AC	
AC23	Aldoc		Queried	0.308836443041989	AC	
AC23	Ank2		Queried	0.311108908172282	AC	
AC23	Ank3		Queried	0.337492363288744	AC	
AC23	Caln1		Queried	0.308333577866298	AC	
AC23	Kcnip1		Queried	0.226891614962121	AC	
AC23	Lamp5		Queried	0.281277618000115	AC	
AC23	Mgat4c		Queried	0.237472574599813	AC	
AC23	Nrg1_ensmusg00000062991		Queried	0.399267088251054	AC	
AC23	Opcml		Queried	0.393190949760541	AC	
AC23	P3h2		Queried	0.237475885877594	AC	
AC23	Pcdh17		Queried	0.332669778819107	AC	
AC23	Pcdh9		Queried	0.361295451701402	AC	
AC23	Prkca		Queried	0.328648861546708	AC	
AC23	Ptprm		Queried	0.314844331673403	AC	
AC23	Rasgrp1	Curated			AC	
AC23	Robo1		Queried	0.30946645773547	AC	
AC23	Scg2		Queried	0.494880605712392	AC	
AC23	Slc8a1		Queried	0.214519804200486	AC	
AC23	Sorcs1		Queried	0.202432437626285	AC	
AC23	Tenm1		Queried	0.277542712727302	AC	
AC24	Cntnap5b		Queried	0.188935408567342	AC	
AC24	Ebf1		Queried	0.155860389136241	AC	
AC24	Gpc6		Queried	0.156146593846689	AC	
AC24	Hif1a		Queried	0.187622598742048	AC	
AC24	Kcnb2		Queried	0.176036072586128	AC	
AC24	Kctd16		Queried	0.135644882331008	AC	
AC24	Lrfn5		Queried	0.158434915305467	AC	
AC24	Lrp1b		Queried	0.141078389975073	AC	
AC24	Neurod6	Curated			AC	
AC24	Pcdh9		Queried	0.230851983451108	AC	
AC24	Ppp1r17		Queried	0.362021123835338	AC	
AC24	Prkg1		Queried	0.21766237122652	AC	
AC24	Resp18		Queried	0.13022460785471	AC	
AC24	Sorcs3		Queried	0.135934073230208	AC	
AC25	Adamtsl1		Queried	0.464545874923382	AC	
AC25	Adgrb3		Queried	0.221112744840488	AC	
AC25	C1ql1		Queried	0.21782704057037	AC	
AC25	Calb2		Queried	0.802290278300499	AC	
AC25	Camk2d		Queried	0.200545888925139	AC	
AC25	Chgb		Queried	0.214571576971646	AC	
AC25	Cntnap5a		Queried	0.229062317394819	AC	
AC25	Dlgap2		Queried	0.236128093843565	AC	
AC25	Galntl6		Queried	0.601599961903976	AC	
AC25	Gpc6		Queried	0.204523456879624	AC	
AC25	Hs6st3		Queried	0.221830463597523	AC	
AC25	Il1rapl2		Queried	0.285197308744463	AC	
AC25	Khdrbs3		Queried	0.250250624831845	AC	
AC25	Opcml		Queried	0.295558263639605	AC	
AC25	Pcp4		Queried	0.28490357562733	AC	
AC25	Pou6f2		Queried	0.222960375614861	AC	
AC25	Robo2		Queried	0.245788796958216	AC	
AC25	Stmn2		Queried	0.200098306587468	AC	
AC25	Tpbg	Curated			AC	
AC26	Abi3bp	Curated			AC	
AC26	Csmd1		Queried	0.373540380271589	AC	
AC26	Dcc		Queried	0.345233073589832	AC	
AC26	Emb		Queried	0.168778112427201	AC	
AC26	Epha5		Queried	0.199646137745421	AC	
AC26	Kcnip1		Queried	0.178986416319352	AC	
AC26	Mgat4c		Queried	0.295257859217053	AC	
AC26	Nfia		Queried	0.244751938093786	AC	
AC26	Nrg1_ensmusg00000062991		Queried	0.431630685483588	AC	
AC26	Nrsn1		Queried	0.224242374841864	AC	
AC26	Ntrk3		Queried	0.157631215863954	AC	
AC26	Plcb1		Queried	0.169201717821032	AC	
AC26	Ptprm		Queried	0.162298862379527	AC	
AC26	Ralyl		Queried	0.214345912339681	AC	
AC26	Scg2		Queried	0.465676148547764	AC	
AC26	Vip		Queried	0.196592216164591	AC	
AC27	Cadm1		Queried	0.240937305796668	AC	
AC27	Car10		Queried	0.241686531651925	AC	
AC27	Cntnap2		Queried	0.282356461717268	AC	
AC27	Dmd		Queried	0.233452553771054	AC	
AC27	Dpp6		Queried	0.266612646803621	AC	
AC27	Filip1l		Queried	0.226951282787865	AC	
AC27	Galntl6		Queried	0.712964553227884	AC	
AC27	Igsf3	Curated			AC	
AC27	Inpp4b		Queried	0.23607796018853	AC	
AC27	Kirrel3		Queried	0.250148265489709	AC	
AC27	Lrrtm4		Queried	0.228007309622358	AC	
AC27	Pcp4		Queried	0.513652800135846	AC	
AC27	Pde4b		Queried	0.237187851054594	AC	
AC27	Pex5l		Queried	0.236115815473152	AC	
AC27	Synpr		Queried	0.257496414435458	AC	
AC27	Tenm4		Queried	0.255591768198141	AC	
AC27	Unc13c		Queried	0.313490491247918	AC	
AC27	Unc5d		Queried	0.331152157756082	AC	
AC27	Zfhx3		Queried	0.235221185410321	AC	
AC28	Brinp3		Queried	0.505285504518828	AC	
AC28	Car10		Queried	0.274158627977625	AC	
AC28	Dab1		Queried	0.229923863594353	AC	
AC28	Dcc		Queried	0.263321317994183	AC	
AC28	Erbb4		Queried	0.204610657824483	AC	
AC28	Fgf14		Queried	0.4885091692476	AC	
AC28	Hs6st3		Queried	0.304704287488957	AC	
AC28	Mdga2		Queried	0.270554347773303	AC	
AC28	Nfib	Curated			AC	
AC28	Ntm		Queried	0.198050186869147	AC	
AC28	Ntng1		Queried	0.20237538233421	AC	
AC28	Opcml		Queried	0.295789652783351	AC	
AC28	Pcdh17		Queried	0.435389528304804	AC	
AC28	Pde10a		Queried	0.242132349983186	AC	
AC28	Sgcd		Queried	0.34471155546287	AC	
AC29	Csmd1		Queried	0.313864495184925	AC	
AC29	Dmd		Queried	0.228662931612083	AC	
AC29	Galntl6		Queried	0.281082810919196	AC	
AC29	Glra1	Curated	Queried	0.26492811706092	AC	
AC29	Id4		Queried	0.15543962181916	AC	
AC29	Khdrbs3		Queried	0.141687952779599	AC	
AC29	Lrp1b		Queried	0.219001996707313	AC	
AC29	Meis2		Queried	0.133503782078004	AC	
AC29	Myo16		Queried	0.164151775090636	AC	
AC29	Nckap5		Queried	0.132533907952374	AC	
AC29	Nell1		Queried	0.286005721820607	AC	
AC29	Opcml		Queried	0.17491331812861	AC	
AC29	Pcdh9		Queried	0.343734522713625	AC	
AC29	Pcp4l1		Queried	0.151483950860769	AC	
AC29	Shisa8		Queried	0.166364869937702	AC	
AC29	Tmem108		Queried	0.154767845049512	AC	
AC29	Vstm2b		Queried	0.187514614481913	AC	
AC29	Zeb2		Queried	0.148533375718393	AC	
AC3	Apba1		Queried	0.137508678319835	AC	
AC3	Calm1		Queried	0.133225938466997	AC	
AC3	Car2		Queried	0.279300631103401	AC	
AC3	Csmd3		Queried	0.198227047591435	AC	
AC3	Dab1		Queried	0.199277294948015	AC	
AC3	Dync1i1		Queried	0.145284391384903	AC	
AC3	Eif1b		Queried	0.165396083374547	AC	
AC3	Gjd2	Curated			AC	
AC3	Kcnma1		Queried	0.250018832405429	AC	
AC3	Magi2		Queried	0.186405454043047	AC	
AC3	Nebl		Queried	0.148837060490028	AC	
AC3	Nfia		Queried	0.137001236583494	AC	
AC3	Nrg1_ensmusg00000062991		Queried	0.342468205394228	AC	
AC3	Pak5		Queried	0.171966519109803	AC	
AC3	Pde8b		Queried	0.161092495060814	AC	
AC3	Rbfox1		Queried	0.167208248467497	AC	
AC30	Calb2		Queried	0.264034832407248	AC	
AC30	Cntn5		Queried	0.476323028814084	AC	
AC30	Egfem1		Queried	0.226606867100432	AC	
AC30	Grid2		Queried	0.257961458923111	AC	
AC30	Igfbp5	Curated			AC	
AC30	Lgr5		Queried	0.168744280757635	AC	
AC30	Lrfn5		Queried	0.263164398187349	AC	
AC30	Lrp1b		Queried	0.169127685331775	AC	
AC30	Nlgn1		Queried	0.169163652604928	AC	
AC30	Ppp1r17		Queried	0.192726140678502	AC	
AC30	Stmn1		Queried	0.214185269196362	AC	
AC31	Cacng3		Queried	0.221377070660707	AC	
AC31	Cdh20		Queried	0.339841322747773	AC	
AC31	Chgb		Queried	0.265284133389086	AC	
AC31	Csmd1		Queried	0.406579532045739	AC	
AC31	Cxcl14		Queried	0.351596168087462	AC	
AC31	Filip1l		Queried	0.220004518017861	AC	
AC31	Hs6st3		Queried	0.249956231729002	AC	
AC31	Il1rapl2		Queried	0.252474235214928	AC	
AC31	Pcp4		Queried	0.189235121230717	AC	
AC31	Pcsk2		Queried	0.236133042276491	AC	
AC31	Ptprd		Queried	0.234370817579073	AC	
AC31	Stxbp6	Curated	Queried	0.214555349130617	AC	
AC31	Tac1		Queried	0.654609655192712	AC	
AC31	Tafa2		Queried	0.199708522941482	AC	
AC31	Tpbg		Queried	0.434526062819512	AC	
AC31	Zfhx3		Queried	0.211440069334923	AC	
AC31	Zmat4		Queried	0.190272991345237	AC	
AC32	Adarb2		Queried	0.715352194371419	AC	
AC32	Cdh18		Queried	0.372192295038353	AC	
AC32	Cntnap5a		Queried	0.532915674996419	AC	
AC32	Kcna6		Queried	0.390007054355119	AC	
AC32	Kcnip1		Queried	0.335372484830318	AC	
AC32	Lingo2		Queried	0.471517084189077	AC	
AC32	Maf		Queried	0.720028279081833	AC	
AC32	Ncam2		Queried	0.288694250560509	AC	
AC32	Pcdh7		Queried	0.667231710184978	AC	
AC32	Pcdh9		Queried	0.395862005900093	AC	
AC32	Plcb1		Queried	0.314318876267105	AC	
AC32	Ptprd		Queried	0.35248582867186	AC	
AC32	Ramp3	Curated			AC	
AC32	Sorcs3		Queried	0.319328901157876	AC	
AC32	Tac1		Queried	0.535128834791318	AC	
AC32	Tfap2b		Queried	0.354849850702399	AC	
AC32	Zeb2		Queried	0.396811385967348	AC	
AC33	Asic2		Queried	0.147825285039347	AC	
AC33	Cpne8		Queried	0.153190731085872	AC	
AC33	Csmd1		Queried	0.151022291358104	AC	
AC33	Efna5		Queried	0.161056662000681	AC	
AC33	Gabrg3		Queried	0.204592400408432	AC	
AC33	Lamp5		Queried	0.21474734887274	AC	
AC33	Mast4		Queried	0.189630218565104	AC	
AC33	Ntm		Queried	0.441884253162095	AC	
AC33	Pcp4		Queried	0.210469245327387	AC	
AC33	Pcsk2		Queried	0.264981378355975	AC	
AC33	Rbfox1		Queried	0.346481168883394	AC	
AC33	Robo3	Curated			AC	
AC33	Schip1		Queried	0.144439316482386	AC	
AC33	Spock1		Queried	0.168561439570964	AC	
AC33	Tafa1		Queried	0.33636044294723	AC	
AC33	Tfap2b		Queried	0.173622746589249	AC	
AC33	Zeb2		Queried	0.152254489569146	AC	
AC34	C1ql1		Queried	0.187161268739886	AC	
AC34	Cbln2		Queried	0.232719753082521	AC	
AC34	Cdh20		Queried	0.20805653824437	AC	
AC34	Cdkn1c		Queried	0.219716707233271	AC	
AC34	Csmd1		Queried	0.220001614852935	AC	
AC34	Itm2c		Queried	0.140145482538787	AC	
AC34	Kirrel3		Queried	0.227829166169299	AC	
AC34	Map1b		Queried	0.280014074115875	AC	
AC34	Nap1l1		Queried	0.145244682961707	AC	
AC34	Nav3		Queried	0.14363953779524	AC	
AC34	Pcdh15		Queried	0.173116947061148	AC	
AC34	Pcdh7		Queried	0.45408013842409	AC	
AC34	Pcp4		Queried	0.327441679341091	AC	
AC34	Ralyl		Queried	0.156139906795484	AC	
AC34	Rbfox1		Queried	0.348957210677919	AC	
AC34	Serpine2		Queried	0.221087580409353	AC	
AC34	Sox5		Queried	0.151590074859689	AC	
AC34	Stmn1		Queried	0.175388581226327	AC	
AC34	Tpm2	Curated			AC	
AC35	2010007h06rik	Curated			AC	
AC35	A930001a20rik		Queried	0.27797731385607	AC	
AC35	Adamtsl1		Queried	0.237030652568142	AC	
AC35	Brinp3		Queried	0.135101279109864	AC	
AC35	Car3		Queried	0.286996424024456	AC	
AC35	Galnt13		Queried	0.140988597446873	AC	
AC35	Glra3		Queried	0.159426813767343	AC	
AC35	Gria1		Queried	0.166104716952501	AC	
AC35	Hpgd		Queried	0.136940519541425	AC	
AC35	Kirrel3		Queried	0.149510114631495	AC	
AC35	Opcml		Queried	0.254316133186257	AC	
AC35	Pcdh17		Queried	0.123011231090557	AC	
AC35	Ppp1r17		Queried	0.198511962725582	AC	
AC35	Ralyl		Queried	0.265994763973345	AC	
AC35	Sgcz		Queried	0.477760659247285	AC	
AC35	Snhg11		Queried	0.122159292582363	AC	
AC35	Trhde		Queried	0.216460887509396	AC	
AC36	Atrnl1		Queried	0.186155166440589	AC	
AC36	Brinp3		Queried	0.178311576037501	AC	
AC36	Calb2		Queried	0.328690512931256	AC	
AC36	Col25a1		Queried	0.317596648288442	AC	
AC36	Dmd		Queried	0.210143792604305	AC	
AC36	Erbb4		Queried	0.167918095452297	AC	
AC36	Galntl6		Queried	0.200159394502306	AC	
AC36	Igfbp7		Queried	0.194790672172951	AC	
AC36	Kcnip4		Queried	0.412484650389713	AC	
AC36	Kctd12	Curated			AC	
AC36	Lrrtm4		Queried	0.202284896836021	AC	
AC36	Mgat4c		Queried	0.212129537457765	AC	
AC36	Nkain3		Queried	0.197309492061166	AC	
AC36	Pcdh7		Queried	0.164720988874687	AC	
AC36	Pcp4		Queried	0.243799593729949	AC	
AC36	Spock3		Queried	0.181960106530387	AC	
AC36	Tac1		Queried	0.246103824893281	AC	
AC36	Tafa1		Queried	0.266824776524602	AC	
AC36	Zfhx3		Queried	0.193013312441917	AC	
AC37	Adcy8		Queried	0.203726300643334	AC	
AC37	Crh	Curated			AC	
AC37	Efna5		Queried	0.18586588647396	AC	
AC37	Epha5		Queried	0.191819215327259	AC	
AC37	Foxp1		Queried	0.229885432982692	AC	
AC37	Gabrb1		Queried	0.301024567057785	AC	
AC37	Glul		Queried	0.197101160512682	AC	
AC37	Hs6st3		Queried	0.370663484669723	AC	
AC37	Kcnip1		Queried	0.186318377326376	AC	
AC37	Kirrel3		Queried	0.187094437134034	AC	
AC37	Lmo4		Queried	0.187676279708376	AC	
AC37	Nnat		Queried	0.390922818430714	AC	
AC37	Plcb1		Queried	0.188459427927862	AC	
AC37	Ptprd		Queried	0.351151038214822	AC	
AC37	Reln		Queried	0.370918218709537	AC	
AC37	Robo1		Queried	0.278025449390917	AC	
AC37	Sema6a		Queried	0.274068310438268	AC	
AC37	Tenm4		Queried	0.177217253685214	AC	
AC37	Zfp804b		Queried	0.18957092382106	AC	
AC38	Bcl11b	Curated			AC	
AC38	Car8		Queried	0.179366748104597	AC	
AC38	Dpp6		Queried	0.183708444369064	AC	
AC38	Erbb4		Queried	0.573887605768035	AC	
AC38	Frmd5		Queried	0.223471830289216	AC	
AC38	Gfra1		Queried	0.196080048375271	AC	
