Cell Type,Gene,Coefficient
AC_59,Grm8,-0.2962640007359055
AC_59,Prkg1,-0.2917631983740076
AC_59,Ftl1,-0.28909667124933014
AC_59,Dab1,-0.2875904066531368
AC_59,Slit2,-0.2837053112809753
AC_59,Zfp804a,-0.2730023288281901
AC_59,Grip1,-0.2720100603540223
AC_59,Tmsb10,-0.2625652617191553
AC_59,Kcnip4,-0.25946134585002223
AC_59,Uba52,-0.2400855638473815
AC_59,Mt1,-0.23329215838977443
AC_59,Gnb1,-0.22931150319535284
AC_59,Zeb2,-0.2287814603169911
AC_59,Lrrtm4,-0.22679301029517474
AC_59,Ncam2,-0.22582765613970238
AC_6,Olfm3,0.6529380241655871
AC_6,Igfbp2,0.6196526967758749
AC_6,Robo1,0.450543113322149
AC_6,Igfbp4,0.4027064007086427
AC_6,Cbln2,0.3971181306674227
AC_6,Prkca,0.3643193239597965
AC_6,Aldoc,0.3630106509879981
AC_6,Gabra1,0.3574924900032262
AC_6,Slc24a2,0.34392338154811464
AC_6,Cdh20,0.3151453881191262
AC_6,Astn2,0.30838883746963147
AC_6,Lrrc4c,0.29086241945673424
AC_6,Id4,0.29007570794402726
AC_6,Arhgef26,0.2830376462001492
AC_6,Gfra1,0.2759177456037962
AC_6,Pde3a,0.2617802173324361
AC_6,P3h2,0.259052811767946
AC_6,Stxbp6,0.25164924698183805
AC_6,Tshr,0.2413512361952212
AC_6,Ptpro,0.22540177097943148
AC_6,Kirrel3,-0.7579819721799185
AC_6,Unc13c,-0.4428519212408538
AC_6,Pcp4,-0.4350278292099022
AC_6,Tmsb10,-0.4042717053369703
AC_6,Chrm3,-0.3130740015357079
AC_6,Rnf220,-0.3113601860444679
AC_6,Cntnap2,-0.2959579707959489
AC_6,Anks1b,-0.2959364216535932
AC_6,Csmd1,-0.2816366233562392
AC_6,Nrxn1,-0.2619102618476743
AC_6,Grm7,-0.24802455068848112
AC_6,Rbfox1,-0.2405460152263184
AC_6,Kcnh7,-0.23892701351379703
AC_6,Car2,-0.23581003713247645
AC_6,Mgat4c,-0.23209546703306755
AC_6,Actb,-0.21484563442792753
AC_6,Glul,-0.21347208601300438
AC_6,Hs6st3,-0.2090706165393713
AC_6,Scg2,-0.20520740721975422
AC_6,Ly6h,-0.20479074393036353
AC_60,Pde11a,0.0016182854691742746
AC_60,Tnc,0.0014217567139534592
AC_60,Ankfn1,0.0005879229535520124
AC_60,Gm16618,0.00032829735355397117
AC_60,Htr2c,3.0515127062281542e-05
AC_60,Pantr1,-1.699296220094822e-05
AC_60,Pate2,-0.00038173639624550476
AC_60,Abi3bp,-0.00040557085325418693
AC_60,Rad51,-0.0005538922760697812
AC_60,Fibcd1,-0.000593536861062131
AC_60,Hmcn1,-0.0006611086136025497
AC_60,Klkb1,-0.0006989451804156194
AC_60,Gm11337,-0.0007110986681358339
AC_60,4933406J10Rik,-0.0007190995854160552
AC_60,C430042M11Rik,-0.000741675523924085
AC_60,Gm2233,-0.0007420605649548663
AC_60,Zan,-0.0007504203629114655
AC_60,Ccna2,-0.0007581162296814479
AC_60,Ccl5,-0.0007815897732562822
AC_60,Ahrr,-0.0007899060892801871
AC_60,mt-Nd1,-0.2992390306315398
AC_60,Tmsb10,-0.1683162561500363
AC_60,Actb,-0.1560329584114537
AC_60,Zfp804b,-0.1511552691288429
AC_60,Pcdh9,-0.14335688844113462
AC_60,Kcnip4,-0.13841065257975443
AC_60,Gng13,-0.13837991279947684
AC_60,Pcp4,-0.13836919064542905
AC_60,Tma7,-0.13609545931029188
AC_60,Bsg,-0.13423923477015184
AC_60,Ftl1,-0.13163859065725497
AC_60,Unc119,-0.12228512779030483
AC_60,Tmsb4x,-0.12166024288727052
AC_60,Tenm2,-0.12123314817952384
AC_60,Atp2b1,-0.11227734856175453
AC_60,Cst3,-0.11010476216025156
AC_60,Dmd,-0.10999068865664723
AC_60,Hmgn1,-0.10705422245075724
AC_60,Stmn1,-0.10612501140743318
AC_60,Pcp2,-0.10523619015141321
AC_61,Npy,0.6703760801371508
AC_61,Cdh20,0.5218556189517299
AC_61,Epha3,0.5068086195200697
AC_61,Cbln2,0.46825997930434443
AC_61,Lingo2,0.4428650566076432
AC_61,Filip1l,0.3930475291198564
AC_61,Gabrg3,0.37133362029217304
AC_61,Zmat4,0.3409925963070929
AC_61,Npnt,0.2978898368220811
AC_61,Spock1,0.2707914932645231
AC_61,Nkain3,0.27075286766350004
AC_61,C1ql1,0.26543940906238583
AC_61,Lrrtm4,0.2646415813856294
AC_61,Pou3f1,0.256439017526232
AC_61,C1ql2,0.25413592390728323
AC_61,Grid2,0.2522047792886566
AC_61,Csmd1,0.24259325542977855
AC_61,Tfap2b,0.237781866614728
AC_61,Dlgap2,0.2354951791785154
AC_61,Erbb4,0.22998920405889162
AC_61,Kcnip4,-0.6216234309849398
AC_61,mt-Nd1,-0.5831285872090419
AC_61,Dmd,-0.4495746424513336
AC_61,Tenm2,-0.44051056392362864
AC_61,Calb2,-0.41301651445528514
AC_61,Gng13,-0.39820541606433063
AC_61,Bc1,-0.39467767499907097
AC_61,Nefl,-0.3828161091344561
AC_61,Pcp4,-0.35552512959443433
AC_61,Tmsb10,-0.3351605720052099
AC_61,Sncg,-0.32921302325207247
AC_61,Unc119,-0.31967122107762047
AC_61,Asic2,-0.3107070173316917
AC_61,Cmss1,-0.3091206944419087
AC_61,Pcp2,-0.28955328452587215
AC_61,Sag,-0.28601734798758516
AC_61,Rho,-0.2855855565255535
AC_61,Tmsb4x,-0.28142664841263787
AC_61,Mgat4c,-0.2807521001526541
AC_61,Bsg,-0.2735363341810799
AC_62,Cpm,0.0004275193521642718
AC_62,Fam110d,-0.0003021813943873691
AC_62,C79798,-0.0005428111437404694
AC_62,Klkb1,-0.0006933661418651871
AC_62,Gm11337,-0.0007057970681810339
AC_62,4933406J10Rik,-0.0007143302684634966
AC_62,Gm2233,-0.0007372179372313714
AC_62,C430042M11Rik,-0.0007372832919776751
AC_62,Zan,-0.000744584683519316
AC_62,Ccna2,-0.0007523391844022406
AC_62,Ccl5,-0.0007738718869732598
AC_62,Tnc,-0.0007756877403830776
AC_62,Ahrr,-0.0007838591685981738
AC_62,Gm11754,-0.0007872403726174817
AC_62,Marveld3,-0.0007923749033600471
AC_62,Ccdc180,-0.0007933896899701
AC_62,Tpo,-0.0007974180062321799
AC_62,Gm31135,-0.0007983721163105425
AC_62,A230083N12Rik,-0.0007988023316065337
AC_62,Ptcra,-0.0008141401164599515
AC_62,mt-Nd1,-0.2991414805027
AC_62,Tmsb10,-0.16703177474901487
AC_62,Actb,-0.1550356253765526
AC_62,Zfp804b,-0.15221727949831051
AC_62,Pcdh9,-0.14849781647324944
AC_62,Kcnip4,-0.14184344725499493
AC_62,Pcp4,-0.14177614924272094
AC_62,Gng13,-0.13735009086235483
AC_62,Tma7,-0.13712994806033874
AC_62,Bsg,-0.13485319989801245
AC_62,Ftl1,-0.13112853119785162
AC_62,Tenm2,-0.12257709864102005
AC_62,Tmsb4x,-0.12179152599789657
AC_62,Unc119,-0.12131608581282391
AC_62,Atp2b1,-0.11743233243054248
AC_62,Dmd,-0.10966149115558202
AC_62,Cst3,-0.10947799145380867
AC_62,Hcn1,-0.10915736431934192
AC_62,Hmgn1,-0.10606047736415028
AC_62,Prkg1,-0.1049270402803336
AC_63,Tac2,0.31756001086674124
AC_63,Tac1,0.17802962545768342
AC_63,Fgf14,0.15507269509831723
AC_63,Nrg1_ENSMUSG00000062991,0.15489454845566702
AC_63,Dpp10,0.15211059690866685
AC_63,Mgat4c,0.15119314550093163
AC_63,Tenm1,0.14961296883464087
AC_63,Resp18,0.13883604334619737
AC_63,Scg2,0.13037409421064405
AC_63,Cartpt,0.13012689687160167
AC_63,Frmpd4,0.10990817281060763
AC_63,Vgf,0.10885521606842818
AC_63,Sorcs1,0.10136698072568219
AC_63,Nav3,0.10042047677578504
AC_63,Nrg3,0.09122623604095906
AC_63,Kalrn,0.09115783931468813
AC_63,Galntl6,0.08749567010475487
AC_63,Robo1,0.08087799854292321
AC_63,Lrp1b,0.07318940485442645
AC_63,Dlgap1,0.07197961969513532
AC_63,mt-Nd1,-0.35571397590464
AC_63,Ftl1,-0.29863816474092764
AC_63,Actb,-0.2813025301792902
AC_63,Gng13,-0.23760559127662026
AC_63,Unc119,-0.23131176813166998
AC_63,Tenm2,-0.22270381485040006
AC_63,Pcp4,-0.21605790179692524
AC_63,Tma7,-0.21241965642766603
AC_63,Tmsb10,-0.21093014721065778
AC_63,Tmsb4x,-0.21025058511348682
AC_63,Hmgn1,-0.18751769667346352
AC_63,Pcp2,-0.17400190760451004
AC_63,Gngt1,-0.17103882160425005
AC_63,Car2,-0.17039758929538396
AC_63,Mt1,-0.16486423007382855
AC_63,Atp2b1,-0.1583144787966172
AC_63,Pcdh15,-0.15831316610579318
AC_63,Hcn1,-0.1539364814244224
AC_63,Ubc,-0.1527279172889233
AC_63,Trpm3,-0.1469911083777709
AC_7,Cxcl14,1.0572985555517898
AC_7,Kcnip4,0.8867180262134244
AC_7,Robo1,0.8267943806989126
AC_7,Pcdh17,0.6708110652567651
AC_7,Npnt,0.5921599159736862
AC_7,Chst9,0.5785451897740012
AC_7,Reln,0.49587521812871954
AC_7,Cntn5,0.4792336477295891
AC_7,Zmat4,0.4228743889568094
AC_7,AI593442,0.41603914549498766
AC_7,Prkg1,0.4152834479425001
AC_7,Dach2,0.3984674497905346
AC_7,Stxbp6,0.3984355567492972
AC_7,Tac1,0.3727011406514583
AC_7,Gad2,0.3525053020235912
AC_7,C1ql2,0.3407976832171025
AC_7,Nkain2,0.33844861929359515
AC_7,Sema6a,0.33673379623481264
AC_7,Tmem132c,0.3358868125973411
AC_7,Gas7,0.3201372562151734
AC_7,Maf,-1.1810070518701141
AC_7,mt-Nd1,-0.730477365297338
AC_7,Pcdh7,-0.6716114338699667
AC_7,Trpm3,-0.6053742369437309
AC_7,Ptn,-0.5717807863608545
AC_7,Gabrg3,-0.5367005499360264
AC_7,Cntn4,-0.5287372764030632
AC_7,Kcna6,-0.5275900700458008
AC_7,Pex5l,-0.500371925363667
AC_7,Lingo2,-0.47352091283464876
AC_7,Cntnap5a,-0.4558976198194745
AC_7,Igfbp4,-0.45291613703918154
AC_7,Lrrc4c,-0.4268687570538051
AC_7,Zfp804a,-0.4202181752214291
AC_7,Tenm3,-0.4192931247410882
AC_7,Cst3,-0.37226530198091873
AC_7,Mt1,-0.3499436977352146
AC_7,Pde4b,-0.3498135570848899
AC_7,Tjp1,-0.33065709097728635
AC_7,Tfap2b,-0.3267651063715719
AC_8,Kirrel3,0.8411197574944571
AC_8,Unc13c,0.4784924139513386
AC_8,Rnf220,0.4485399981059567
AC_8,Car2,0.42437579720557195
AC_8,C1ql1,0.3853822791328542
AC_8,Lrrc4c,0.36601432568034353
AC_8,Tfap2b,0.3635795649870659
AC_8,Chrm3,0.3290073422345491
AC_8,Sdk1,0.3132463583860685
AC_8,Gng8,0.29982113266969546
AC_8,Sox5,0.2981110826120935
AC_8,Cdkn1c,0.2653124448490384
AC_8,Galnt17,0.2587543585647183
AC_8,C1ql2,0.25663862404582316
AC_8,Ralyl,0.24374898899945238
AC_8,Sema6a,0.24287669564992745
AC_8,Kcnab1,0.23775517155420275
AC_8,Cntnap2,0.2079781031364849
AC_8,Cpne5,0.20603033822349637
AC_8,Chgb,0.20562961777142746
AC_8,mt-Nd1,-0.6392800981767639
AC_8,Nav2,-0.3628781448615107
AC_8,Nrg1_ENSMUSG00000062991,-0.33728218797152526
AC_8,Bc1,-0.3126100958933507
AC_8,Gabra1,-0.31058160020653885
AC_8,Kcnip4,-0.2943821589717692
AC_8,Kctd8,-0.2918929570698796
AC_8,Astn2,-0.2851754752039338
AC_8,Cdh20,-0.28177339842992616
AC_8,Rbfox1,-0.2806243601054592
AC_8,Aldoc,-0.27586160215056404
AC_8,Actb,-0.2694034208727192
AC_8,Zfp804a,-0.2672466421149098
AC_8,Slc24a2,-0.26595798905541956
AC_8,Esrrg,-0.26080813201032277
AC_8,Cartpt,-0.2571044415498007
AC_8,Pcdh9,-0.2565776609101246
AC_8,Stxbp6,-0.2469242329991191
AC_8,Igfbp4,-0.24497551156557928
AC_8,Tenm2,-0.2388491108320769
AC_9,Trhde,0.4904477221624359
AC_9,Shisa9,0.4647151338090868
AC_9,Kcnip4,0.3942514427603274
AC_9,Tafa1,0.38201242243100786
AC_9,Mgat4c,0.3584315810414848
AC_9,A930001A20Rik,0.35682753103356024
AC_9,Lamp5,0.31600284892916647
AC_9,Slc6a1,0.2874313033436479
AC_9,Egfem1,0.28517759286082744
AC_9,Sorcs1,0.2844913379397812
AC_9,Trpc4,0.25638815548392646
AC_9,Grid2,0.2558990315680479
AC_9,Spock3,0.25429333178436475
AC_9,Nfia,0.2490620758006058
AC_9,Prkg1,0.23004097725988062
AC_9,Zfp804a,0.21713580440669156
AC_9,Hpgd,0.2139291326439595
AC_9,Tfap2b,0.20703504101970055
AC_9,Kirrel3,0.19597672874744942
AC_9,Car2,0.19580190505970618
AC_9,mt-Nd1,-0.4741577639332268
AC_9,Cntnap2,-0.41705809953782624
AC_9,Rbfox1,-0.37986998814759587
AC_9,Tenm2,-0.31931603575171713
AC_9,Ralyl,-0.28230468980402473
AC_9,Lrrc4c,-0.27543041735154006
AC_9,Actb,-0.2492396074243435
AC_9,Pcdh9,-0.24287879410194813
AC_9,Nrxn1,-0.242112417007064
AC_9,Gria3,-0.2418710327778743
AC_9,Lrrtm4,-0.22907029261646453
AC_9,Nlgn1,-0.22762050488118135
AC_9,Zeb2,-0.22710413286750306
AC_9,Dkk3,-0.22672175528710836
AC_9,Gpc6,-0.22403177545170283
AC_9,Slc8a1,-0.20560616215120497
AC_9,Mt1,-0.20359996784607187
AC_9,Pcdh7,-0.20164638150755304
AC_9,Cacng3,-0.19925279609171895
AC_9,Car3,-0.19662330341335066
Astrocyte,Hspa1a,0.4275818109864072
Astrocyte,Eftud2,0.40560641310407597
Astrocyte,Creb5,0.32015151581674595
Astrocyte,Fos,0.3082817803571528
Astrocyte,Fosb,0.29657165458574236
Astrocyte,Vcl,0.2906782868278312
Astrocyte,Gfap,0.2603657537934283
Astrocyte,S100b,0.24265880036630016
Astrocyte,Atf3,0.22701146081107865
Astrocyte,Mt2,0.22688499761783534
Astrocyte,Ccn1,0.21714857804772886
Astrocyte,Wwtr1,0.18778548592486097
Astrocyte,Egr1,0.18733633875785716
Astrocyte,Dnajb1,0.17777269110520133
Astrocyte,Aldoc,0.17152747906470156
Astrocyte,Junb,0.169427141314123
Astrocyte,Zswim6,0.16404210405184594
Astrocyte,Csrp1,0.16352127879741762
Astrocyte,Ppp1r15a,0.16086872633207452
Astrocyte,Mlc1,0.1576760806188205
Astrocyte,Actb,-0.47678841892550955
Astrocyte,Basp1,-0.3490410337583755
Astrocyte,Uba52,-0.3417763593715699
Astrocyte,Ccn2,-0.3165179162780951
Astrocyte,Tmsb10,-0.2802697716758369
Astrocyte,Tmsb4x,-0.27804490408343385
Astrocyte,Bsg,-0.25983033886948553
Astrocyte,Ftl1,-0.24824271206207751
Astrocyte,Bc1,-0.24724903932368672
Astrocyte,Pax6,-0.24600264075728867
Astrocyte,mt-Nd1,-0.24416914081708296
Astrocyte,Xist,-0.24395550923935036
Astrocyte,Gnb1,-0.21110098643045289
Astrocyte,Cmss1,-0.20194388534730187
Astrocyte,Dapl1,-0.18454480205654714
Astrocyte,Igfbp7,-0.18435312170058155
Astrocyte,Stmn1,-0.1809757246374214
Astrocyte,Car2,-0.18080095400049928
Astrocyte,Glul,-0.17715663421380493
Astrocyte,Flt1,-0.16637007984116906
BC,Apoe,1.0525431044314495
BC,Cst3,0.7139674591517913
BC,Hbb-bs,0.6932850905788551
BC,Hba-a1,0.6423355002072743
BC,Glul,0.6147581461540808
BC,Hba-a2,0.6078084789203341
BC,Ncam2,0.525270955630892
BC,Csmd1,0.4729130476495426
BC,Tnnt1,0.40663229876757334
BC,Cck,0.3981925416445253
BC,Hbb-bt,0.39596579947510085
BC,Trpm3,0.3590405005461554
BC,Rpa1,0.3551950104324041
BC,Cnmd,0.34281063851429894
BC,Tmsb4x,0.33911286866311263
BC,Slc1a3,0.33533233283310016
BC,Ikzf2,0.3261098701980462
BC,Bcl6,0.3199029716726436
BC,Asic2,0.31894269732928426
BC,St18,0.3172416070793635
BC,mt-Nd1,-0.8324566454534924
BC,Uba52,-0.6243611291470087
BC,Cdh18,-0.6084230111114471
BC,Bc1,-0.49038700885234526
BC,Tmsb10,-0.47603933085939343
BC,Pcp2,-0.46079012975941125
BC,Dlg4,-0.44669404470980445
BC,Nfix,-0.4455681950777902
BC,Flt1,-0.4384771510023601
BC,Lbh,-0.42052432995292327
BC,Junb,-0.4180599402134859
BC,Pnn,-0.41373881896049136
BC,Gabra1,-0.39423109449613514
BC,Btg2,-0.3895919192752504
BC,Ebf1,-0.38450993295467645
BC,Klf2,-0.3810734828463309
BC,Lrtm1,-0.37334521070311516
BC,Rpgrip1,-0.36620467512888155
BC,Taok3,-0.3606639183536393
BC,Nav2,-0.36050446534123803
BC1A,Pcdh17,1.0071172889706177
BC1A,Slit2,0.6429563477557108
BC1A,Rpgrip1,0.44750192237813347
BC1A,Gabra1,0.41291903490577897
BC1A,Fezf2,0.4086573724580655
BC1A,A930003A15Rik,0.40540683066456246
BC1A,Tmeff2,0.40110714193881025
BC1A,Fat4,0.35294636512653194
BC1A,Mylk,0.3325967282764446
BC1A,Gabrb1,0.32877242493566966
BC1A,Galntl6,0.3221987501453197
BC1A,Tacr3,0.321232164261265
BC1A,Klhl5,0.2944860638236465
BC1A,Tafa3,0.2771883301457123
BC1A,Pals2,0.2751991159540406
BC1A,Bhlhe23,0.24901660113978177
BC1A,Ldb2,0.21701287461385557
BC1A,Tenm3,0.21327578339508443
BC1A,Frmd3,0.21180832929563073
BC1A,Pde1a,0.20924932648877204
BC1A,Nxph1,-0.4239659268557895
BC1A,Gng13,-0.42082947567144646
BC1A,Grik1,-0.41128536510706415
BC1A,Scg2,-0.40347993963503115
BC1A,Gsg1,-0.3978991431007494
BC1A,Ntng1,-0.3957299779051947
BC1A,Cdh8,-0.3784398526566236
BC1A,Cabp5,-0.34484521454832096
BC1A,Pcp2,-0.31070037458469457
BC1A,Qpct,-0.29503246091241053
BC1A,Nfib,-0.24984198017566628
BC1A,Gnb3,-0.24479936289271548
BC1A,Zfp804b,-0.24432789227217983
BC1A,Ccng1,-0.23821969194837303
BC1A,Actb,-0.23495403891193262
BC1A,Grip1,-0.22861039177753573
BC1A,Synpr,-0.22285723833673848
BC1A,Ftl1,-0.22061757847230462
BC1A,Gpr179,-0.21764382096554413
BC1A,mt-Nd1,-0.21575317212818404
BC1B,Nxph1,0.8309890678351636
BC1B,Cabp5,0.6305542348055714
BC1B,Wls,0.5591837300957821
BC1B,Prdm8,0.49347726707574835
BC1B,Pcdh10,0.45842901595864377
BC1B,Ncam2,0.417468673654131
BC1B,Car2,0.41530941645758795
BC1B,Lhx3,0.39164323377171034
BC1B,Qpct,0.3498684827328259
BC1B,Grm5,0.30145364827969245
BC1B,Ccng1,0.28595939654207186
BC1B,Gm20754,0.27923034307307104
BC1B,Cdh8,0.23441184998238684
BC1B,Vsx2,0.2114815246617393
BC1B,Zfhx4,0.21090851265210986
BC1B,Sebox,0.2040761218053548
BC1B,Cdh10,0.20178627901582502
BC1B,Ldb2,0.20156067215145132
BC1B,Dusp4,0.19617631213573095
BC1B,Fn1,0.19221345259990713
BC1B,mt-Nd1,-0.4750782752946122
BC1B,Pcdh17,-0.4339079643162731
BC1B,Zfp804b,-0.4142217822901078
BC1B,Rpgrip1,-0.40931069248355734
BC1B,Gng13,-0.3870671961770202
BC1B,Pcp4,-0.3831841764917615
BC1B,Scgn,-0.34614867393603227
BC1B,Trpm1,-0.3373886418293823
BC1B,Gsg1,-0.2883970130881777
BC1B,Grik1,-0.2774513965764092
BC1B,Gngt1,-0.2692018238084975
BC1B,Lhx4,-0.2558467645922038
BC1B,Unc13c,-0.250391919811525
BC1B,Cdh18,-0.24943907766361031
BC1B,Tmsb10,-0.2455555465192579
BC1B,Cntn4,-0.2430315053540999
BC1B,Tnnt1,-0.24226707525529353
BC1B,Tmsb4x,-0.23988470433306203
BC1B,Mt1,-0.23440177358437808
BC1B,A930003A15Rik,-0.21493897371701667
BC2,Neto1,0.5861395805741263
BC2,Nxph1,0.42661162390296076
BC2,Cdh8,0.3481762399229391
BC2,Galntl6,0.3279775802183111
BC2,Ebf1,0.32480886692100747
BC2,Lamp5,0.2786686932361532
BC2,Tnnt1,0.26964866302653684
BC2,Pde1a,0.24951097030840713
BC2,Slit2,0.24262924143958658
BC2,Pcp4l1,0.2379356396559283
BC2,Tacr3,0.23202017701442074
BC2,Tmeff2,0.22969557212982417
BC2,Zfhx4,0.2253706657325816
BC2,Chrm2,0.21986237815427803
BC2,Scg2,0.21349813762521808
BC2,Bhlhe22,0.2044687187028857
BC2,Ccng1,0.19810450058295068
BC2,Ntng1,0.19107960781549643
BC2,Rcvrn,0.18273508839143277
BC2,Pcp4,0.18115916186632652
BC2,Cabp5,-0.41820753982405406
BC2,Tmsb10,-0.3759604193811122
BC2,mt-Nd1,-0.25838902603468816
BC2,Pcp2,-0.25777072841069754
BC2,Car2,-0.2408247607336258
BC2,Tmsb4x,-0.23985825585164108
BC2,Actb,-0.23841603714266646
BC2,Isl1,-0.23213133834755204
BC2,Gnb3,-0.22952665990074897
BC2,Atp2b1,-0.21152342639404487
BC2,Ftl1,-0.19985673377728871
BC2,Gm4792,-0.1982538433656985
BC2,Gm20754,-0.19398708008665602
BC2,Kcnh7,-0.18665561713280582
BC2,Gngt2,-0.18294583169825301
BC2,Erbb4,-0.18024784338791666
BC2,Cck,-0.1782691883739804
BC2,Cntn4,-0.1755025997730218
BC2,Zeb2,-0.1695471696958384
BC2,Gngt1,-0.16945997994896228
BC3A,Erbb4,0.6766284310937072
BC3A,Slit2,0.6056331145159992
BC3A,Gsg1,0.576002844602371
BC3A,Kcnh7,0.3963227177887563
BC3A,Grik1,0.38705061601496527
BC3A,Gm20754,0.342344710801396
BC3A,Ntng1,0.33756772441387484
BC3A,Pcp2,0.2626077996351999
BC3A,Scg2,0.2571122140446505
BC3A,Cabp5,0.25367105609086316
BC3A,Cdh18,0.24336975771373398
BC3A,Atp2b1,0.2236737095987507
BC3A,Zfhx4,0.22023803014916132
BC3A,Scgn,0.2142087129714182
BC3A,Esam,0.20650257764329455
BC3A,Cntnap5a,0.20102180901133276
BC3A,Epha3,0.18907445402258852
BC3A,Clstn2,0.1838916726840781
BC3A,Angpt1,0.1779260329690632
BC3A,Csmd3,0.17109579653677734
BC3A,mt-Nd1,-0.6578073796111116
BC3A,Pcp4,-0.3613427202501091
BC3A,Gng13,-0.35502898103396807
BC3A,Kcnip4,-0.2475610759984092
BC3A,B3galt2,-0.23919822398162097
BC3A,Nxph1,-0.22266304965564837
BC3A,Asic2,-0.21907004141612316
BC3A,Pcdh9,-0.21242296566912
BC3A,Tmsb4x,-0.20454650859320864
BC3A,Frmd3,-0.20023085436075358
BC3A,Slc24a3,-0.1908256412861341
BC3A,Grip1,-0.19021109307042727
BC3A,Ncam2,-0.18892946312805878
BC3A,Cntnap2,-0.18210989680008047
BC3A,4930447C04Rik,-0.18129426982919622
BC3A,Galntl6,-0.17869033647075225
BC3A,Cacna2d3,-0.17601309155939238
BC3A,Nrg3,-0.17489615803165573
BC3A,Grm5,-0.17206624283757246
BC3A,Gnb3,-0.16845390719681244
BC3B,Grik1,1.4272741486483764
BC3B,Nnat,1.0558905391063322
BC3B,Kcnip4,0.7116752250527657
BC3B,Gsg1,0.6968166763109253
BC3B,Kirrel3,0.6837750647552331
BC3B,Slitrk6,0.6187098898748471
BC3B,Cngb3,0.6009256236358387
BC3B,Sgcz,0.5556042272252352
BC3B,Cabp5,0.5324786974039021
BC3B,Otor,0.5105361590930839
BC3B,Meis2,0.465405904630372
BC3B,Sulf1,0.46489037388784793
BC3B,Elovl4,0.44313452345926074
BC3B,Tenm3,0.43988165303985255
BC3B,Slc16a7,0.4088036069261435
BC3B,Gngt2,0.40831236497620604
BC3B,A930009A15Rik,0.3867267662066099
BC3B,Adamtsl1,0.37604197967120057
BC3B,Gm45604,0.325696066719029
BC3B,Gnat2,0.3188486574785309
BC3B,Slit2,-0.7455406259202868
BC3B,Scgn,-0.7077611235281394
BC3B,Kcnd3,-0.6691531205036848
BC3B,Csmd3,-0.6636171551753403
BC3B,Scg2,-0.653597249452201
BC3B,Cdh18,-0.6504007461978211
BC3B,Erbb4,-0.6270202012606348
BC3B,Col11a1,-0.575430805011818
BC3B,Hbb-bs,-0.5447913348658314
BC3B,Fat3,-0.5035954568867761
BC3B,Atp2b1,-0.4964085378682849
BC3B,Hba-a1,-0.476197285702538
BC3B,Ptprm,-0.47478757693358514
BC3B,Tenm2,-0.4747375235699393
BC3B,Plxdc2,-0.4671689027072409
BC3B,Gnb1,-0.46628204096049874
BC3B,Nrxn1,-0.4631083281440782
BC3B,Hba-a2,-0.45757525158303297
BC3B,Smpd3,-0.45349405490678263
BC3B,Nxph4,-0.4525247877678358
BC4,Scgn,0.5944526280342209
BC4,Col11a1,0.5461376224910032
BC4,Kcnd3,0.5359700638317957
BC4,Grik1,0.49573208690774007
BC4,A730046J19Rik,0.45733214216173795
BC4,Rpgrip1,0.41299764441092485
BC4,A930003A15Rik,0.3679875635177873
BC4,Tafa3,0.3352551653846473
BC4,Gabrr3,0.33431896282226403
BC4,Camk4,0.3030120449010314
BC4,Nfib,0.2933235338689582
BC4,Cpne7,0.28799878282537916
BC4,Nxph4,0.2873154809348458
BC4,Pcp4,0.2790521738465401
BC4,Kctd16,0.2778967660419297
BC4,Cdh12,0.27222522277825373
BC4,Ptprm,0.25550478172739977
BC4,Cacna2d1,0.25483677139688954
BC4,Gsg1,0.2514573171472027
BC4,Smpd3,0.2403644675843764
BC4,Car2,-0.7158065241249358
BC4,Cabp5,-0.7154836332127222
BC4,Kirrel3,-0.670872230405525
BC4,Gngt1,-0.5588958443867584
BC4,Meis2,-0.5466072945510145
BC4,Nnat,-0.501337812371761
BC4,mt-Nd1,-0.4774791068132804
BC4,Trpm1,-0.4756936390556239
BC4,Slit2,-0.4596565893456082
BC4,Cngb3,-0.44863443375470197
BC4,Gm4792,-0.4124639439586898
BC4,Gabrr2,-0.41110103137313214
BC4,Ttyh1,-0.3877522948374707
BC4,Slc8a1,-0.3654784950156572
BC4,Gng13,-0.35725113392147634
BC4,Tmsb4x,-0.3521461217196197
BC4,Zfp804a,-0.35023314192219696
BC4,Scg2,-0.34316229942256726
BC4,Gngt2,-0.33387925393619056
BC4,Tma7,-0.33098779922440025
BC5A,Sox6,0.9408989371533035
BC5A,Cntn5,0.7772483580144771
BC5A,Slc8a1,0.6431296137453322
BC5A,Cabp5,0.5857608794625415
BC5A,BC046251,0.55989774596496
BC5A,Hs3st4,0.5101920134241025
BC5A,Ptprt,0.43376094815120647
BC5A,Hpca,0.4170686717149713
BC5A,Grm6,0.3897538900864031
BC5A,Gabrr2,0.38691857704857413
BC5A,Slc24a2,0.37608610394225467
BC5A,Egr1,0.3644257529715498
BC5A,Dapl1,0.36414110930637406
BC5A,Il1rapl2,0.3496654544388605
BC5A,Nfia,0.30509929077750236
BC5A,Nyx,0.28649109265253786
BC5A,Htr3a,0.28056324205421757
BC5A,Insyn2a,0.27662246751326414
BC5A,Lhx4,0.25799505421298624
BC5A,Man1a,0.25511515667719425
BC5A,Kirrel3,-0.939956676793699
BC5A,Gsg1,-0.7053284251244635
BC5A,Nrg3,-0.6929655610820935
BC5A,Scg2,-0.5865785376231942
BC5A,Adarb2,-0.5833649801533682
BC5A,Vsx1,-0.5349631093652147
