Name,Marker,MajorMinor,Set,Original_Marker,Original_Name
AC,Nckap5,Major,Query,Nckap5,AC
AC,Dlgap1,Major,Query,Dlgap1,AC
AC,C1ql1,Major,Query,C1ql1,AC
AC,Synpr,Major,Query,Synpr,AC
AC,Ptprk,Major,Query,Ptprk,AC
AC,Asic2,Major,Query,Asic2,AC
AC,Gria4,Major,Query,Gria4,AC
AC,Frmd5,Major,Query,Frmd5,AC
AC,Tfap2b,Major,Query,Tfap2b,AC
AC,Anks1b,Major,Query,Anks1b,AC
AC,Pcp4,Major,Query,Pcp4,AC
AC,Prkg1,Major,Query,Prkg1,AC
ASTROCYTE,Creb5,Major&Minor,Query,Creb5,Astrocyte
ASTROCYTE,Csrp1,Major&Minor,Query,Csrp1,Astrocyte
ASTROCYTE,S100b,Major&Minor,Query,S100b,Astrocyte
ASTROCYTE,Mlc1,Major&Minor,Query,Mlc1,Astrocyte
ASTROCYTE,Dnajb1,Major&Minor,Query,Dnajb1,Astrocyte
ASTROCYTE,Hspa1a,Major&Minor,Query,Hspa1a,Astrocyte
ASTROCYTE,Fos,Major&Minor,Query,Fos,Astrocyte
ASTROCYTE,Fosb,Major&Minor,Query,Fosb,Astrocyte
ASTROCYTE,Junb,Major&Minor,Query,Junb,Astrocyte
ASTROCYTE,Gfap,Major&Minor,Query,Gfap,Astrocyte
ASTROCYTE,Ppp1r15a,Major&Minor,Query,Ppp1r15a,Astrocyte
ASTROCYTE,Egr1,Major&Minor,Query,Egr1,Astrocyte
ASTROCYTE,Eftud2,Major&Minor,Query,Eftud2,Astrocyte
ASTROCYTE,Zswim6,Major&Minor,Query,Zswim6,Astrocyte
ASTROCYTE,Aldoc,Major&Minor,Query,Aldoc,Astrocyte
ASTROCYTE,Vcl,Major&Minor,Query,Vcl,Astrocyte
ASTROCYTE,Ccn1,Major&Minor,Query,Ccn1,Astrocyte
ASTROCYTE,Wwtr1,Major&Minor,Query,Wwtr1,Astrocyte
ASTROCYTE,Atf3,Major&Minor,Query,Atf3,Astrocyte
BC,Ptprz1,Major,Query,Ptprz1,BC
BC,Ttyh1,Major,Query,Ttyh1,BC
BC,Bsg,Major,Query,Bsg,BC
BC,Trpm1,Major,Query,Trpm1,BC
BC,Samsn1,Major,Query,Samsn1,BC
BC,Scg2,Major,Query,Scg2,BC
BC,Zfp804b,Major,Query,Zfp804b,BC
BC,Grm5,Major,Query,Grm5,BC
BC,Slit2,Major,Query,Slit2,BC
BC,Tenm3,Major,Query,Tenm3,BC
BC,Gm20754,Major,Query,Gm20754,BC
BC,Pcdh9,Major,Query,Pcdh9,BC
BC,Grik1,Major,Query,Grik1,BC
CONE,Gnat2,Major&Minor,Query,Gnat2,Cone
CONE,Gm32442,Major&Minor,Query,Gm32442,Cone
CONE,Gngt2,Major&Minor,Query,Gngt2,Cone
CONE,Gnb3,Major&Minor,Query,Gnb3,Cone
CONE,Pde6h,Major&Minor,Query,Pde6h,Cone
CONE,Pde6c,Major&Minor,Query,Pde6c,Cone
CONE,Pcdh15,Major&Minor,Query,Pcdh15,Cone
CONE,Pals2,Major&Minor,Query,Pals2,Cone
CONE,Opn1sw,Major&Minor,Query,Opn1sw,Cone
CONE,Opn1mw,Major&Minor,Query,Opn1mw,Cone
CONE,Mylk,Major&Minor,Query,Mylk,Cone
CONE,Arr3,Major&Minor,Query,Arr3,Cone
CONE,Lrfn2,Major&Minor,Query,Lrfn2,Cone
CONE,Rbp3,Major&Minor,Query,Rbp3,Cone
CONE,Cdh18,Major&Minor,Query,Cdh18,Cone
CONE,Cngb3,Major&Minor,Query,Cngb3,Cone
CONE,Rtbdn,Major&Minor,Query,Rtbdn,Cone
CONE,Slc24a2,Major&Minor,Query,Slc24a2,Cone
ENDOTHELIAL,Plcb1,Major&Minor,Query,Plcb1,Endothelial
ENDOTHELIAL,Pltp,Major&Minor,Query,Pltp,Endothelial
ENDOTHELIAL,Itm2a,Major&Minor,Query,Itm2a,Endothelial
ENDOTHELIAL,Klf2,Major&Minor,Query,Klf2,Endothelial
ENDOTHELIAL,Adgrl4,Major&Minor,Query,Adgrl4,Endothelial
ENDOTHELIAL,Ly6c1,Major&Minor,Query,Ly6c1,Endothelial
ENDOTHELIAL,Igfbp7,Major&Minor,Query,Igfbp7,Endothelial
ENDOTHELIAL,Slco1a4,Major&Minor,Query,Slco1a4,Endothelial
ENDOTHELIAL,Mecom,Major&Minor,Query,Mecom,Endothelial
ENDOTHELIAL,Ctla2a,Major&Minor,Query,Ctla2a,Endothelial
ENDOTHELIAL,Tm4sf1,Major&Minor,Query,Tm4sf1,Endothelial
ENDOTHELIAL,Ly6a,Major&Minor,Query,Ly6a,Endothelial
ENDOTHELIAL,Id1,Major&Minor,Query,Id1,Endothelial
ENDOTHELIAL,Cldn5,Major&Minor,Query,Cldn5,Endothelial
ENDOTHELIAL,Arl15,Major&Minor,Query,Arl15,Endothelial
ENDOTHELIAL,Bsg,Major&Minor,Query,Bsg,Endothelial
ENDOTHELIAL,Flt1,Major&Minor,Query,Flt1,Endothelial
ENDOTHELIAL,Ptprb,Major&Minor,Query,Ptprb,Endothelial
ENDOTHELIAL,Ptprm,Major&Minor,Query,Ptprm,Endothelial
HC,Hs6st3,Major&Minor,Query,Hs6st3,HC
HC,Vim,Major&Minor,Query,Vim,HC
HC,Nebl,Major&Minor,Query,Nebl,HC
HC,Frmpd4,Major&Minor,Query,Frmpd4,HC
HC,Thsd7b,Major&Minor,Query,Thsd7b,HC
HC,Megf11,Major&Minor,Query,Megf11,HC
HC,Ndrg1,Major&Minor,Query,Ndrg1,HC
HC,Chgb,Major&Minor,Query,Chgb,HC
HC,Utrn,Major&Minor,Query,Utrn,HC
HC,Egfem1,Major&Minor,Query,Egfem1,HC
HC,Ryr3,Major&Minor,Query,Ryr3,HC
HC,Rgs3,Major&Minor,Query,Rgs3,HC
HC,Calb1,Major&Minor,Query,Calb1,HC
HC,C1ql1,Major&Minor,Query,C1ql1,HC
HC,Dock4,Major&Minor,Query,Dock4,HC
HC,Galnt18,Major&Minor,Query,Galnt18,HC
HC,Vwc2,Major&Minor,Query,Vwc2,HC
HC,Arhgap15,Major&Minor,Query,Arhgap15,HC
HC,Rbms3,Major&Minor,Query,Rbms3,HC
MG,Rlbp1,Major&Minor,Query,Rlbp1,MG
MG,Spc25,Major&Minor,Query,Spc25,MG
MG,Prdx6,Major&Minor,Query,Prdx6,MG
MG,Abca8a,Major&Minor,Query,Abca8a,MG
MG,Dbi,Major&Minor,Query,Dbi,MG
MG,Glul,Major&Minor,Query,Glul,MG
MG,Acsl3,Major&Minor,Query,Acsl3,MG
MG,Clu,Major&Minor,Query,Clu,MG
MG,Aqp4,Major&Minor,Query,Aqp4,MG
MG,Col9a1,Major&Minor,Query,Col9a1,MG
MG,Gng5,Major&Minor,Query,Gng5,MG
MG,Gpr37,Major&Minor,Query,Gpr37,MG
MG,Mfge8,Major&Minor,Query,Mfge8,MG
MG,Il33,Major&Minor,Query,Il33,MG
MG,Dkk3,Major&Minor,Query,Dkk3,MG
MICROGLIA,Hexb,Major,Query,Hexb,Microglia
MICROGLIA,C1qa,Major&Minor,Query,C1qa,Microglia
MICROGLIA,C1qb,Major&Minor,Query,C1qb,Microglia
MICROGLIA,C1qc,Major,Query,C1qc,Microglia
MICROGLIA,Trem2,Major&Minor,Query,Trem2,Microglia
MICROGLIA,Ctsz,Major,Query,Ctsz,Microglia
MICROGLIA,Selenop,Major&Minor,Query,Selenop,Microglia
MICROGLIA,Laptm5,Major,Query,Laptm5,Microglia
MICROGLIA,Ly86,Major,Query,Ly86,Microglia
MICROGLIA,Ctss,Major&Minor,Query,Ctss,Microglia
MICROGLIA,Tmsb4x,Major&Minor,Query,Tmsb4x,Microglia
PERICYTE,Dlc1,Major&Minor,Query,Dlc1,Pericyte
PERICYTE,Ebf1,Major&Minor,Query,Ebf1,Pericyte
PERICYTE,Mylk,Major&Minor,Query,Mylk,Pericyte
PERICYTE,Crip1,Major&Minor,Query,Crip1,Pericyte
PERICYTE,Rgs5,Major&Minor,Query,Rgs5,Pericyte
PERICYTE,Sparcl1,Major&Minor,Query,Sparcl1,Pericyte
PERICYTE,Cald1,Major&Minor,Query,Cald1,Pericyte
PERICYTE,Rbms3,Major&Minor,Query,Rbms3,Pericyte
PERICYTE,Ndufa4l2,Major&Minor,Query,Ndufa4l2,Pericyte
PERICYTE,Pde3a,Major&Minor,Query,Pde3a,Pericyte
PERICYTE,Myl9,Major&Minor,Query,Myl9,Pericyte
PERICYTE,Mgp,Major&Minor,Query,Mgp,Pericyte
PERICYTE,Mfge8,Major&Minor,Query,Mfge8,Pericyte
PERICYTE,Vtn,Major&Minor,Query,Vtn,Pericyte
PERICYTE,Pdgfrb,Major&Minor,Query,Pdgfrb,Pericyte
PERICYTE,Plcl1,Major&Minor,Query,Plcl1,Pericyte
PERICYTE,Igfbp7,Major&Minor,Query,Igfbp7,Pericyte
PERICYTE,Atp1a2,Major&Minor,Query,Atp1a2,Pericyte
RGC,Gngt1,Major&Minor,Query,Gngt1,RGC
RGC,Thy1,Major,Query,Thy1,RGC
RGC,Nefm,Major,Query,Nefm,RGC
RGC,Stmn2,Major,Query,Stmn2,RGC
RGC,Nrn1,Major,Query,Nrn1,RGC
RGC,Rbfox1,Major,Query,Rbfox1,RGC
RGC,Hmgn1,Major,Query,Hmgn1,RGC
RGC,Rbpms,Major,Query,Rbpms,RGC
RGC,Rbms3,Major,Query,Rbms3,RGC
RGC,Ebf1,Major,Query,Ebf1,RGC
RGC,Kctd16,Major,Query,Kctd16,RGC
RGC,Il1rapl1,Major,Query,Il1rapl1,RGC
RGC,Kcnd2,Major,Query,Kcnd2,RGC
RGC,Galntl6,Major,Query,Galntl6,RGC
RPE,Rbp1,Major&Minor,Query,Rbp1,RPE
RPE,Timp3,Major&Minor,Query,Timp3,RPE
RPE,Trf,Major&Minor,Query,Trf,RPE
RPE,Rpe65,Major&Minor,Query,Rpe65,RPE
RPE,Vtn,Major&Minor,Query,Vtn,RPE
RPE,Rgr,Major&Minor,Query,Rgr,RPE
RPE,Mt3,Major&Minor,Query,Mt3,RPE
RPE,Rdh5,Major&Minor,Query,Rdh5,RPE
RPE,Slc16a8,Major&Minor,Query,Slc16a8,RPE
RPE,Slc16a1,Major&Minor,Query,Slc16a1,RPE
RPE,Col8a1,Major&Minor,Query,Col8a1,RPE
RPE,Ctsd,Major&Minor,Query,Ctsd,RPE
ROD,Calb2,Major,Query,Calb2,Rod
ROD,Rho,Major&Minor,Query,Rho,Rod
ROD,Cmss1,Major&Minor,Query,Cmss1,Rod
ROD,Sag,Major&Minor,Query,Sag,Rod
ROD,Dmd,Major&Minor,Query,Dmd,Rod
ROD,Rp1,Major&Minor,Query,Rp1,Rod
ROD,Epb41,Major&Minor,Query,Epb41,Rod
ROD,Pde6g,Major&Minor,Query,Pde6g,Rod
ROD,Pcp4,Major&Minor,Query,Pcp4,Rod
ROD,Nefm,Major&Minor,Query,Nefm,Rod
ROD,Nefl,Major,Query,Nefl,Rod
ROD,Cartpt,Major,Query,Cartpt,Rod
ROD,Marchf1,Major&Minor,Query,Marchf1,Rod
NOVEL_10,Ano3,Minor,Query,Ano3,10_Novel
NOVEL_10,Nlgn1,Minor,Query,Nlgn1,10_Novel
NOVEL_10,Nxph1,Minor,Query,Nxph1,10_Novel
NOVEL_10,Nell1,Minor,Query,Nell1,10_Novel
NOVEL_10,Calb1,Minor,Query,Calb1,10_Novel
NOVEL_10,Robo1,Minor,Query,Robo1,10_Novel
NOVEL_10,Spock1,Minor,Query,Spock1,10_Novel
NOVEL_10,Mgat4c,Minor,Query,Mgat4c,10_Novel
NOVEL_10,Tafa1,Minor,Query,Tafa1,10_Novel
NOVEL_10,Pcdh9,Minor,Query,Pcdh9,10_Novel
NOVEL_10,Hcn1,Minor,Query,Hcn1,10_Novel
NOVEL_10,Cdh6,Minor,Query,Cdh6,10_Novel
NOVEL_10,Sema6a,Minor,Query,Sema6a,10_Novel
NOVEL_10,Tmeff2,Minor,Query,Tmeff2,10_Novel
NOVEL_10,Ntng1,Minor,Query,Ntng1,10_Novel
NOVEL_10,Fat3,Minor,Query,Fat3,10_Novel
NOVEL_10,Pou6f2,Minor,Query,Pou6f2,10_Novel
NOVEL_10,Sdk1,Minor,Query,Sdk1,10_Novel
NOVEL_10,Alk,Minor,Query,Alk,10_Novel
NOVEL_11,Chrm3,Minor,Query,Chrm3,11_Novel
NOVEL_11,Ntng1,Minor,Query,Ntng1,11_Novel
NOVEL_11,Sox6,Minor,Query,Sox6,11_Novel
NOVEL_11,Cntn5,Minor,Query,Cntn5,11_Novel
NOVEL_11,Pvalb,Minor,Query,Pvalb,11_Novel
NOVEL_11,Cplx2,Minor,Query,Cplx2,11_Novel
NOVEL_11,Adcy2,Minor,Query,Adcy2,11_Novel
NOVEL_11,Sgcz,Minor,Query,Sgcz,11_Novel
NOVEL_11,Tac1,Minor,Query,Tac1,11_Novel
NOVEL_11,Tenm1,Minor,Query,Tenm1,11_Novel
NOVEL_11,Lingo2,Minor,Query,Lingo2,11_Novel
NOVEL_11,Kcnd3,Minor,Query,Kcnd3,11_Novel
NOVEL_11,Pex5l,Minor,Query,Pex5l,11_Novel
NOVEL_11,Hs6st3,Minor,Query,Hs6st3,11_Novel
NOVEL_11,Nrn1,Minor,Query,Nrn1,11_Novel
NOVEL_11,Ebf3,Minor,Query,Ebf3,11_Novel
NOVEL_11,Galntl6,Minor,Query,Galntl6,11_Novel
NOVEL_11,Sdk1,Minor,Query,Sdk1,11_Novel
NT-OODSGC,Pcdh7,Minor,Query,Pcdh7,12_ooDS_NT
NT-OODSGC,Plcb1,Minor,Query,Plcb1,12_ooDS_NT
NT-OODSGC,Pcdh10,Minor,Query,Pcdh10,12_ooDS_NT
NT-OODSGC,Pcp4l1,Minor,Query,Pcp4l1,12_ooDS_NT
NT-OODSGC,Rgs6,Minor,Query,Rgs6,12_ooDS_NT
NT-OODSGC,Alk,Minor,Query,Alk,12_ooDS_NT
NT-OODSGC,Pcdh9,Minor,Query,Pcdh9,12_ooDS_NT
NT-OODSGC,Cntn4,Minor,Query,Cntn4,12_ooDS_NT
NT-OODSGC,Nell1,Minor,Query,Nell1,12_ooDS_NT
NT-OODSGC,Cplx1,Minor,Query,Cplx1,12_ooDS_NT
NT-OODSGC,Dab1,Minor,Query,Dab1,12_ooDS_NT
NT-OODSGC,Dgkb,Minor,Query,Dgkb,12_ooDS_NT
NT-OODSGC,Gabrg3,Minor,Query,Gabrg3,12_ooDS_NT
NT-OODSGC,Kcnb2,Minor,Query,Kcnb2,12_ooDS_NT
NT-OODSGC,Nefm,Minor,Query,Nefm,12_ooDS_NT
NT-OODSGC,Kcnh7,Minor,Query,Kcnh7,12_ooDS_NT
NT-OODSGC,Ncam2,Minor,Query,Ncam2,12_ooDS_NT
NT-OODSGC,Sparcl1,Minor,Query,Sparcl1,12_ooDS_NT
NOVEL_13,Galntl6,Minor,Query,Galntl6,13_Novel
NOVEL_13,Gabrg3,Minor,Query,Gabrg3,13_Novel
NOVEL_13,Nrgn,Minor,Query,Nrgn,13_Novel
NOVEL_13,Dpp10,Minor,Query,Dpp10,13_Novel
NOVEL_13,Pcdh11x,Minor,Query,Pcdh11x,13_Novel
NOVEL_13,Crhbp,Minor,Query,Crhbp,13_Novel
NOVEL_13,Cplx2,Minor,Query,Cplx2,13_Novel
NOVEL_13,Ptprm,Minor,Query,Ptprm,13_Novel
NOVEL_13,Cntnap5a,Minor,Query,Cntnap5a,13_Novel
NOVEL_13,Cntn5,Minor,Query,Cntn5,13_Novel
NOVEL_13,Pcdh7,Minor,Query,Pcdh7,13_Novel
NOVEL_13,Fstl5,Minor,Query,Fstl5,13_Novel
NOVEL_13,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,13_Novel
NOVEL_13,Sox6,Minor,Query,Sox6,13_Novel
NOVEL_13,Runx1,Minor,Query,Runx1,13_Novel
NOVEL_13,Tppp3,Minor,Query,Tppp3,13_Novel
NOVEL_13,Sdk1,Minor,Query,Sdk1,13_Novel
OODS_CCK_14,Cck,Minor,Query,Cck,14_ooDS_Cck
OODS_CCK_14,Vsnl1,Minor,Query,Vsnl1,14_ooDS_Cck
OODS_CCK_14,Pou6f2,Minor,Query,Pou6f2,14_ooDS_Cck
OODS_CCK_14,Mgat4c,Minor,Query,Mgat4c,14_ooDS_Cck
OODS_CCK_14,Astn2,Minor,Query,Astn2,14_ooDS_Cck
OODS_CCK_14,Sema3a,Minor,Query,Sema3a,14_ooDS_Cck
OODS_CCK_14,Cdh18,Minor,Query,Cdh18,14_ooDS_Cck
OODS_CCK_14,Pcdh11x,Minor,Query,Pcdh11x,14_ooDS_Cck
OODS_CCK_14,Lingo2,Minor,Query,Lingo2,14_ooDS_Cck
OODS_CCK_14,Asic2,Minor,Query,Asic2,14_ooDS_Cck
OODS_CCK_14,Kirrel3,Minor,Query,Kirrel3,14_ooDS_Cck
OODS_CCK_14,Sorcs1,Minor,Query,Sorcs1,14_ooDS_Cck
OODS_CCK_14,Csmd1,Minor,Query,Csmd1,14_ooDS_Cck
OODS_CCK_14,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,14_ooDS_Cck
OODS_CCK_14,Crim1,Minor,Query,Crim1,14_ooDS_Cck
OODS_CCK_14,Gabrg3,Minor,Query,Gabrg3,14_ooDS_Cck
OODS_CCK_14,Cdh12,Minor,Query,Cdh12,14_ooDS_Cck
NOVEL_15,Penk,Minor,Query,Penk,15_Novel
NOVEL_15,Tshz2,Minor,Query,Tshz2,15_Novel
NOVEL_15,Schip1,Minor,Query,Schip1,15_Novel
NOVEL_15,Kirrel3,Minor,Query,Kirrel3,15_Novel
NOVEL_15,Cpne4,Minor,Query,Cpne4,15_Novel
NOVEL_15,Meis2,Minor,Query,Meis2,15_Novel
NOVEL_15,Ebf1,Minor,Query,Ebf1,15_Novel
NOVEL_15,Pcdh11x,Minor,Query,Pcdh11x,15_Novel
NOVEL_15,Tppp3,Minor,Query,Tppp3,15_Novel
NOVEL_15,Nrgn,Minor,Query,Nrgn,15_Novel
NOVEL_15,Galntl6,Minor,Query,Galntl6,15_Novel
NOVEL_15,Asic2,Minor,Query,Asic2,15_Novel
NOVEL_15,Mid1,Minor,Query,Mid1,15_Novel
NOVEL_15,Tenm3,Minor,Query,Tenm3,15_Novel
NOVEL_15,Crhbp,Minor,Query,Crhbp,15_Novel
NOVEL_15,Cntnap5a,Minor,Query,Cntnap5a,15_Novel
NOVEL_15,Dpp10,Minor,Query,Dpp10,15_Novel
NOVEL_15,Grin2a,Minor,Query,Grin2a,15_Novel
DV-OODSGC,Crhbp,Minor,Query,Crhbp,16_ooDS_DV
DV-OODSGC,Pcdh11x,Minor,Query,Pcdh11x,16_ooDS_DV
DV-OODSGC,Tafa1,Minor,Query,Tafa1,16_ooDS_DV
DV-OODSGC,Nrn1,Minor,Query,Nrn1,16_ooDS_DV
DV-OODSGC,Opcml,Minor,Query,Opcml,16_ooDS_DV
DV-OODSGC,Cplx2,Minor,Query,Cplx2,16_ooDS_DV
DV-OODSGC,Pcp4,Minor,Query,Pcp4,16_ooDS_DV
DV-OODSGC,6330411d24rik,Minor,Query,6330411D24Rik,16_ooDS_DV
DV-OODSGC,Ralyl,Minor,Query,Ralyl,16_ooDS_DV
DV-OODSGC,Rgs4,Minor,Query,Rgs4,16_ooDS_DV
DV-OODSGC,Cntn5,Minor,Query,Cntn5,16_ooDS_DV
DV-OODSGC,Gm32647,Minor,Query,Gm32647,16_ooDS_DV
DV-OODSGC,Cdh6,Minor,Query,Cdh6,16_ooDS_DV
DV-OODSGC,Ebf1,Minor,Query,Ebf1,16_ooDS_DV
DV-OODSGC,Hs3st4,Minor,Query,Hs3st4,16_ooDS_DV
DV-OODSGC,Scg2,Minor,Query,Scg2,16_ooDS_DV
DV-OODSGC,Col25a1,Minor,Query,Col25a1,16_ooDS_DV
DV-OODSGC,Clstn2,Minor,Query,Clstn2,16_ooDS_DV
DV-OODSGC,Alk,Minor,Query,Alk,16_ooDS_DV
TBR1-S1,Pcp4,Minor,Query,Pcp4,17_Tbr1_S1
TBR1-S1,Crhbp,Minor,Query,Crhbp,17_Tbr1_S1
TBR1-S1,Ctxn3,Minor,Query,Ctxn3,17_Tbr1_S1
TBR1-S1,Hs3st4,Minor,Query,Hs3st4,17_Tbr1_S1
TBR1-S1,Ntng1,Minor,Query,Ntng1,17_Tbr1_S1
TBR1-S1,Zmat4,Minor,Query,Zmat4,17_Tbr1_S1
TBR1-S1,Ebf1,Minor,Query,Ebf1,17_Tbr1_S1
TBR1-S1,Nrgn,Minor,Query,Nrgn,17_Tbr1_S1
TBR1-S1,Lrrc4c,Minor,Query,Lrrc4c,17_Tbr1_S1
TBR1-S1,Kirrel3,Minor,Query,Kirrel3,17_Tbr1_S1
TBR1-S1,Rgs4,Minor,Query,Rgs4,17_Tbr1_S1
TBR1-S1,Cntnap5a,Minor,Query,Cntnap5a,17_Tbr1_S1
TBR1-S1,Meis2,Minor,Query,Meis2,17_Tbr1_S1
TBR1-S1,Rprm,Minor,Query,Rprm,17_Tbr1_S1
TBR1-S1,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,17_Tbr1_S1
TBR1-S1,Pou6f2,Minor,Query,Pou6f2,17_Tbr1_S1
TBR1-S1,Inpp4b,Minor,Query,Inpp4b,17_Tbr1_S1
TBR1-S1,Csmd1,Minor,Query,Csmd1,17_Tbr1_S1
NOVEL_18,Vgf,Minor,Query,Vgf,18_Novel
NOVEL_18,Nefm,Minor,Query,Nefm,18_Novel
NOVEL_18,Il1rapl1,Minor,Query,Il1rapl1,18_Novel
NOVEL_18,Grin2a,Minor,Query,Grin2a,18_Novel
NOVEL_18,Spon1,Minor,Query,Spon1,18_Novel
NOVEL_18,Cdh18,Minor,Query,Cdh18,18_Novel
NOVEL_18,Lrrtm4,Minor,Query,Lrrtm4,18_Novel
NOVEL_18,Csmd1,Minor,Query,Csmd1,18_Novel
NOVEL_18,Spock1,Minor,Query,Spock1,18_Novel
NOVEL_18,Etl4,Minor,Query,Etl4,18_Novel
NOVEL_18,Nrn1,Minor,Query,Nrn1,18_Novel
NOVEL_18,Aldoc,Minor,Query,Aldoc,18_Novel
NOVEL_18,Pcdh9,Minor,Query,Pcdh9,18_Novel
NOVEL_18,Cntnap2,Minor,Query,Cntnap2,18_Novel
NOVEL_18,Pou6f2,Minor,Query,Pou6f2,18_Novel
NOVEL_18,Rbpms,Minor,Query,Rbpms,18_Novel
NOVEL_18,Rgs6,Minor,Query,Rgs6,18_Novel
NOVEL_19,Kcnh7,Minor,Query,Kcnh7,19_Novel
NOVEL_19,Schip1,Minor,Query,Schip1,19_Novel
NOVEL_19,Tafa1,Minor,Query,Tafa1,19_Novel
NOVEL_19,Hs6st3,Minor,Query,Hs6st3,19_Novel
NOVEL_19,Ldb2,Minor,Query,Ldb2,19_Novel
NOVEL_19,Pcdh9,Minor,Query,Pcdh9,19_Novel
NOVEL_19,Brinp3,Minor,Query,Brinp3,19_Novel
NOVEL_19,Lrrc4c,Minor,Query,Lrrc4c,19_Novel
NOVEL_19,Penk,Minor,Query,Penk,19_Novel
NOVEL_19,Tenm1,Minor,Query,Tenm1,19_Novel
NOVEL_19,Csmd3,Minor,Query,Csmd3,19_Novel
NOVEL_19,Nell1,Minor,Query,Nell1,19_Novel
NOVEL_19,Id4,Minor,Query,Id4,19_Novel
NOVEL_19,Nefm,Minor,Query,Nefm,19_Novel
NOVEL_19,Alcam,Minor,Query,Alcam,19_Novel
NOVEL_19,Ebf3,Minor,Query,Ebf3,19_Novel
NOVEL_19,Sorcs1,Minor,Query,Sorcs1,19_Novel
NOVEL_19,Nkain3,Minor,Query,Nkain3,19_Novel
W3D1,C130073e24rik,Minor,Query,C130073E24Rik,1_W3D1.1
W3D1,Alcam,Minor,Query,Alcam,1_W3D1.1
W3D1,Nrn1,Minor,Query,Nrn1,1_W3D1.1
W3D1,Serpine2,Minor,Query,Serpine2,1_W3D1.1
W3D1,Kcnc2,Minor,Query,Kcnc2,1_W3D1.1
W3D1,Brinp3,Minor,Query,Brinp3,1_W3D1.1
W3D1,Cntnap5a,Minor,Query,Cntnap5a,1_W3D1.1
W3D1,Ptprm,Minor,Query,Ptprm,1_W3D1.1
W3D1,Megf11,Minor,Query,Megf11,1_W3D1.1
W3D1,Sgcz,Minor,Query,Sgcz,1_W3D1.1
W3D1,Hspb1,Minor,Query,Hspb1,1_W3D1.1
W3D1,Pcdh10,Minor,Query,Pcdh10,1_W3D1.1
W3D1,Ncam2,Minor,Query,Ncam2,1_W3D1.1
W3D1,Mgat4c,Minor,Query,Mgat4c,1_W3D1.1
W3D1,Rbpms2,Minor,Query,Rbpms2,1_W3D1.1
W3D1,Phactr1,Minor,Query,Phactr1,1_W3D1.1
NOVEL_20,Tshz2,Minor,Query,Tshz2,20_Novel
NOVEL_20,Nfib,Minor,Query,Nfib,20_Novel
NOVEL_20,Nnat,Minor,Query,Nnat,20_Novel
NOVEL_20,Penk,Minor,Query,Penk,20_Novel
NOVEL_20,Cd63,Minor,Query,Cd63,20_Novel
NOVEL_20,Cntn5,Minor,Query,Cntn5,20_Novel
NOVEL_20,Pcdh9,Minor,Query,Pcdh9,20_Novel
NOVEL_20,Gm32647,Minor,Query,Gm32647,20_Novel
NOVEL_20,Resp18,Minor,Query,Resp18,20_Novel
NOVEL_20,Luzp2,Minor,Query,Luzp2,20_Novel
NOVEL_20,Meis2,Minor,Query,Meis2,20_Novel
NOVEL_20,Chrm3,Minor,Query,Chrm3,20_Novel
NOVEL_20,Gpc6,Minor,Query,Gpc6,20_Novel
NOVEL_20,Ebf3,Minor,Query,Ebf3,20_Novel
NOVEL_20,Rbfox1,Minor,Query,Rbfox1,20_Novel
TBR1-S2,Hpgd,Minor,Query,Hpgd,21_Tbr1_S2
TBR1-S2,Gabrg3,Minor,Query,Gabrg3,21_Tbr1_S2
TBR1-S2,Rgs4,Minor,Query,Rgs4,21_Tbr1_S2
TBR1-S2,Tppp3,Minor,Query,Tppp3,21_Tbr1_S2
TBR1-S2,Pvalb,Minor,Query,Pvalb,21_Tbr1_S2
TBR1-S2,Asic2,Minor,Query,Asic2,21_Tbr1_S2
TBR1-S2,Cntn5,Minor,Query,Cntn5,21_Tbr1_S2
TBR1-S2,Nlgn1,Minor,Query,Nlgn1,21_Tbr1_S2
TBR1-S2,Tafa2,Minor,Query,Tafa2,21_Tbr1_S2
TBR1-S2,Mgat4c,Minor,Query,Mgat4c,21_Tbr1_S2
TBR1-S2,Sgcz,Minor,Query,Sgcz,21_Tbr1_S2
TBR1-S2,Mast4,Minor,Query,Mast4,21_Tbr1_S2
TBR1-S2,Lrrc4c,Minor,Query,Lrrc4c,21_Tbr1_S2
TBR1-S2,Zeb2,Minor,Query,Zeb2,21_Tbr1_S2
TBR1-S2,Ntng1,Minor,Query,Ntng1,21_Tbr1_S2
TBR1-S2,Pcp4,Minor,Query,Pcp4,21_Tbr1_S2
TBR1-S2,Nefm,Minor,Query,Nefm,21_Tbr1_S2
TBR1-S2,Nrgn,Minor,Query,Nrgn,21_Tbr1_S2
TBR1-S2,Tshz2,Minor,Query,Tshz2,21_Tbr1_S2
"M3, M5, OR M6",Csmd1,Minor,Query,Csmd1,22_M5
"M3, M5, OR M6",Trhde,Minor,Query,Trhde,22_M5
"M3, M5, OR M6",Nebl,Minor,Query,Nebl,22_M5
"M3, M5, OR M6",Galntl6,Minor,Query,Galntl6,22_M5
"M3, M5, OR M6",Ndnf,Minor,Query,Ndnf,22_M5
"M3, M5, OR M6",Nkain2,Minor,Query,Nkain2,22_M5
