Name,Marker,Parent_Name,MajorMinor,Set,Original_Marker,Original_Name,Original_Parent_Name
TBR1-S1,Csmd1,RGC,Minor,Query,Csmd1,17_Tbr1_S1,RGC
TBR1-S1,Ctxn3,RGC,Minor,Query,Ctxn3,17_Tbr1_S1,RGC
TBR1-S1,Lrrc4c,RGC,Minor,Query,Lrrc4c,17_Tbr1_S1,RGC
TBR1-S1,Cartpt,RGC,Minor,Query,Cartpt,17_Tbr1_S1,RGC
TBR1-S1,Ntng1,RGC,Minor,Query,Ntng1,17_Tbr1_S1,RGC
TBR1-S1,Rprm,RGC,Minor,Query,Rprm,17_Tbr1_S1,RGC
TBR1-S1,Fabp5,RGC,Minor,Query,Fabp5,17_Tbr1_S1,RGC
TBR1-S1,Nrgn,RGC,Minor,Query,Nrgn,17_Tbr1_S1,RGC
TBR1-S1,Nrg1_ensmusg00000062991,RGC,Minor,Query,Nrg1_ensmusg00000062991,17_Tbr1_S1,RGC
TBR1-S1,Pcp4,RGC,Minor,Query,Pcp4,17_Tbr1_S1,RGC
TBR1-S1,Hs3st4,RGC,Minor,Query,Hs3st4,17_Tbr1_S1,RGC
TBR1-S1,Cntnap5a,RGC,Minor,Query,Cntnap5a,17_Tbr1_S1,RGC
TBR1-S1,Rgs4,RGC,Minor,Query,Rgs4,17_Tbr1_S1,RGC
TBR1-S1,Kirrel3,RGC,Minor,Query,Kirrel3,17_Tbr1_S1,RGC
TBR1-S1,Dcc,RGC,Minor,Query,Dcc,17_Tbr1_S1,RGC
TBR1-S1,Meis2,RGC,Minor,Query,Meis2,17_Tbr1_S1,RGC
TBR1-S1,Inpp4b,RGC,Minor,Query,Inpp4b,17_Tbr1_S1,RGC
NOVEL_18,Csmd1,RGC,Minor,Query,Csmd1,18_Novel,RGC
NOVEL_18,Lrrtm4,RGC,Minor,Query,Lrrtm4,18_Novel,RGC
NOVEL_18,Mgarp,RGC,Minor,Query,Mgarp,18_Novel,RGC
NOVEL_18,Il1rapl1,RGC,Minor,Query,Il1rapl1,18_Novel,RGC
NOVEL_18,Etl4,RGC,Minor,Query,Etl4,18_Novel,RGC
NOVEL_18,Pou6f2,RGC,Minor,Query,Pou6f2,18_Novel,RGC
NOVEL_18,Cdh18,RGC,Minor,Query,Cdh18,18_Novel,RGC
NOVEL_18,Gnas,RGC,Minor,Query,Gnas,18_Novel,RGC
NOVEL_18,Grin2a,RGC,Minor,Query,Grin2a,18_Novel,RGC
NOVEL_18,Spon1,RGC,Minor,Query,Spon1,18_Novel,RGC
NOVEL_18,Cntnap2,RGC,Minor,Query,Cntnap2,18_Novel,RGC
NOVEL_18,Gabrb1,RGC,Minor,Query,Gabrb1,18_Novel,RGC
NOVEL_18,Edil3,RGC,Minor,Query,Edil3,18_Novel,RGC
NOVEL_18,Pcdh9,RGC,Minor,Query,Pcdh9,18_Novel,RGC
NOVEL_18,Rgs6,RGC,Minor,Query,Rgs6,18_Novel,RGC
NOVEL_19,Kcnh7,RGC,Minor,Query,Kcnh7,19_Novel,RGC
NOVEL_19,Ebf3,RGC,Minor,Query,Ebf3,19_Novel,RGC
NOVEL_19,Inpp4b,RGC,Minor,Query,Inpp4b,19_Novel,RGC
NOVEL_19,Tcf4,RGC,Minor,Query,Tcf4,19_Novel,RGC
NOVEL_19,Tenm1,RGC,Minor,Query,Tenm1,19_Novel,RGC
NOVEL_19,Lrrc4c,RGC,Minor,Query,Lrrc4c,19_Novel,RGC
NOVEL_19,Tafa1,RGC,Minor,Query,Tafa1,19_Novel,RGC
NOVEL_19,Sorcs1,RGC,Minor,Query,Sorcs1,19_Novel,RGC
NOVEL_19,Hs6st3,RGC,Minor,Query,Hs6st3,19_Novel,RGC
NOVEL_19,Negr1,RGC,Minor,Query,Negr1,19_Novel,RGC
NOVEL_19,Ptprd,RGC,Minor,Query,Ptprd,19_Novel,RGC
NOVEL_19,Nell1,RGC,Minor,Query,Nell1,19_Novel,RGC
NOVEL_19,Penk,RGC,Minor,Query,Penk,19_Novel,RGC
NOVEL_19,Alcam,RGC,Minor,Query,Alcam,19_Novel,RGC
NOVEL_19,Schip1,RGC,Minor,Query,Schip1,19_Novel,RGC
NOVEL_19,Csmd3,RGC,Minor,Query,Csmd3,19_Novel,RGC
NOVEL_19,Brinp3,RGC,Minor,Query,Brinp3,19_Novel,RGC
NOVEL_19,Pcdh9,RGC,Minor,Query,Pcdh9,19_Novel,RGC
W3D1,Alcam,RGC,Minor,Query,Alcam,1_W3D1.1,RGC
W3D1,Cntnap5a,RGC,Minor,Query,Cntnap5a,1_W3D1.1,RGC
W3D1,Pcdh10,RGC,Minor,Query,Pcdh10,1_W3D1.1,RGC
W3D1,Gpi1,RGC,Minor,Query,Gpi1,1_W3D1.1,RGC
W3D1,Kcnc2,RGC,Minor,Query,Kcnc2,1_W3D1.1,RGC
W3D1,Pex5l,RGC,Minor,Query,Pex5l,1_W3D1.1,RGC
W3D1,Tuba1a,RGC,Minor,Query,Tuba1a,1_W3D1.1,RGC
W3D1,Rbpms2,RGC,Minor,Query,Rbpms2,1_W3D1.1,RGC
W3D1,Tenm2,RGC,Minor,Query,Tenm2,1_W3D1.1,RGC
W3D1,Ncam2,RGC,Minor,Query,Ncam2,1_W3D1.1,RGC
W3D1,Ptprd,RGC,Minor,Query,Ptprd,1_W3D1.1,RGC
W3D1,Ptprm,RGC,Minor,Query,Ptprm,1_W3D1.1,RGC
W3D1,Asic2,RGC,Minor,Query,Asic2,1_W3D1.1,RGC
W3D1,Pcp4,RGC,Minor,Query,Pcp4,1_W3D1.1,RGC
W3D1,Galntl6,RGC,Minor,Query,Galntl6,1_W3D1.1,RGC
NOVEL_20,Gm32647,RGC,Minor,Query,Gm32647,20_Novel,RGC
NOVEL_20,Hcn1,RGC,Minor,Query,Hcn1,20_Novel,RGC
NOVEL_20,Tshz2,RGC,Minor,Query,Tshz2,20_Novel,RGC
NOVEL_20,Inpp4b,RGC,Minor,Query,Inpp4b,20_Novel,RGC
NOVEL_20,Marcks,RGC,Minor,Query,Marcks,20_Novel,RGC
NOVEL_20,Meis2,RGC,Minor,Query,Meis2,20_Novel,RGC
NOVEL_20,Penk,RGC,Minor,Query,Penk,20_Novel,RGC
NOVEL_20,Ebf3,RGC,Minor,Query,Ebf3,20_Novel,RGC
NOVEL_20,Chrm3,RGC,Minor,Query,Chrm3,20_Novel,RGC
NOVEL_20,Cntn5,RGC,Minor,Query,Cntn5,20_Novel,RGC
NOVEL_20,Pcdh9,RGC,Minor,Query,Pcdh9,20_Novel,RGC
NOVEL_20,Csmd3,RGC,Minor,Query,Csmd3,20_Novel,RGC
NOVEL_20,Ppp3ca,RGC,Minor,Query,Ppp3ca,20_Novel,RGC
TBR1-S2,Zfhx3,RGC,Minor,Query,Zfhx3,21_Tbr1_S2,RGC
TBR1-S2,Pcp4,RGC,Minor,Query,Pcp4,21_Tbr1_S2,RGC
TBR1-S2,Tafa2,RGC,Minor,Query,Tafa2,21_Tbr1_S2,RGC
TBR1-S2,Rgs4,RGC,Minor,Query,Rgs4,21_Tbr1_S2,RGC
TBR1-S2,Ntng1,RGC,Minor,Query,Ntng1,21_Tbr1_S2,RGC
TBR1-S2,Asic2,RGC,Minor,Query,Asic2,21_Tbr1_S2,RGC
TBR1-S2,Cntn5,RGC,Minor,Query,Cntn5,21_Tbr1_S2,RGC
TBR1-S2,Nlgn1,RGC,Minor,Query,Nlgn1,21_Tbr1_S2,RGC
TBR1-S2,Necab2,RGC,Minor,Query,Necab2,21_Tbr1_S2,RGC
TBR1-S2,Lrrc4c,RGC,Minor,Query,Lrrc4c,21_Tbr1_S2,RGC
TBR1-S2,Slc35f1,RGC,Minor,Query,Slc35f1,21_Tbr1_S2,RGC
TBR1-S2,Mast4,RGC,Minor,Query,Mast4,21_Tbr1_S2,RGC
TBR1-S2,Sgcz,RGC,Minor,Query,Sgcz,21_Tbr1_S2,RGC
TBR1-S2,Pvalb,RGC,Minor,Query,Pvalb,21_Tbr1_S2,RGC
TBR1-S2,Gabrg3,RGC,Minor,Query,Gabrg3,21_Tbr1_S2,RGC
TBR1-S2,Tshz2,RGC,Minor,Query,Tshz2,21_Tbr1_S2,RGC
"M3, M5, OR M6",Gpc5,RGC,Minor,Query,Gpc5,22_M5,RGC
"M3, M5, OR M6",Sgcd,RGC,Minor,Query,Sgcd,22_M5,RGC
"M3, M5, OR M6",Ntm,RGC,Minor,Query,Ntm,22_M5,RGC
"M3, M5, OR M6",Ctxn3,RGC,Minor,Query,Ctxn3,22_M5,RGC
"M3, M5, OR M6",Mgat4c,RGC,Minor,Query,Mgat4c,22_M5,RGC
"M3, M5, OR M6",Csmd1,RGC,Minor,Query,Csmd1,22_M5,RGC
"M3, M5, OR M6",Lrp1b,RGC,Minor,Query,Lrp1b,22_M5,RGC
"M3, M5, OR M6",Kirrel3,RGC,Minor,Query,Kirrel3,22_M5,RGC
"M3, M5, OR M6",Tmcc3,RGC,Minor,Query,Tmcc3,22_M5,RGC
"M3, M5, OR M6",Pcsk2,RGC,Minor,Query,Pcsk2,22_M5,RGC
"M3, M5, OR M6",Trhde,RGC,Minor,Query,Trhde,22_M5,RGC
"M3, M5, OR M6",Pcdh15,RGC,Minor,Query,Pcdh15,22_M5,RGC
"M3, M5, OR M6",Caln1,RGC,Minor,Query,Caln1,22_M5,RGC
"M3, M5, OR M6",Igf1,RGC,Minor,Query,Igf1,22_M5,RGC
"M3, M5, OR M6",Unc5d,RGC,Minor,Query,Unc5d,22_M5,RGC
"M3, M5, OR M6",Pcdh9,RGC,Minor,Query,Pcdh9,22_M5,RGC
"M3, M5, OR M6",Hs3st4,RGC,Minor,Query,Hs3st4,22_M5,RGC
"M3, M5, OR M6",Pcp4,RGC,Minor,Query,Pcp4,22_M5,RGC
W3D2,Pcdh7,RGC,Minor,Query,Pcdh7,23_W3D2,RGC
W3D2,Ogfrl1,RGC,Minor,Query,Ogfrl1,23_W3D2,RGC
W3D2,Ptn,RGC,Minor,Query,Ptn,23_W3D2,RGC
W3D2,Lrrc4c,RGC,Minor,Query,Lrrc4c,23_W3D2,RGC
W3D2,Mafb,RGC,Minor,Query,Mafb,23_W3D2,RGC
W3D2,Hpcal1,RGC,Minor,Query,Hpcal1,23_W3D2,RGC
W3D2,Pvalb,RGC,Minor,Query,Pvalb,23_W3D2,RGC
W3D2,Kcnd2,RGC,Minor,Query,Kcnd2,23_W3D2,RGC
W3D2,Sphkap,RGC,Minor,Query,Sphkap,23_W3D2,RGC
W3D2,6330411d24rik,RGC,Minor,Query,6330411d24rik,23_W3D2,RGC
W3D2,Rab3c,RGC,Minor,Query,Rab3c,23_W3D2,RGC
W3D2,Camk2d,RGC,Minor,Query,Camk2d,23_W3D2,RGC
W3D2,Dpp10,RGC,Minor,Query,Dpp10,23_W3D2,RGC
W3D2,Cdh4,RGC,Minor,Query,Cdh4,23_W3D2,RGC
W3D2,Gabrg3,RGC,Minor,Query,Gabrg3,23_W3D2,RGC
W3D2,Cntn5,RGC,Minor,Query,Cntn5,23_W3D2,RGC
W3D2,Chrm2,RGC,Minor,Query,Chrm2,23_W3D2,RGC
W3D2,Tppp3,RGC,Minor,Query,Tppp3,23_W3D2,RGC
NOVEL_24,Klhl1,RGC,Minor,Query,Klhl1,24_Novel,RGC
NOVEL_24,Ano3,RGC,Minor,Query,Ano3,24_Novel,RGC
NOVEL_24,Dpp10,RGC,Minor,Query,Dpp10,24_Novel,RGC
NOVEL_24,Egfem1,RGC,Minor,Query,Egfem1,24_Novel,RGC
NOVEL_24,Pcdh9,RGC,Minor,Query,Pcdh9,24_Novel,RGC
NOVEL_24,Tppp3,RGC,Minor,Query,Tppp3,24_Novel,RGC
NOVEL_24,Calb1,RGC,Minor,Query,Calb1,24_Novel,RGC
NOVEL_24,Pcdh10,RGC,Minor,Query,Pcdh10,24_Novel,RGC
NOVEL_24,Zfhx3,RGC,Minor,Query,Zfhx3,24_Novel,RGC
NOVEL_24,Cplx2,RGC,Minor,Query,Cplx2,24_Novel,RGC
NOVEL_24,Tafa2,RGC,Minor,Query,Tafa2,24_Novel,RGC
NOVEL_24,Alcam,RGC,Minor,Query,Alcam,24_Novel,RGC
NOVEL_24,Gabrg3,RGC,Minor,Query,Gabrg3,24_Novel,RGC
NOVEL_24,Sgcz,RGC,Minor,Query,Sgcz,24_Novel,RGC
NOVEL_24,Sgcd,RGC,Minor,Query,Sgcd,24_Novel,RGC
NOVEL_24,Pvalb,RGC,Minor,Query,Pvalb,24_Novel,RGC
NOVEL_24,Gm32647,RGC,Minor,Query,Gm32647,24_Novel,RGC
NOVEL_25,Inpp4b,RGC,Minor,Query,Inpp4b,25_Novel,RGC
NOVEL_25,Zmat4,RGC,Minor,Query,Zmat4,25_Novel,RGC
NOVEL_25,Pcdh9,RGC,Minor,Query,Pcdh9,25_Novel,RGC
NOVEL_25,Ntng1,RGC,Minor,Query,Ntng1,25_Novel,RGC
NOVEL_25,Rgs6,RGC,Minor,Query,Rgs6,25_Novel,RGC
NOVEL_25,Dlg2,RGC,Minor,Query,Dlg2,25_Novel,RGC
NOVEL_25,Nrxn3,RGC,Minor,Query,Nrxn3,25_Novel,RGC
NOVEL_25,Ralyl,RGC,Minor,Query,Ralyl,25_Novel,RGC
NOVEL_25,Meis2,RGC,Minor,Query,Meis2,25_Novel,RGC
NOVEL_25,Cplx1,RGC,Minor,Query,Cplx1,25_Novel,RGC
NOVEL_25,Grid2,RGC,Minor,Query,Grid2,25_Novel,RGC
NOVEL_25,Tafa1,RGC,Minor,Query,Tafa1,25_Novel,RGC
NOVEL_25,Lrrtm4,RGC,Minor,Query,Lrrtm4,25_Novel,RGC
NOVEL_25,Kirrel3,RGC,Minor,Query,Kirrel3,25_Novel,RGC
NOVEL_25,Ptn,RGC,Minor,Query,Ptn,25_Novel,RGC
NOVEL_25,Nell1,RGC,Minor,Query,Nell1,25_Novel,RGC
NOVEL_26,Sorcs1,RGC,Minor,Query,Sorcs1,26_Novel,RGC
NOVEL_26,Lrrtm4,RGC,Minor,Query,Lrrtm4,26_Novel,RGC
NOVEL_26,Inpp4b,RGC,Minor,Query,Inpp4b,26_Novel,RGC
NOVEL_26,Sgcz,RGC,Minor,Query,Sgcz,26_Novel,RGC
NOVEL_26,Meis2,RGC,Minor,Query,Meis2,26_Novel,RGC
NOVEL_26,Nell1,RGC,Minor,Query,Nell1,26_Novel,RGC
NOVEL_26,Serpini1,RGC,Minor,Query,Serpini1,26_Novel,RGC
NOVEL_26,Pcdh11x,RGC,Minor,Query,Pcdh11x,26_Novel,RGC
NOVEL_26,Sorcs3,RGC,Minor,Query,Sorcs3,26_Novel,RGC
NOVEL_26,Pcdh15,RGC,Minor,Query,Pcdh15,26_Novel,RGC
NOVEL_26,Ctnna2,RGC,Minor,Query,Ctnna2,26_Novel,RGC
NOVEL_26,Kcnq5,RGC,Minor,Query,Kcnq5,26_Novel,RGC
NOVEL_26,Ogfrl1,RGC,Minor,Query,Ogfrl1,26_Novel,RGC
NOVEL_26,Grm5,RGC,Minor,Query,Grm5,26_Novel,RGC
NOVEL_26,Plcb4,RGC,Minor,Query,Plcb4,26_Novel,RGC
NOVEL_26,Penk,RGC,Minor,Query,Penk,26_Novel,RGC
NOVEL_27,Nrgn,RGC,Minor,Query,Nrgn,27_Novel,RGC
NOVEL_27,Sorcs1,RGC,Minor,Query,Sorcs1,27_Novel,RGC
NOVEL_27,Chrna6,RGC,Minor,Query,Chrna6,27_Novel,RGC
NOVEL_27,Cntnap2,RGC,Minor,Query,Cntnap2,27_Novel,RGC
NOVEL_27,Dab1,RGC,Minor,Query,Dab1,27_Novel,RGC
NOVEL_27,Igf1,RGC,Minor,Query,Igf1,27_Novel,RGC
NOVEL_27,Rgs7bp,RGC,Minor,Query,Rgs7bp,27_Novel,RGC
NOVEL_27,Kirrel3,RGC,Minor,Query,Kirrel3,27_Novel,RGC
NOVEL_27,Ebf3,RGC,Minor,Query,Ebf3,27_Novel,RGC
NOVEL_27,Alk,RGC,Minor,Query,Alk,27_Novel,RGC
NOVEL_27,Sdk1,RGC,Minor,Query,Sdk1,27_Novel,RGC
NOVEL_27,Pvalb,RGC,Minor,Query,Pvalb,27_Novel,RGC
NOVEL_27,Sgcd,RGC,Minor,Query,Sgcd,27_Novel,RGC
NOVEL_27,Fat3,RGC,Minor,Query,Fat3,27_Novel,RGC
NOVEL_27,Hs6st3,RGC,Minor,Query,Hs6st3,27_Novel,RGC
NOVEL_27,Cck,RGC,Minor,Query,Cck,27_Novel,RGC
NOVEL_27,Sv2c,RGC,Minor,Query,Sv2c,27_Novel,RGC
NOVEL_27,Kcnip1,RGC,Minor,Query,Kcnip1,27_Novel,RGC
F-MIDI-OFF,Marcks,RGC,Minor,Query,Marcks,28_FmidiOFF,RGC
F-MIDI-OFF,Cplx2,RGC,Minor,Query,Cplx2,28_FmidiOFF,RGC
F-MIDI-OFF,Vsnl1,RGC,Minor,Query,Vsnl1,28_FmidiOFF,RGC
F-MIDI-OFF,Synpr,RGC,Minor,Query,Synpr,28_FmidiOFF,RGC
F-MIDI-OFF,Csmd1,RGC,Minor,Query,Csmd1,28_FmidiOFF,RGC
F-MIDI-OFF,Robo1,RGC,Minor,Query,Robo1,28_FmidiOFF,RGC
F-MIDI-OFF,Scg2,RGC,Minor,Query,Scg2,28_FmidiOFF,RGC
F-MIDI-OFF,Pvalb,RGC,Minor,Query,Pvalb,28_FmidiOFF,RGC
F-MIDI-OFF,Rprm,RGC,Minor,Query,Rprm,28_FmidiOFF,RGC
F-MIDI-OFF,Foxp1,RGC,Minor,Query,Foxp1,28_FmidiOFF,RGC
F-MIDI-OFF,Kcnb2,RGC,Minor,Query,Kcnb2,28_FmidiOFF,RGC
F-MIDI-OFF,Tac1,RGC,Minor,Query,Tac1,28_FmidiOFF,RGC
F-MIDI-OFF,Sorcs1,RGC,Minor,Query,Sorcs1,28_FmidiOFF,RGC
F-MIDI-OFF,Pcdh9,RGC,Minor,Query,Pcdh9,28_FmidiOFF,RGC
F-MIDI-OFF,Gabra2,RGC,Minor,Query,Gabra2,28_FmidiOFF,RGC
F-MIDI-OFF,Cntn5,RGC,Minor,Query,Cntn5,28_FmidiOFF,RGC
F-MIDI-OFF,Sphkap,RGC,Minor,Query,Sphkap,28_FmidiOFF,RGC
NOVEL_29,Pcp4,RGC,Minor,Query,Pcp4,29_Novel,RGC
NOVEL_29,Galntl6,RGC,Minor,Query,Galntl6,29_Novel,RGC
NOVEL_29,Ralyl,RGC,Minor,Query,Ralyl,29_Novel,RGC
NOVEL_29,Meis2,RGC,Minor,Query,Meis2,29_Novel,RGC
NOVEL_29,Sphkap,RGC,Minor,Query,Sphkap,29_Novel,RGC
NOVEL_29,Cplx1,RGC,Minor,Query,Cplx1,29_Novel,RGC
NOVEL_29,Brinp3,RGC,Minor,Query,Brinp3,29_Novel,RGC
NOVEL_29,Gm32647,RGC,Minor,Query,Gm32647,29_Novel,RGC
NOVEL_29,Nlgn1,RGC,Minor,Query,Nlgn1,29_Novel,RGC
NOVEL_29,Cst3,RGC,Minor,Query,Cst3,29_Novel,RGC
NOVEL_29,Ebf1,RGC,Minor,Query,Ebf1,29_Novel,RGC
NOVEL_29,Cntnap2,RGC,Minor,Query,Cntnap2,29_Novel,RGC
NOVEL_29,Grid2,RGC,Minor,Query,Grid2,29_Novel,RGC
NOVEL_29,Lrrtm4,RGC,Minor,Query,Lrrtm4,29_Novel,RGC
W3D1,Zfp804b,RGC,Minor,Query,Zfp804b,2_W3D1.2,RGC
W3D1,Csmd3,RGC,Minor,Query,Csmd3,2_W3D1.2,RGC
W3D1,Pou6f2,RGC,Minor,Query,Pou6f2,2_W3D1.2,RGC
W3D1,Ano3,RGC,Minor,Query,Ano3,2_W3D1.2,RGC
W3D1,Sdk1,RGC,Minor,Query,Sdk1,2_W3D1.2,RGC
W3D1,Tac1,RGC,Minor,Query,Tac1,2_W3D1.2,RGC
W3D1,Magi1,RGC,Minor,Query,Magi1,2_W3D1.2,RGC
W3D1,Tagln3,RGC,Minor,Query,Tagln3,2_W3D1.2,RGC
W3D1,Cpne4,RGC,Minor,Query,Cpne4,2_W3D1.2,RGC
W3D1,Grin2a,RGC,Minor,Query,Grin2a,2_W3D1.2,RGC
W3D1,Nrgn,RGC,Minor,Query,Nrgn,2_W3D1.2,RGC
W3D1,Thsd7b,RGC,Minor,Query,Thsd7b,2_W3D1.2,RGC
W3D1,Gpc6,RGC,Minor,Query,Gpc6,2_W3D1.2,RGC
W3D1,Negr1,RGC,Minor,Query,Negr1,2_W3D1.2,RGC
W3D1,D130009i18rik,RGC,Minor,Query,D130009i18rik,2_W3D1.2,RGC
NOVEL_30,Pde10a,RGC,Minor,Query,Pde10a,30_Novel,RGC
NOVEL_30,Cntn5,RGC,Minor,Query,Cntn5,30_Novel,RGC
NOVEL_30,Serpini1,RGC,Minor,Query,Serpini1,30_Novel,RGC
NOVEL_30,6330411d24rik,RGC,Minor,Query,6330411d24rik,30_Novel,RGC
NOVEL_30,Adgrb3,RGC,Minor,Query,Adgrb3,30_Novel,RGC
NOVEL_30,Calb1,RGC,Minor,Query,Calb1,30_Novel,RGC
NOVEL_30,Pcdh7,RGC,Minor,Query,Pcdh7,30_Novel,RGC
NOVEL_30,Ccser1,RGC,Minor,Query,Ccser1,30_Novel,RGC
NOVEL_30,Cplx2,RGC,Minor,Query,Cplx2,30_Novel,RGC
NOVEL_30,Lrp1b,RGC,Minor,Query,Lrp1b,30_Novel,RGC
NOVEL_30,Kcnd2,RGC,Minor,Query,Kcnd2,30_Novel,RGC
NOVEL_30,Gm32647,RGC,Minor,Query,Gm32647,30_Novel,RGC
NOVEL_30,Hdac9,RGC,Minor,Query,Hdac9,30_Novel,RGC
M2,Spp1,RGC,Minor,Query,Spp1,31_M2,RGC
M2,Ndnf,RGC,Minor,Query,Ndnf,31_M2,RGC
M2,Sdk1,RGC,Minor,Query,Sdk1,31_M2,RGC
M2,Thsd7b,RGC,Minor,Query,Thsd7b,31_M2,RGC
M2,Nell1,RGC,Minor,Query,Nell1,31_M2,RGC
M2,Scg2,RGC,Minor,Query,Scg2,31_M2,RGC
M2,Lrrc4c,RGC,Minor,Query,Lrrc4c,31_M2,RGC
M2,Lrp1b,RGC,Minor,Query,Lrp1b,31_M2,RGC
M2,Gm32647,RGC,Minor,Query,Gm32647,31_M2,RGC
M2,Opn4,RGC,Minor,Query,Opn4,31_M2,RGC
M2,Pcp4,RGC,Minor,Query,Pcp4,31_M2,RGC
M2,Cygb,RGC,Minor,Query,Cygb,31_M2,RGC
M2,Rgs4,RGC,Minor,Query,Rgs4,31_M2,RGC
M2,Astn2,RGC,Minor,Query,Astn2,31_M2,RGC
M2,Ctxn3,RGC,Minor,Query,Ctxn3,31_M2,RGC
M2,Dlgap1,RGC,Minor,Query,Dlgap1,31_M2,RGC
M2,Pcdh9,RGC,Minor,Query,Pcdh9,31_M2,RGC
M2,Fabp5,RGC,Minor,Query,Fabp5,31_M2,RGC
M2,Aldoc,RGC,Minor,Query,Aldoc,31_M2,RGC
F-NOVEL,Ntng1,RGC,Minor,Query,Ntng1,32_F_Novel,RGC
F-NOVEL,Frmd5,RGC,Minor,Query,Frmd5,32_F_Novel,RGC
F-NOVEL,Cntnap2,RGC,Minor,Query,Cntnap2,32_F_Novel,RGC
F-NOVEL,Car10,RGC,Minor,Query,Car10,32_F_Novel,RGC
F-NOVEL,Coch,RGC,Minor,Query,Coch,32_F_Novel,RGC
F-NOVEL,Snca,RGC,Minor,Query,Snca,32_F_Novel,RGC
F-NOVEL,Foxp2,RGC,Minor,Query,Foxp2,32_F_Novel,RGC
F-NOVEL,Dlgap1,RGC,Minor,Query,Dlgap1,32_F_Novel,RGC
F-NOVEL,Spon1,RGC,Minor,Query,Spon1,32_F_Novel,RGC
F-NOVEL,Egfem1,RGC,Minor,Query,Egfem1,32_F_Novel,RGC
F-NOVEL,Synpr,RGC,Minor,Query,Synpr,32_F_Novel,RGC
F-NOVEL,Galntl6,RGC,Minor,Query,Galntl6,32_F_Novel,RGC
F-NOVEL,Lrrtm4,RGC,Minor,Query,Lrrtm4,32_F_Novel,RGC
F-NOVEL,Meis2,RGC,Minor,Query,Meis2,32_F_Novel,RGC
F-NOVEL,Sgcz,RGC,Minor,Query,Sgcz,32_F_Novel,RGC
M1B,Cntn5,RGC,Minor,Query,Cntn5,33_M1,RGC
M1B,Cdh18,RGC,Minor,Query,Cdh18,33_M1,RGC
M1B,Eomes,RGC,Minor,Query,Eomes,33_M1,RGC
M1B,Etl4,RGC,Minor,Query,Etl4,33_M1,RGC
M1B,Kcnq5,RGC,Minor,Query,Kcnq5,33_M1,RGC
M1B,Kcnb2,RGC,Minor,Query,Kcnb2,33_M1,RGC
M1B,Six3,RGC,Minor,Query,Six3,33_M1,RGC
M1B,Gpc5,RGC,Minor,Query,Gpc5,33_M1,RGC
M1B,Opn4,RGC,Minor,Query,Opn4,33_M1,RGC
M1B,Rprm,RGC,Minor,Query,Rprm,33_M1,RGC
M1B,Resp18,RGC,Minor,Query,Resp18,33_M1,RGC
M1B,Csmd1,RGC,Minor,Query,Csmd1,33_M1,RGC
M1B,Asic2,RGC,Minor,Query,Asic2,33_M1,RGC
M1B,Pde4b,RGC,Minor,Query,Pde4b,33_M1,RGC
M1B,Synpr,RGC,Minor,Query,Synpr,33_M1,RGC
M1B,Pcdh9,RGC,Minor,Query,Pcdh9,33_M1,RGC
NOVEL_34,Meis2,RGC,Minor,Query,Meis2,34_Novel,RGC
NOVEL_34,Sorcs1,RGC,Minor,Query,Sorcs1,34_Novel,RGC
NOVEL_34,Kcnip1,RGC,Minor,Query,Kcnip1,34_Novel,RGC
NOVEL_34,Ntng1,RGC,Minor,Query,Ntng1,34_Novel,RGC
NOVEL_34,6330411d24rik,RGC,Minor,Query,6330411d24rik,34_Novel,RGC
NOVEL_34,Inpp4b,RGC,Minor,Query,Inpp4b,34_Novel,RGC
NOVEL_34,Pcdh7,RGC,Minor,Query,Pcdh7,34_Novel,RGC
NOVEL_34,Pcdh9,RGC,Minor,Query,Pcdh9,34_Novel,RGC
NOVEL_34,Grm8,RGC,Minor,Query,Grm8,34_Novel,RGC
NOVEL_34,Vamp1,RGC,Minor,Query,Vamp1,34_Novel,RGC
NOVEL_34,Lrrtm4,RGC,Minor,Query,Lrrtm4,34_Novel,RGC
NOVEL_34,Mafb,RGC,Minor,Query,Mafb,34_Novel,RGC
NOVEL_34,Vsnl1,RGC,Minor,Query,Vsnl1,34_Novel,RGC
NOVEL_34,Ogfrl1,RGC,Minor,Query,Ogfrl1,34_Novel,RGC
NOVEL_34,Adgrb3,RGC,Minor,Query,Adgrb3,34_Novel,RGC
NOVEL_34,Kcnd2,RGC,Minor,Query,Kcnd2,34_Novel,RGC
NOVEL_34,Cpne4,RGC,Minor,Query,Cpne4,34_Novel,RGC
NOVEL_34,Cntn5,RGC,Minor,Query,Cntn5,34_Novel,RGC
NOVEL_34,Ldhb,RGC,Minor,Query,Ldhb,34_Novel,RGC
NOVEL_35,Nrg1_ensmusg00000062991,RGC,Minor,Query,Nrg1_ensmusg00000062991,35_Novel,RGC
NOVEL_35,Opcml,RGC,Minor,Query,Opcml,35_Novel,RGC
NOVEL_35,Dpp10,RGC,Minor,Query,Dpp10,35_Novel,RGC
NOVEL_35,Nkain2,RGC,Minor,Query,Nkain2,35_Novel,RGC
NOVEL_35,Negr1,RGC,Minor,Query,Negr1,35_Novel,RGC
NOVEL_35,Kirrel3,RGC,Minor,Query,Kirrel3,35_Novel,RGC
NOVEL_35,Tenm3,RGC,Minor,Query,Tenm3,35_Novel,RGC
NOVEL_35,Hs6st3,RGC,Minor,Query,Hs6st3,35_Novel,RGC
