Name	Marker	Curated	Queried	Major_Name
AC51	Adamtsl1		Queried	AC
AC51	Gabra2		Queried	AC
AC51	Ghrh	Curated		AC
AC51	Hcn1		Queried	AC
AC51	Lrp1b		Queried	AC
AC51	Necab2		Queried	AC
AC51	Nnat		Queried	AC
AC51	Ntm		Queried	AC
AC51	Pcdh17		Queried	AC
AC51	Pcp4		Queried	AC
AC51	Ralyl		Queried	AC
AC51	Rnf220		Queried	AC
AC51	Sdc2		Queried	AC
AC51	Tenm2		Queried	AC
AC51	Tenm4		Queried	AC
AC51	Zfhx3		Queried	AC
AC52	C1ql3		Queried	AC
AC52	Cacna2d1		Queried	AC
AC52	Calb2		Queried	AC
AC52	Cngb3		Queried	AC
AC52	Cntnap5b		Queried	AC
AC52	Elavl2		Queried	AC
AC52	Galntl6		Queried	AC
AC52	Gap43		Queried	AC
AC52	Gm525	Curated		AC
AC52	Lrfn5		Queried	AC
AC52	Nos1		Queried	AC
AC52	Opcml		Queried	AC
AC52	Pcp4		Queried	AC
AC52	Rbms3		Queried	AC
AC52	Stmn2		Queried	AC
AC52	Stxbp6		Queried	AC
AC52	Zfhx3		Queried	AC
AC53	Aldoc		Queried	AC
AC53	Car2		Queried	AC
AC53	Cbln2		Queried	AC
AC53	Chga		Queried	AC
AC53	Esrrg		Queried	AC
AC53	Igfbp2		Queried	AC
AC53	Kcnma1		Queried	AC
AC53	Ngf	Curated		AC
AC53	Nrg1_ensmusg00000062991		Queried	AC
AC53	Olfm3		Queried	AC
AC53	P3h2		Queried	AC
AC53	Pafah1b1		Queried	AC
AC53	Pak5		Queried	AC
AC53	Prkca		Queried	AC
AC53	Ptpro		Queried	AC
AC53	Robo1		Queried	AC
AC53	Sdk1		Queried	AC
AC53	Tfap2b		Queried	AC
AC54	6330403k07rik		Queried	AC
AC54	Ahi1		Queried	AC
AC54	Bmerb1		Queried	AC
AC54	Cntn5		Queried	AC
AC54	Ctnna2		Queried	AC
AC54	Fxyd6		Queried	AC
AC54	Mgat4c		Queried	AC
AC54	Nap1l5		Queried	AC
AC54	Ntng1		Queried	AC
AC54	Ptgds		Queried	AC
AC54	Rmst		Queried	AC
AC54	Schip1		Queried	AC
AC54	Snca		Queried	AC
AC54	Tac2		Queried	AC
AC54	Tmem163	Curated		AC
AC54	Ywhah		Queried	AC
AC54	Zfp804b		Queried	AC
AC55	Calb2		Queried	AC
AC55	Cbln2		Queried	AC
AC55	Cngb3		Queried	AC
AC55	Cntn3		Queried	AC
AC55	Csmd1		Queried	AC
AC55	Csmd3		Queried	AC
AC55	Glul		Queried	AC
AC55	Lingo2		Queried	AC
AC55	Lrrc4c		Queried	AC
AC55	Lrrtm4		Queried	AC
AC55	Mafb	Curated		AC
AC55	Nnat		Queried	AC
AC55	Nr4a2		Queried	AC
AC55	Pcdh7		Queried	AC
AC55	Ralyl		Queried	AC
AC55	Rnf220		Queried	AC
AC55	Slc24a3		Queried	AC
AC55	Sorcs3		Queried	AC
AC56	Car10		Queried	AC
AC56	Cntn5		Queried	AC
AC56	Gabrb3		Queried	AC
AC56	Grid2		Queried	AC
AC56	Kcnd2		Queried	AC
AC56	Lrtm1	Curated		AC
AC56	Otx2os1		Queried	AC
AC56	Pantr1		Queried	AC
AC56	Pcdh9		Queried	AC
AC56	Pcp2		Queried	AC
AC56	Thsd7a		Queried	AC
AC56	Zfp385b		Queried	AC
AC56	Zfp804b		Queried	AC
AC57	Acot7		Queried	AC
AC57	Calb2		Queried	AC
AC57	Fxyd6		Queried	AC
AC57	Gabrg3		Queried	AC
AC57	Kirrel3		Queried	AC
AC57	Pcdh15		Queried	AC
AC57	Plcb1		Queried	AC
AC57	Robo2		Queried	AC
AC57	Serpini1		Queried	AC
AC57	Sgcz		Queried	AC
AC57	Sorcs1		Queried	AC
AC57	Stmn2		Queried	AC
AC57	Tafa2		Queried	AC
AC57	Tmeff2	Curated	Queried	AC
AC57	Zwint		Queried	AC
AC58	Adarb2		Queried	AC
AC58	Apela	Curated		AC
AC58	Fgf12		Queried	AC
AC58	Galntl6		Queried	AC
AC58	Gpc6		Queried	AC
AC58	Grm7		Queried	AC
AC58	Lrp1b		Queried	AC
AC58	Ncam2		Queried	AC
AC58	Nrg1_ensmusg00000062991		Queried	AC
AC58	Pcdh17		Queried	AC
AC58	Pcdh9		Queried	AC
AC58	Prkg1		Queried	AC
AC58	Ptprd		Queried	AC
AC58	Ralyl		Queried	AC
AC58	Tafa1		Queried	AC
AC59	Asap1		Queried	AC
AC59	Cbln2		Queried	AC
AC59	Cngb3		Queried	AC
AC59	Dnm3		Queried	AC
AC59	Erbb4		Queried	AC
AC59	Fxyd6		Queried	AC
AC59	Igfbp2	Curated		AC
AC59	Inpp4b		Queried	AC
AC59	Ptprm		Queried	AC
AC59	Ptprt		Queried	AC
AC59	Rims2		Queried	AC
AC59	Serpine2		Queried	AC
AC59	Serpini1		Queried	AC
AC59	Sorcs1		Queried	AC
AC59	Sox5		Queried	AC
AC59	Tenm4		Queried	AC
AC59	Unc5d		Queried	AC
AC59	Zfhx3		Queried	AC
AC6	Aldoc		Queried	AC
AC6	Arhgef26		Queried	AC
AC6	Cbln2		Queried	AC
AC6	Cdh20		Queried	AC
AC6	Chga		Queried	AC
AC6	Gabra1		Queried	AC
AC6	Igfbp2		Queried	AC
AC6	Lrrc4c		Queried	AC
AC6	Nav2		Queried	AC
AC6	Nefh	Curated		AC
AC6	Olfm3		Queried	AC
AC6	Oxr1		Queried	AC
AC6	P3h2		Queried	AC
AC6	Pde3a		Queried	AC
AC6	Prkca		Queried	AC
AC6	Prkce		Queried	AC
AC6	Robo1		Queried	AC
AC6	Slc24a2		Queried	AC
AC6	Syt7		Queried	AC
AC60	Cog5		Queried	AC
AC60	Gas7		Queried	AC
AC60	Grid2		Queried	AC
AC60	Kctd16		Queried	AC
AC60	Pcdh15		Queried	AC
AC60	Tnfsf8	Curated		AC
AC61	6330403k07rik		Queried	AC
AC61	Brinp1		Queried	AC
AC61	Cbln2		Queried	AC
AC61	Cdh20		Queried	AC
AC61	Csmd1		Queried	AC
AC61	Dlgap2		Queried	AC
AC61	Epha3	Curated	Queried	AC
AC61	Erbb4		Queried	AC
AC61	Esrrg		Queried	AC
AC61	Filip1l		Queried	AC
AC61	Grid2		Queried	AC
AC61	Lingo2		Queried	AC
AC61	Lrrtm4		Queried	AC
AC61	Pcdh9		Queried	AC
AC61	Spock1		Queried	AC
AC61	Stmn2		Queried	AC
AC61	Zfp804b		Queried	AC
AC61	Zmat4		Queried	AC
AC62	Cntn3		Queried	AC
AC62	Cpm		Queried	AC
AC62	Gabrb1		Queried	AC
AC62	Gabrg3		Queried	AC
AC62	Nnat		Queried	AC
AC62	Pak5		Queried	AC
AC62	Pappa2	Curated		AC
AC62	Phlda1		Queried	AC
AC63	Ahi1		Queried	AC
AC63	Crip2	Curated		AC
AC63	Cst3		Queried	AC
AC63	Dpp10		Queried	AC
AC63	Fgf14		Queried	AC
AC63	Nav3		Queried	AC
AC63	Resp18		Queried	AC
AC63	Scg2		Queried	AC
AC63	Schip1		Queried	AC
AC63	Tac1		Queried	AC
AC63	Tac2		Queried	AC
AC63	Tenm1		Queried	AC
AC63	Vgf		Queried	AC
AC7	Ai593442		Queried	AC
AC7	Chst9		Queried	AC
AC7	Cntn5		Queried	AC
AC7	Cxcl14		Queried	AC
AC7	Il1rapl1		Queried	AC
AC7	Kcnip4		Queried	AC
AC7	Mxra7		Queried	AC
AC7	Pcdh17	Curated	Queried	AC
AC7	Pcdh9		Queried	AC
AC7	Pcsk2		Queried	AC
AC7	Prkg1		Queried	AC
AC7	Ptprk		Queried	AC
AC7	Reln		Queried	AC
AC7	Robo1		Queried	AC
AC7	Sema6a		Queried	AC
AC7	Tac1		Queried	AC
AC7	Zmat4		Queried	AC
AC8	Ank2		Queried	AC
AC8	Atp2b1		Queried	AC
AC8	C1ql1		Queried	AC
AC8	Car2		Queried	AC
AC8	Cdkn1c		Queried	AC
AC8	Chgb		Queried	AC
AC8	Chrm3		Queried	AC
AC8	Cntnap2		Queried	AC
AC8	Kcnab1		Queried	AC
AC8	Kirrel3		Queried	AC
AC8	Lrrc4c		Queried	AC
AC8	Ralyl		Queried	AC
AC8	Rnf220		Queried	AC
AC8	Sdk1		Queried	AC
AC8	Snap25		Queried	AC
AC8	Sox5		Queried	AC
AC8	Tfap2b		Queried	AC
AC8	Tfap2e	Curated		AC
AC8	Tmsb10		Queried	AC
AC8	Unc13c		Queried	AC
AC9	A930001a20rik		Queried	AC
AC9	Car2		Queried	AC
AC9	Dpp6		Queried	AC
AC9	Egfem1		Queried	AC
AC9	Gria1		Queried	AC
AC9	Grid2		Queried	AC
AC9	Kcnip4		Queried	AC
AC9	Lamp5		Queried	AC
AC9	Mgat4c		Queried	AC
AC9	Nfia		Queried	AC
AC9	Phactr3		Queried	AC
AC9	Prkg1		Queried	AC
AC9	Slc6a1		Queried	AC
AC9	Sorcs1		Queried	AC
AC9	Tafa1		Queried	AC
AC9	Tfap2b		Queried	AC
AC9	Trhde	Curated	Queried	AC
AC9	Zfp804a		Queried	AC
MOUSE AC	Cdh22		Queried	AC
MOUSE AC	Cntn4		Queried	AC
MOUSE AC	Ebf1		Queried	AC
MOUSE AC	Gabra1		Queried	AC
MOUSE AC	Gabrb2		Queried	AC
MOUSE AC	Gas7		Queried	AC
MOUSE AC	Glra3		Queried	AC
MOUSE AC	Gm10631	Curated		AC
MOUSE AC	Lamp5		Queried	AC
MOUSE AC	Ldhb		Queried	AC
MOUSE AC	Ly6h		Queried	AC
MOUSE AC	Ntm		Queried	AC
MOUSE AC	Pcdh7		Queried	AC
MOUSE AC	Ptgds		Queried	AC
MOUSE AC	Ptprd		Queried	AC
MOUSE AC	Rbms3		Queried	AC
MOUSE AC	Rgs6		Queried	AC
MOUSE AC	Slc24a3		Queried	AC
MOUSE AC	Slit2		Queried	AC
ASTROCYTE	Aldoc		Queried	ASTROCYTE
ASTROCYTE	Atf3		Queried	ASTROCYTE
ASTROCYTE	Ccn1		Queried	ASTROCYTE
ASTROCYTE	Creb5		Queried	ASTROCYTE
ASTROCYTE	Csrp1		Queried	ASTROCYTE
ASTROCYTE	Dnajb1		Queried	ASTROCYTE
ASTROCYTE	Eftud2		Queried	ASTROCYTE
ASTROCYTE	Egr1		Queried	ASTROCYTE
ASTROCYTE	Fos		Queried	ASTROCYTE
ASTROCYTE	Fosb		Queried	ASTROCYTE
ASTROCYTE	Gfap	Curated	Queried	ASTROCYTE
ASTROCYTE	Hspa1a		Queried	ASTROCYTE
ASTROCYTE	Isg15	Curated		ASTROCYTE
ASTROCYTE	Junb		Queried	ASTROCYTE
ASTROCYTE	Mlc1		Queried	ASTROCYTE
ASTROCYTE	Pdgfra	Curated		ASTROCYTE
ASTROCYTE	Ppp1r15a		Queried	ASTROCYTE
ASTROCYTE	S100b	Curated	Queried	ASTROCYTE
ASTROCYTE	Slc1a3	Curated		ASTROCYTE
ASTROCYTE	Vcl		Queried	ASTROCYTE
ASTROCYTE	Wwtr1		Queried	ASTROCYTE
ASTROCYTE	Zswim6		Queried	ASTROCYTE
CYCLING ASTROCYTE	Cenpa	Curated		ASTROCYTE
CYCLING ASTROCYTE	Cks2	Curated		ASTROCYTE
CYCLING ASTROCYTE	Mki67	Curated		ASTROCYTE
IFN-RESPONSE ASTROCYTE	Ifit1	Curated		ASTROCYTE
IFN-RESPONSE ASTROCYTE	Ifit3	Curated		ASTROCYTE
IGF2+ ASTROCYTE	Angpt4	Curated		ASTROCYTE
IGF2+ ASTROCYTE	Igf2	Curated		ASTROCYTE
IGF2+ ASTROCYTE	Vegfa	Curated		ASTROCYTE
RARE CYCLING ASTROCYTE	Fabp7	Curated		ASTROCYTE
RARE CYCLING ASTROCYTE	Nes	Curated		ASTROCYTE
REACTIVE ASTROCYTE	Chil1	Curated		ASTROCYTE
REACTIVE ASTROCYTE	Cp	Curated		ASTROCYTE
REACTIVE ASTROCYTE	Lcn2	Curated		ASTROCYTE
3B	Prkar2b	Curated		BC
BC	Apoe		Queried	BC
BC	Asic2		Queried	BC
BC	Bsg		Queried	BC
BC	Cst3		Queried	BC
BC	Fth1		Queried	BC
BC	Ftl1		Queried	BC
BC	Galnt13		Queried	BC
BC	Gm20754		Queried	BC
BC	Grik1		Queried	BC
BC	Grm5		Queried	BC
BC	Pcdh9		Queried	BC
BC	Ptprz1		Queried	BC
BC	Samsn1		Queried	BC
BC	Scg2		Queried	BC
BC	Slit2		Queried	BC
BC	Tenm3		Queried	BC
BC	Trpm1		Queried	BC
BC	Trpm3		Queried	BC
BC	Ttyh1		Queried	BC
BC	Vsx2	Curated		BC
BC	Zfp804b		Queried	BC
BC1A	Cabp1		Queried	BC
BC1A	Gabra1		Queried	BC
BC1A	Gabrb1		Queried	BC
BC1A	Galntl6		Queried	BC
BC1A	Meg3		Queried	BC
BC1A	Pcdh17	Curated		BC
BC1A	Rpgrip1		Queried	BC
BC1A	Slit2		Queried	BC
BC1A	Tacr3	Curated		BC
BC1A	Tcf4		Queried	BC
BC1A	Tmeff2		Queried	BC
BC1B	Cabp5		Queried	BC
BC1B	Car2		Queried	BC
BC1B	Cdh8		Queried	BC
BC1B	Mdga2		Queried	BC
BC1B	Nrg3		Queried	BC
BC1B	Ntm		Queried	BC
BC1B	Nxph1		Queried	BC
BC1B	Pcdh10	Curated		BC
BC1B	Ptprd		Queried	BC
BC1B	Tacr3	Curated		BC
BC1B	Wls	Curated		BC
BC1B	Zfhx4		Queried	BC
BC2	Bhlhe22	Curated		BC
BC2	Cdh8		Queried	BC
BC2	Ebf1	Curated	Queried	BC
BC2	Galntl6		Queried	BC
BC2	Gria2		Queried	BC
BC2	Mgat4c		Queried	BC
BC2	Neto1	Curated	Queried	BC
BC2	Nxph1		Queried	BC
BC2	Pcp4		Queried	BC
BC2	Pde1a		Queried	BC
BC2	Rcvrn	Curated		BC
BC2	Scg2		Queried	BC
BC2	Slit2		Queried	BC
BC2	Syt2	Curated		BC
BC2	Tacr3	Curated		BC
BC2	Tmeff2		Queried	BC
BC2	Tnnt1		Queried	BC
BC2	Zfhx4		Queried	BC
BC3A	Atp2b1		Queried	BC
BC3A	Cabp5		Queried	BC
BC3A	Cdh18		Queried	BC
BC3A	Chrm3		Queried	BC
BC3A	Cntnap5a		Queried	BC
BC3A	Eml5		Queried	BC
BC3A	Erbb4	Curated	Queried	BC
BC3A	Gm20754		Queried	BC
BC3A	Gngt2		Queried	BC
BC3A	Grik1		Queried	BC
BC3A	Gsg1		Queried	BC
BC3A	Irx6	Curated		BC
BC3A	Kcnh7		Queried	BC
BC3A	Lrp1b		Queried	BC
BC3A	Ntng1		Queried	BC
BC3A	Pcp2		Queried	BC
BC3A	Scg2		Queried	BC
BC3A	Scgn		Queried	BC
BC3A	Slit2		Queried	BC
BC3A	Zfhx4		Queried	BC
BC3B	Adamtsl1		Queried	BC
BC3B	Cabp5		Queried	BC
BC3B	Cngb3		Queried	BC
BC3B	Cpe		Queried	BC
BC3B	Gngt2		Queried	BC
BC3B	Grik1	Curated	Queried	BC
BC3B	Gsg1		Queried	BC
BC3B	Kirrel3		Queried	BC
BC3B	Meis2		Queried	BC
BC3B	Nnat	Curated	Queried	BC
BC3B	Pcp4		Queried	BC
BC3B	Sgcz		Queried	BC
BC3B	Sulf1		Queried	BC
BC3B	Tenm3		Queried	BC
BC4	Cacna2d1		Queried	BC
BC4	Col11a1	Curated		BC
BC4	Gabrr3		Queried	BC
BC4	Grik1	Curated	Queried	BC
BC4	Hcn4	Curated		BC
BC4	Kcnd3		Queried	BC
BC4	Kctd16		Queried	BC
BC4	Lsamp		Queried	BC
BC4	Nfib		Queried	BC
BC4	Pcp4		Queried	BC
BC4	Phyhipl		Queried	BC
BC4	Rpgrip1		Queried	BC
BC4	Scgn		Queried	BC
BC4	Zfhx3		Queried	BC
BC5A	Cabp5	Curated	Queried	BC
BC5A	Cntn5		Queried	BC
BC5A	Gabrr2		Queried	BC
BC5A	Grm6		Queried	BC
BC5A	Hcn1	Curated		BC
BC5A	Hlf		Queried	BC
BC5A	Hs3st4		Queried	BC
BC5A	Il1rapl2		Queried	BC
BC5A	Kcng4	Curated		BC
BC5A	Lrrc4c		Queried	BC
BC5A	Nfia		Queried	BC
BC5A	Nlgn1		Queried	BC
BC5A	Pcp2		Queried	BC
BC5A	Slc24a2		Queried	BC
BC5A	Slc8a1		Queried	BC
BC5A	Sox6	Curated	Queried	BC
BC5B	Adarb2		Queried	BC
BC5B	Brinp3		Queried	BC
BC5B	Cabp5	Curated	Queried	BC
BC5B	Car2		Queried	BC
BC5B	Cdh18		Queried	BC
BC5B	Chrm2	Curated		BC
BC5B	Cngb3		Queried	BC
BC5B	Dgkh		Queried	BC
BC5B	Eml5		Queried	BC
BC5B	Esrrg		Queried	BC
BC5B	Gngt1		Queried	BC
BC5B	Hcn1	Curated		BC
BC5B	Ndnf		Queried	BC
BC5B	Nwd2		Queried	BC
BC5B	Pcdh7		Queried	BC
BC5B	Scg2		Queried	BC
BC5B	Sphkap		Queried	BC
BC5B	Thrb		Queried	BC
BC5C	Anks1b		Queried	BC
BC5C	Chrm3		Queried	BC
BC5C	Cngb3		Queried	BC
BC5C	Cntn4		Queried	BC
BC5C	Cntn5		Queried	BC
BC5C	Csmd1		Queried	BC
BC5C	Gabrr3		Queried	BC
BC5C	Inpp4b		Queried	BC
BC5C	Kcnb2		Queried	BC
BC5C	Nfib		Queried	BC
BC5C	Pcp2		Queried	BC
BC5C	Pcp4		Queried	BC
BC5C	Ryr3		Queried	BC
BC5C	Slitrk5	Curated		BC
BC5C	Tenm2		Queried	BC
BC5C	Tmem200a		Queried	BC
BC5C	Vwc2l		Queried	BC
BC5D	Adarb2		Queried	BC
BC5D	Atp2b1		Queried	BC
BC5D	Cadm2		Queried	BC
BC5D	Dach1		Queried	BC
BC5D	Edil3		Queried	BC
BC5D	Epha7		Queried	BC
BC5D	Esrrg		Queried	BC
BC5D	Gngt1		Queried	BC
BC5D	Hcn1		Queried	BC
BC5D	Kcnd2		Queried	BC
BC5D	Kcng4	Curated		BC
BC5D	Kirrel3		Queried	BC
BC5D	Lrrtm1	Curated		BC
BC5D	Mdga2		Queried	BC
BC5D	Meis2		Queried	BC
BC5D	Nfia		Queried	BC
BC5D	Nrg3		Queried	BC
BC5D	Pcdh7		Queried	BC
BC5D	Rgs7		Queried	BC
BC5D	Schip1		Queried	BC
BC6	Cck	Curated	Queried	BC
BC6	Cdh18		Queried	BC
BC6	Chst9		Queried	BC
BC6	Cnmd	Curated		BC
BC6	Cntn5		Queried	BC
BC6	Gnb3		Queried	BC
BC6	Gpc6		Queried	BC
BC6	Grid1		Queried	BC
BC6	Grid2		Queried	BC
BC6	Guk1		Queried	BC
BC6	Isl1		Queried	BC
BC6	Otx2os1		Queried	BC
BC6	Ptprm		Queried	BC
BC6	Ryr3		Queried	BC
BC6	Scg2		Queried	BC
BC6	Scgn		Queried	BC
BC6	Trpm1		Queried	BC
BC6	Unc13c		Queried	BC
BC6 AXON TERMINAL	Syt2	Curated		BC
BC7	Adcy2		Queried	BC
BC7	Cdh9		Queried	BC
BC7	Chrm3		Queried	BC
BC7	Dlgap2		Queried	BC
BC7	Gabrr2		Queried	BC
BC7	Hs3st4		Queried	BC
BC7	Igfn1	Curated		BC
BC7	Il1rapl2		Queried	BC
BC7	Kcnab1		Queried	BC
BC7	Pcdh9		Queried	BC
BC7	Pcp2		Queried	BC
BC7	Pde1c		Queried	BC
BC7	Reln		Queried	BC
BC7	Sox5		Queried	BC
BC7	Tmsb10		Queried	BC
BC7	Zeb2		Queried	BC
BC8	Adarb2		Queried	BC
BC8	C130073e24rik		Queried	BC
BC8	Cntnap2		Queried	BC
BC8	Csmd3		Queried	BC
BC8	Dmd		Queried	BC
BC8	Lrp1b		Queried	BC
BC8	Lsamp		Queried	BC
BC8	Npas3		Queried	BC
BC8	Nrg1_ensmusg00000062991		Queried	BC
BC8	Pcdh7		Queried	BC
BC8	Plcb1		Queried	BC
BC8	Serpini1	Curated		BC
BC8	Spock3		Queried	BC
BC8	Stmn1		Queried	BC
BC8	Sybu		Queried	BC
BC8	Tenm2		Queried	BC
BC8	Tenm3		Queried	BC
BC8	Unc5d		Queried	BC
BC8	Zfp804a		Queried	BC
BC9	Adarb2		Queried	BC
BC9	Chgb		Queried	BC
BC9	Cpne9	Curated	Queried	BC
BC9	Cttnbp2		Queried	BC
BC9	Gngt2		Queried	BC
BC9	Kcnab1		Queried	BC
BC9	Kirrel3		Queried	BC
BC9	Lrp1b		Queried	BC
BC9	Map1b		Queried	BC
BC9	Ntrk3		Queried	BC
BC9	Pcdh11x		Queried	BC
BC9	Rpgrip1		Queried	BC
BC9	Serpini1	Curated		BC
BC9	Snhg11		Queried	BC
BC9	Tenm1		Queried	BC
BC9	Tshz2		Queried	BC
BC9	Unc5d		Queried	BC
CONE BC	Scgn	Curated		BC
ON BC BUT NOT 5D	Grm6	Curated		BC
ON BCS (3-6, 13, 15) (6,7, 5A/B/C, 3A	Isl1	Curated		BC
PAN-BC	Otx2	Curated		BC
PAN-BC	Slc1a2	Curated		BC
PAN-BC	Vsx2	Curated		BC
RBC	Ablim1		Queried	BC
RBC	Asic2		Queried	BC
RBC	Calm1		Queried	BC
RBC	Car8	Curated	Queried	BC
RBC	Casp7	Curated		BC
RBC	Cep112		Queried	BC
RBC	Chgb		Queried	BC
RBC	Cntn4		Queried	BC
RBC	Gm20754		Queried	BC
RBC	Kcnmb2		Queried	BC
RBC	Lrrtm4		Queried	BC
RBC	Pcp2		Queried	BC
RBC	Pcp4		Queried	BC
RBC	Prkca	Curated	Queried	BC
RBC	Rpa1	Curated		BC
RBC	Sebox	Curated		BC
RBC	Spock3	Curated		BC
RBC	Trpm1		Queried	BC
RBC	Vstm2b	Curated		BC
RBC	Zbtb20		Queried	BC
CONE	Arr3	Curated	Queried	CONE
CONE	Cdh18		Queried	CONE
CONE	Cngb3		Queried	CONE
CONE	Gm32442		Queried	CONE
CONE	Gnat2		Queried	CONE
CONE	Gnb3		Queried	CONE
CONE	Gngt2		Queried	CONE
CONE	Lrfn2		Queried	CONE
CONE	Mylk		Queried	CONE
CONE	Opn1mw		Queried	CONE
CONE	Opn1sw		Queried	CONE
CONE	Pals2		Queried	CONE
CONE	Pcdh15		Queried	CONE
CONE	Pde6c		Queried	CONE
CONE	Pde6h		Queried	CONE
CONE	Rbp3		Queried	CONE
CONE	Rtbdn		Queried	CONE
CONE	Slc24a2		Queried	CONE
ENDOTHELIAL	Adgrl4		Queried	ENDOTHELIAL
ENDOTHELIAL	Arl15		Queried	ENDOTHELIAL
ENDOTHELIAL	Bsg		Queried	ENDOTHELIAL
ENDOTHELIAL	Cldn5	Curated	Queried	ENDOTHELIAL
ENDOTHELIAL	Ctla2a		Queried	ENDOTHELIAL
ENDOTHELIAL	Flt1		Queried	ENDOTHELIAL
ENDOTHELIAL	Id1		Queried	ENDOTHELIAL
ENDOTHELIAL	Igfbp7		Queried	ENDOTHELIAL
ENDOTHELIAL	Itm2a		Queried	ENDOTHELIAL
ENDOTHELIAL	Klf2		Queried	ENDOTHELIAL
ENDOTHELIAL	Ly6a		Queried	ENDOTHELIAL
ENDOTHELIAL	Ly6c1	Curated	Queried	ENDOTHELIAL
ENDOTHELIAL	Mecom		Queried	ENDOTHELIAL
ENDOTHELIAL	Pecam1	Curated		ENDOTHELIAL
ENDOTHELIAL	Plcb1		Queried	ENDOTHELIAL
ENDOTHELIAL	Pltp		Queried	ENDOTHELIAL
ENDOTHELIAL	Ptprb		Queried	ENDOTHELIAL
ENDOTHELIAL	Ptprm		Queried	ENDOTHELIAL
ENDOTHELIAL	Rbpms	Curated		ENDOTHELIAL
ENDOTHELIAL	Slco1a4		Queried	ENDOTHELIAL
ENDOTHELIAL	Tm4sf1		Queried	ENDOTHELIAL
CILIARY EPITHELIUM	Gpx3	Curated		EPITHELIAL
CILIARY EPITHELIUM	Penk	Curated		EPITHELIAL
CONJUNCTIVAL EPITHELIUM	Gsto1	Curated		EPITHELIAL
CONJUNCTIVAL EPITHELIUM	Krt15	Curated		EPITHELIAL
HC	Arhgap15		Queried	HC
HC	C1ql1		Queried	HC
HC	Calb1		Queried	HC
HC	Chgb		Queried	HC
HC	Dock4		Queried	HC
HC	Egfem1		Queried	HC
HC	Frmpd4		Queried	HC
HC	Galnt18		Queried	HC
HC	Hs6st3		Queried	HC
HC	Lhx1	Curated		HC
HC	Megf11		Queried	HC
HC	Ndrg1		Queried	HC
HC	Nebl		Queried	HC
HC	Onecut1	Curated		HC
HC	Pax6	Curated		HC
HC	Rbms3		Queried	HC
HC	Rgs3		Queried	HC
HC	Ryr3		Queried	HC
HC	Thsd7b		Queried	HC
HC	Utrn		Queried	HC
HC	Vim		Queried	HC
HC	Vwc2		Queried	HC
B CELL	Cd79a	Curated		IMMUNE
B CELL	Ms4a1	Curated		IMMUNE
BAM	Lyz2	Curated		IMMUNE
BAM	Ms4a7	Curated		IMMUNE
DENDRITIC CELL	Ccr2	Curated		IMMUNE
DENDRITIC CELL	Cd209a	Curated		IMMUNE
DENDRITIC CELL	Cd74	Curated		IMMUNE
DENDRITIC CELL	Lsp1	Curated		IMMUNE
EAR2+ MONOCYTE	Ace	Curated		IMMUNE
EAR2+ MONOCYTE	Ear2	Curated		IMMUNE
MACROPHAGE	Ms4a7	Curated		IMMUNE
MACROPHAGE	Tgfbi	Curated		IMMUNE
MONOCYTE	Ccr2	Curated		IMMUNE
MONOCYTE	Cd209a	Curated		IMMUNE
MONOCYTE	Ms4a6c	Curated		IMMUNE
MONOCYTE	Ms4a7	Curated		IMMUNE
MONOCYTE	Tgfbi	Curated		IMMUNE
NEUTROPHIL	Retnlg	Curated		IMMUNE
NEUTROPHIL	S100a9	Curated		IMMUNE
NEUTROPHIL	Slpi	Curated		IMMUNE
NEUTROPHIL	Srgn	Curated		IMMUNE
PLASMA B CELL	Igha	Curated		IMMUNE
PLASMA B CELL	Jchain	Curated		IMMUNE
SCLERAL FIBROBLAST	Dcn	Curated		IMMUNE
SCLERAL FIBROBLAST	Igfbp5	Curated		IMMUNE
T CELL	Cd3d	Curated		IMMUNE
T CELL	Trbc2	Curated		IMMUNE
T/NK CELL	Nkg7	Curated		IMMUNE
T/NK CELL	Trbc2	Curated		IMMUNE
CYCLING MICROGLIA	Ccnb2	Curated		MG
CYCLING MICROGLIA	Mki67	Curated		MG
CYCLING MICROGLIA	Top2a	Curated		MG
IFN-RESPONSE MG	Bst2	Curated		MG
IFN-RESPONSE MG	Ifit3	Curated		MG
IFN-RESPONSE MG	Isg15	Curated		MG
IFN-RESPONSE MG	Oasl2	Curated		MG
MG	Abca8a		Queried	MG
MG	Acsl3		Queried	MG
MG	Aqp4	Curated	Queried	MG
MG	Clu		Queried	MG
MG	Col9a1		Queried	MG
MG	Dbi		Queried	MG
MG	Dkk3		Queried	MG
MG	Glul	Curated	Queried	MG
MG	Gng5		Queried	MG
MG	Gpr37		Queried	MG
MG	Il33		Queried	MG
MG	Mfge8		Queried	MG
MG	Pax6	Curated		MG
MG	Prdx6		Queried	MG
MG	Rlbp1	Curated	Queried	MG
MG	Slc1a3	Curated		MG
MG	Spc25		Queried	MG
REACTIVE MG	Gfap	Curated		MG
REACTIVE MG	Mt2	Curated		MG
REACTIVE MG	Vim	Curated		MG
MICROGLIA	Arl6ip1		Queried	MICROGLIA
MICROGLIA	C1qa		Queried	MICROGLIA
MICROGLIA	C1qb		Queried	MICROGLIA
MICROGLIA	C1qc		Queried	MICROGLIA
MICROGLIA	Cd74	Curated	Queried	MICROGLIA
MICROGLIA	Ctsb		Queried	MICROGLIA
MICROGLIA	Ctsd		Queried	MICROGLIA
