Name	Marker	Curated	Queried	Major_Name
NOVEL_36	Ntm		Queried	RGC
NOVEL_36	Pcdh11x		Queried	RGC
NOVEL_36	Pde1c		Queried	RGC
NOVEL_36	Serpini1		Queried	RGC
NOVEL_36	Slc8a1		Queried	RGC
NOVEL_36	Stxbp6	Curated		RGC
NOVEL_36	Tenm2		Queried	RGC
NOVEL_37	Aldoc		Queried	RGC
NOVEL_37	Alk		Queried	RGC
NOVEL_37	Brinp3		Queried	RGC
NOVEL_37	Cdh1	Curated		RGC
NOVEL_37	Cdh8		Queried	RGC
NOVEL_37	Ceacam	Curated		RGC
NOVEL_37	Chchd10		Queried	RGC
NOVEL_37	Cnr1		Queried	RGC
NOVEL_37	Csmd1		Queried	RGC
NOVEL_37	Fgf1		Queried	RGC
NOVEL_37	Frmd5		Queried	RGC
NOVEL_37	Gpc5		Queried	RGC
NOVEL_37	Il1rapl2		Queried	RGC
NOVEL_37	Ldhb		Queried	RGC
NOVEL_37	Ntng1		Queried	RGC
NOVEL_37	Pcdh7		Queried	RGC
NOVEL_37	Rgs6		Queried	RGC
NOVEL_37	Unc5d		Queried	RGC
NOVEL_39	6330411d24rik		Queried	RGC
NOVEL_39	Brinp3		Queried	RGC
NOVEL_39	Cplx1		Queried	RGC
NOVEL_39	Csmd3		Queried	RGC
NOVEL_39	Kcnip1		Queried	RGC
NOVEL_39	Lrrtm4		Queried	RGC
NOVEL_39	Nefh		Queried	RGC
NOVEL_39	Nefm		Queried	RGC
NOVEL_39	Neurod2	Curated		RGC
NOVEL_39	Pcdh17		Queried	RGC
NOVEL_39	Pex5l		Queried	RGC
NOVEL_39	S100b	Curated		RGC
NOVEL_39	Scn1b		Queried	RGC
NOVEL_39	Sorcs1		Queried	RGC
NOVEL_39	Tcf4		Queried	RGC
NOVEL_39	Thsd7a		Queried	RGC
NOVEL_44	Bhlhe22	Curated		RGC
NOVEL_44	Chrm3		Queried	RGC
NOVEL_44	Clu		Queried	RGC
NOVEL_44	Cntnap2		Queried	RGC
NOVEL_44	Dpp6		Queried	RGC
NOVEL_44	Edil3		Queried	RGC
NOVEL_44	Etl4		Queried	RGC
NOVEL_44	Fxyd6	Curated		RGC
NOVEL_44	Grm5		Queried	RGC
NOVEL_44	Ly6h		Queried	RGC
NOVEL_44	Ntng1		Queried	RGC
NOVEL_44	Pcdh17		Queried	RGC
NOVEL_44	Pcdh9		Queried	RGC
NOVEL_44	Pou6f2		Queried	RGC
NOVEL_44	Resp18		Queried	RGC
NOVEL_44	Rgs6		Queried	RGC
NOVEL_44	Sdk1		Queried	RGC
NOVEL_44	Zfp804b		Queried	RGC
NOVEL_7	Cdh6		Queried	RGC
NOVEL_7	Clstn2		Queried	RGC
NOVEL_7	Etl4		Queried	RGC
NOVEL_7	Gabrg3		Queried	RGC
NOVEL_7	Grid2		Queried	RGC
NOVEL_7	Grin2a		Queried	RGC
NOVEL_7	Kitl		Queried	RGC
NOVEL_7	Lrrc4c		Queried	RGC
NOVEL_7	Marchf1		Queried	RGC
NOVEL_7	Mgat4c		Queried	RGC
NOVEL_7	Necab2		Queried	RGC
NOVEL_7	Pcdh9		Queried	RGC
NOVEL_7	Prph		Queried	RGC
NOVEL_7	Rgs4		Queried	RGC
NOVEL_7	Synpr		Queried	RGC
NOVEL_7	Tagln2	Curated		RGC
NOVEL_7	Tbx20	Curated	Queried	RGC
NOVEL_7	Tenm3		Queried	RGC
NOVEL_7	Tmeff2		Queried	RGC
NOVEL_7	Unc5d		Queried	RGC
NOVEL_7	Vsnl1		Queried	RGC
NOVEL_8	Cdh18		Queried	RGC
NOVEL_8	Cdh6		Queried	RGC
NOVEL_8	Clstn2		Queried	RGC
NOVEL_8	Cntn5		Queried	RGC
NOVEL_8	Ebf1		Queried	RGC
NOVEL_8	Etl4		Queried	RGC
NOVEL_8	Gnas		Queried	RGC
NOVEL_8	Kcnip1		Queried	RGC
NOVEL_8	Kirrel3		Queried	RGC
NOVEL_8	Lrrtm4		Queried	RGC
NOVEL_8	Mast4		Queried	RGC
NOVEL_8	Necab2		Queried	RGC
NOVEL_8	Pcdh9		Queried	RGC
NOVEL_8	Pcsk2		Queried	RGC
NOVEL_8	Prkcq	Curated		RGC
NOVEL_8	Tac1	Curated	Queried	RGC
NOVEL_8	Tshz2		Queried	RGC
NOVEL_8	Unc5d		Queried	RGC
NT-OODSGC	Alk		Queried	RGC
NT-OODSGC	Cartpt		Queried	RGC
NT-OODSGC	Chrm3		Queried	RGC
NT-OODSGC	Cntn4		Queried	RGC
NT-OODSGC	Cplx1		Queried	RGC
NT-OODSGC	Dab1		Queried	RGC
NT-OODSGC	Fstl5		Queried	RGC
NT-OODSGC	Gabrg3		Queried	RGC
NT-OODSGC	Kcnh7		Queried	RGC
NT-OODSGC	Ncam2		Queried	RGC
NT-OODSGC	Negr1		Queried	RGC
NT-OODSGC	Nell1		Queried	RGC
NT-OODSGC	Olfm1		Queried	RGC
NT-OODSGC	Pcdh9		Queried	RGC
NT-OODSGC	Pcp4		Queried	RGC
NT-OODSGC	Pde1c		Queried	RGC
NT-OODSGC	Plcb1		Queried	RGC
NT-OODSGC	Rgs6		Queried	RGC
NT-OODSGC	Tcf4		Queried	RGC
OODSGC	Cartpt	Curated		RGC
OODS_CCK_14	Asic2		Queried	RGC
OODS_CCK_14	Astn2		Queried	RGC
OODS_CCK_14	Cartpt		Queried	RGC
OODS_CCK_14	Cck		Queried	RGC
OODS_CCK_14	Cdh12		Queried	RGC
OODS_CCK_14	Cdh18		Queried	RGC
OODS_CCK_14	Gabrg3		Queried	RGC
OODS_CCK_14	Grm8		Queried	RGC
OODS_CCK_14	Kirrel3		Queried	RGC
OODS_CCK_14	Mgat4c		Queried	RGC
OODS_CCK_14	Nalf1		Queried	RGC
OODS_CCK_14	Ncam2		Queried	RGC
OODS_CCK_14	Nrg1_ensmusg00000062991		Queried	RGC
OODS_CCK_14	Nrxn3		Queried	RGC
OODS_CCK_14	Pou6f2		Queried	RGC
OODS_CCK_14	Sema3a		Queried	RGC
OODS_CCK_14	Sorcs1		Queried	RGC
RGC	Actb		Queried	RGC
RGC	Alcam		Queried	RGC
RGC	Atp1b1		Queried	RGC
RGC	Calb1		Queried	RGC
RGC	Cd90	Curated		RGC
RGC	Ebf1		Queried	RGC
RGC	Frmd5		Queried	RGC
RGC	Gabrg3		Queried	RGC
RGC	Galntl6		Queried	RGC
RGC	Gapdh		Queried	RGC
RGC	Gngt1		Queried	RGC
RGC	Hmgn1		Queried	RGC
RGC	Il1rapl1		Queried	RGC
RGC	Kcnd2		Queried	RGC
RGC	Kctd16		Queried	RGC
RGC	Lrrtm4		Queried	RGC
RGC	Mgst3		Queried	RGC
RGC	Nefm		Queried	RGC
RGC	Nrn1		Queried	RGC
RGC	Nrxn3		Queried	RGC
RGC	Pou4f1	Curated		RGC
RGC	Pou4f2	Curated		RGC
RGC	Pou4f3	Curated		RGC
RGC	Rbfox1		Queried	RGC
RGC	Rbms3		Queried	RGC
RGC	Rbpms	Curated	Queried	RGC
RGC	Rps23		Queried	RGC
RGC	Slc17a6	Curated		RGC
RGC	Slc7a6	Curated		RGC
RGC	Stmn2		Queried	RGC
RGC	Thy1		Queried	RGC
RGC	Zfp804b		Queried	RGC
T-RGC	Calb2	Curated		RGC
T-RGC	Jam2	Curated		RGC
T-RGC	Pou4f2	Curated		RGC
T-RGC	Pou4f3	Curated		RGC
T-RGC	Tbr1	Curated		RGC
T5-RGC	Tusc5	Curated		RGC
T5/F-RGC	Foxp2	Curated		RGC
T5/F-RGC	Tusc5	Curated		RGC
TBR1-NOVEL	Alcam		Queried	RGC
TBR1-NOVEL	Calb1		Queried	RGC
TBR1-NOVEL	Cdh8		Queried	RGC
TBR1-NOVEL	Cntn5		Queried	RGC
TBR1-NOVEL	Crhbp		Queried	RGC
TBR1-NOVEL	Csmd1		Queried	RGC
TBR1-NOVEL	Gabrb1		Queried	RGC
TBR1-NOVEL	Gm32647		Queried	RGC
TBR1-NOVEL	Lhfpl3		Queried	RGC
TBR1-NOVEL	Mid1		Queried	RGC
TBR1-NOVEL	Osbpl1a		Queried	RGC
TBR1-NOVEL	Pcdh10		Queried	RGC
TBR1-NOVEL	Plpp4	Curated		RGC
TBR1-NOVEL	Ralyl		Queried	RGC
TBR1-NOVEL	Rprm		Queried	RGC
TBR1-NOVEL	Scg2		Queried	RGC
TBR1-NOVEL	Slc7a11	Curated		RGC
TBR1-NOVEL	Sorcs3		Queried	RGC
TBR1-S1	Cartpt		Queried	RGC
TBR1-S1	Cntnap5a		Queried	RGC
TBR1-S1	Crhbp		Queried	RGC
TBR1-S1	Csmd1		Queried	RGC
TBR1-S1	Ctxn3		Queried	RGC
TBR1-S1	Dcc		Queried	RGC
TBR1-S1	Fabp5		Queried	RGC
TBR1-S1	Hs3st4		Queried	RGC
TBR1-S1	Inpp4b		Queried	RGC
TBR1-S1	Irx4	Curated		RGC
TBR1-S1	Kirrel3		Queried	RGC
TBR1-S1	Lrrc4c		Queried	RGC
TBR1-S1	Meis2		Queried	RGC
TBR1-S1	Nrg1_ensmusg00000062991		Queried	RGC
TBR1-S1	Nrgn		Queried	RGC
TBR1-S1	Ntng1		Queried	RGC
TBR1-S1	Pcp4		Queried	RGC
TBR1-S1	Rgs4		Queried	RGC
TBR1-S1	Rprm		Queried	RGC
TBR1-S1	Tbr1	Curated		RGC
TBR1-S2	Asic2		Queried	RGC
TBR1-S2	Calca	Curated		RGC
TBR1-S2	Cntn5		Queried	RGC
TBR1-S2	Gabrg3		Queried	RGC
TBR1-S2	Lrrc4c		Queried	RGC
TBR1-S2	Mast4		Queried	RGC
TBR1-S2	Necab2		Queried	RGC
TBR1-S2	Nlgn1		Queried	RGC
TBR1-S2	Ntng1		Queried	RGC
TBR1-S2	Pcp4		Queried	RGC
TBR1-S2	Pvalb		Queried	RGC
TBR1-S2	Rgs4		Queried	RGC
TBR1-S2	Sgcz		Queried	RGC
TBR1-S2	Slc35f1		Queried	RGC
TBR1-S2	Tafa2		Queried	RGC
TBR1-S2	Tbr1	Curated		RGC
TBR1-S2	Tshz2		Queried	RGC
TBR1-S2	Zfhx3		Queried	RGC
V-OODSGC	Calb2	Curated		RGC
V-OODSGC	Cartpt	Curated		RGC
V-OODSGC	Col25a1	Curated		RGC
W3B	Adgrb3		Queried	RGC
W3B	Grin2a		Queried	RGC
W3B	Hpcal1		Queried	RGC
W3B	Kcnd2		Queried	RGC
W3B	Kcnh7		Queried	RGC
W3B	Lrrc4c		Queried	RGC
W3B	Nrcam		Queried	RGC
W3B	Pcdh17		Queried	RGC
W3B	Pcdh7		Queried	RGC
W3B	Pcp4		Queried	RGC
W3B	Penk		Queried	RGC
W3B	Ptn		Queried	RGC
W3B	Runx1t1		Queried	RGC
W3B	Sdk2	Curated		RGC
W3B	Sgcd		Queried	RGC
W3B	Sgcz		Queried	RGC
W3B	Slc35f1		Queried	RGC
W3B	Zfp804b		Queried	RGC
W3B	Zic1	Curated		RGC
W3D1	Alcam		Queried	RGC
W3D1	Ano3		Queried	RGC
W3D1	Asic2		Queried	RGC
W3D1	Cntnap5a		Queried	RGC
W3D1	Cpne4		Queried	RGC
W3D1	Csmd3		Queried	RGC
W3D1	D130009i18rik		Queried	RGC
W3D1	Galntl6		Queried	RGC
W3D1	Gpc6		Queried	RGC
W3D1	Gpi1		Queried	RGC
W3D1	Grin2a		Queried	RGC
W3D1	Kcnc2		Queried	RGC
W3D1	Lypd1	Curated		RGC
W3D1	Magi1		Queried	RGC
W3D1	Ncam2		Queried	RGC
W3D1	Negr1		Queried	RGC
W3D1	Nrgn		Queried	RGC
W3D1	Pcdh10		Queried	RGC
W3D1	Pcp4		Queried	RGC
W3D1	Pex5l		Queried	RGC
W3D1	Pou6f2		Queried	RGC
W3D1	Ptprd		Queried	RGC
W3D1	Ptprm		Queried	RGC
W3D1	Rbpms2		Queried	RGC
W3D1	Sdk1		Queried	RGC
W3D1	Tac1		Queried	RGC
W3D1	Tagln3		Queried	RGC
W3D1	Tenm2		Queried	RGC
W3D1	Thsd7b		Queried	RGC
W3D1	Tuba1a		Queried	RGC
W3D1	Zfp804b		Queried	RGC
W3D2	6330411d24rik		Queried	RGC
W3D2	Camk2d		Queried	RGC
W3D2	Cdh4		Queried	RGC
W3D2	Chrm2		Queried	RGC
W3D2	Cntn5		Queried	RGC
W3D2	Dpp10		Queried	RGC
W3D2	Gabrg3		Queried	RGC
W3D2	Hpcal1		Queried	RGC
W3D2	Kcnd2		Queried	RGC
W3D2	Lrrc4c		Queried	RGC
W3D2	Mafb		Queried	RGC
W3D2	Ogfrl1		Queried	RGC
W3D2	Pcdh7		Queried	RGC
W3D2	Prokr1	Curated		RGC
W3D2	Ptn		Queried	RGC
W3D2	Pvalb		Queried	RGC
W3D2	Rab3c		Queried	RGC
W3D2	Sphkap		Queried	RGC
W3D2	Tppp3		Queried	RGC
W3D3	Postn	Curated		RGC
W3L1	Amigo2	Curated		RGC
W3L1	Serpine2	Curated		RGC
W3L2	Lypd1	Curated		RGC
W3L2	Ntrk1	Curated		RGC
ROD	Calb2		Queried	ROD
ROD	Cartpt		Queried	ROD
ROD	Cd39	Curated		ROD
ROD	Cmss1		Queried	ROD
ROD	Dmd		Queried	ROD
ROD	Epb41		Queried	ROD
ROD	Marchf1		Queried	ROD
ROD	Nefl		Queried	ROD
ROD	Nefm		Queried	ROD
ROD	Pcp4		Queried	ROD
ROD	Pde6a	Curated		ROD
ROD	Pde6g		Queried	ROD
ROD	Rho		Queried	ROD
ROD	Rp1		Queried	ROD
ROD	Sag		Queried	ROD
RPE	Col8a1		Queried	RPE
RPE	Ctsd		Queried	RPE
RPE	Mt3		Queried	RPE
RPE	Rbp1		Queried	RPE
RPE	Rdh5	Curated	Queried	RPE
RPE	Rgr		Queried	RPE
RPE	Rlbp1	Curated		RPE
RPE	Rpe65	Curated	Queried	RPE
RPE	Slc16a1		Queried	RPE
RPE	Slc16a8		Queried	RPE
RPE	Timp3		Queried	RPE
RPE	Trf		Queried	RPE
RPE	Vtn		Queried	RPE
